brand,storage,ram,phones_price,reviews,battery
OPPO R15 6GB128GB,,6," 11,999",0,3450
OALE PP2 Android,,8," 5,700",0,4000
ITEL S23 128GB,128,8," 12,299",0,5000
Kgtel Yolo 1,,," 7,997",0,
VILLAON V20 32GB,32,2," 6,999",0,3000
Huawei P6 18GB,,," 6,500",0,
"Infinix 7 PLUS,Type-C,6.6,64GB3GB,6000mAh,-",64,," 13,995",0,6000
"Samsung Galaxy A04s,",128,4," 20,999",0,5000
OPPO A57 F1s,,," 6,999",0,2900
OPPO R9 F1,64,4," 10,990",0,4000
Benco V91 128Gb,,," 16,488",0,5000
"Samsung Galaxy A04s,",128,4," 20,999",0,5000
Maxfone Max 60s,,," 6,999",0,4000
Redmi 12 128GB,128,4," 21,997",0,5000
Benco V91 128Gb,,," 16,989",0,5000
Tecno pop 7,64,," 14,299",0,5000
Samsung Galaxy A14,128,4," 24,899",0,5000
nova 3G32G 5.0,,," 10,099",0,3020
OALE pp1 16gb,16,," 8,898",0,4000
Infinix Hot 30i,128,8," 17,499",0,5000
Oppo Reno 3,,," 28,999",0,
Maxfone 50S 6.55,,8," 5,699",0,3750
oppo K1 664GB,,," 9,999",0,3600
"Infinix Note 11,",128,4," 22,999",0,5000
"OPPO R7s -5.5'',32GB4GB,13MP8MP,4G",32,," 7,999",0,
Maxfone S22 6.52,16,2," 6,800",0,5050
OPPO A7X F9,128,," 9,999",0,
Pixel 4a 5G,128,6," 24,999",0,
TECNO POP 8,64,3," 12,990",0,5000
Samsung Galaxy J7,16,," 6,999",0,
"X Tigi A10C,",32,2," 11,350",0,4000
KGTEL R20 16GB,16,," 6,499",0,2500
KGTEL R20 16GB,16,," 6,899",0,2500
Itel A33 Plus,,," 7,600",1,
KGTEL X5 16GB,16,," 6,399",0,2500
KGTEL X5 16GB,16,," 7,499",0,2500
Samsung Galaxy A04s,64,," 20,105",0,5000
Realme C30s 6.5'',64,3," 10,799",1,5000
"OPPO R9sk -5.5'',64GB4GB,13MP8MP,4G",64,," 6,899",1,
"NewX Tigi 9C,",32,2," 10,800",0,5000
NOKIA C1 2ND,,," 6,699",1,2500
OALE PP2 Android,,," 5,999",0,4000
"X Tigi V12s,",16,," 8,500",0,2800
oppo A83 64GB,64,4," 7,559",0,
OPPO r15X 6.4,128,6," 10,699",1,
Oppo A33 5.0,16,2," 5,000",1,
Vfone Moon C2,32,2," 8,240",0,
iPhone 5s 1GB16GB,,," 5,599",2,2200
Oppo A83 6GB,128,6," 9,150",1,3180
Oppo A37 Plus,16,2," 4,993",1,
KGTEL YOLO 2,32,2," 7,999",1,5000
Huawei Huawei P8,,," 7,699",1,
Oppo A83 6GB,128,6," 9,499",1,3180
Vivo Y55 2GB,16,2," 2,699",173,2730
oppo A5 /A3s,64,4," 6,399",341,
OPPO A83 4GBRAM,64,4," 5,199",11,3200
Infinix Hot 50i,128,12," 12,995",78,5000
OPPO A3 F7,128,," 7,199",1,3400
OPPO A57 F1,32,," 4,399",519,
F9S Android 13,64,2," 7,900",71,5000
M5 50MP Triple,128,8," 10,500",24,5000
oppo Reno 256GB/128GB6GB,256,," 9,799",147,
Vivo Y55 2GB,16,2," 2,699",112,2730
OPPO A83 64GB4GB,64,," 5,399",289,3180
Apple iPhone 6,,," 6,200",110,
OPPO A83 A1,32,," 5,035",29,3180
oppo f1 A57,,3," 4,399",752,
OPPO R15 128GB6GB,128,," 8,599",192,3450
Vivo Y67 4GB32GB,,4," 3,899",10,3000
OPPO Reno 256GB6GB,256,," 10,999",479,
OPPO A37 2GB,16,2," 3,189",44,2630
OPPO Reno 2Z,128,," 12,999",307,
OPPO A59 F1S,,," 4,999",16,3080
VIVO Y85 4GB64GB,,4," 6,499",43,
Huawei mate8 64gb4gb,,," 6,777",273,4000
OPPO A59 4GB,32,4," 3,899",16,3080
VIVO Y93 6.2,64,," 6,399",52,4030
huawei Y9 2019,,," 7,999",52,
OPPO Reno5 Reno,,8," 13,000",16,4300
VIVO x27 Pro,256,," 13,999",0,
huawei 2019 6128GB,,," 7,999",50,
Nokia 106 2018,,," 1,194",7,
ViVO Y67 64GB/32GB,64,," 3,699",44,3000
oppo a37 100%,16,2," 3,399",178,
Redmi 8A 5000mAh,,4," 7,500",46,5000
OPPO A73 &,64,4," 6,099",9,3200
OPPO A91 Smartphones,128,," 7,899",55,4000
Samsung Galaxy Note,256,," 37,049",2,4500
OPPO X5 Pro,,," 41,359",0,5000
G CPU Qualcomm,,," 32,822",1,5000
oppoA5 A3s 4GB64GB,64,4," 6,388",6,
Pixel 6 5G,,," 28,669",0,4614
Oppo F7/A3 Dual,,," 6,999",152,
Oppo F7 Dual,,," 6,499",1,
OPPO A31 6GB,,6," 7,999",5,
iphone 6 16/64/128G1G,,," 6,799",12,
OPPO a59s F1s,,4," 4,099",41,3075
Nokia 106 -,,," 1,194",1,
OPPO R15 128B6GB,,," 8,099",5,3450
Itel P65 128GB,128,8," 11,999",7,7400
huawei play7 Y5,,," 3,999",19,
OPPO A3 F7,128,," 6,999",66,3400
OPPO A57 F1,32,3," 4,799",68,2900
OPPO Reno 2z,128,," 9,299",5,
Samsung Galaxy M31s,,6," 25,999",0,
OPPO R7007 5.0,,," 2,499",0,2420
OPPO R15 128B6GB,,," 7,999",17,3450
Motorola Edge 5G,256,6," 15,599",0,
Samsung Galaxy M51,,6," 21,999",0,
Xiaomi Poco X3,256,8," 18,999",0,
XIAOMI Redmi 13,128,," 17,495",14,5030
Samsung s9 100%,64,," 12,777",30,
Redmi Note 4X,64,," 5,499",1,4100
OPPO Reno 4Pro,256,12," 23,999",3,4000
Huawei V40 6.72,,," 22,900",13,
Oneplus Nord N10,,6," 17,999",0,
OPPO A59 F1S,,," 4,199",9,3080
OPPO F11 A9,128,," 8,999",80,5000
Motorola Moto G,,4," 14,999",0,
Samsung Galaxy Note,,8," 19,999",20,
Samsung Galaxy Note,,12," 34,999",1,
Apple iPhone 5S,16,," 4,999",3,
Xiaomi Redmi 5,,4," 6,399",0,4000
OPPO Reno5 Reno5K,256,," 20,482",1,4300
Huawei p9 3000mAh,,," 6,444",83,3000
Huawei/ 8x Max,128,," 9,499",0,5000
OPPO Reno 10x,256,," 9,990",0,4065
Samsung Galaxy A52,,," 22,229",0,4500
OPPO F9 6GB,128,6," 6,399",7,3500
OPPO A57 332GB,,3," 4,099",34,
Samsung Galaxy S20,,12," 29,999",0,
OPPO Reno 4z,128,," 10,999",15,
Samsung Galaxy S20,,12," 21,999",19,
Apple/Apple iPhone 12,,," 39,000",0,
VIVO Y79 5.99,64,," 5,999",1,3225
Samsung Galaxy S20,,12," 25,999",0,
OPPO Reno 10,,," 42,999",0,4700
vivo S10e 5G,,," 17,500",0,4050
iphone 5s 16GB,16,," 5,877",60,
Samsung Galaxy Note,,8," 19,999",7,
Samsung s9 100%,64,," 12,555",9,
OPPO R9 5.5'',64,4," 5,300",70,
Redmi Note 5,64,," 6,999",0,4000
Samsung Galaxy S10,,8," 19,599",1,
Samsung Galaxy A54,128,8," 38,999",0,
iphone 8 plus,64,," 16,299",2,
Redmi K40 Gaming,,," 23,255",0,5065
OnePlus 7 Pro,256,8," 29,999",0,
Oppo A5s A7,64,," 6,999",0,
VIVO V3 Max,32,," 4,099",0,3000
Samsung Galaxy S10,128,8," 15,999",3,3400
Samsung Galaxy S8,,4," 13,999",4,4000
Samsung Galaxy S10,,8," 25,999",0,
Apple iPhone 6,64,," 7,599",16,
VIVO Y55 Amaya,16,2," 3,200",3,
iphone 8 256GB,256,2," 15,999",1,
HuaWei P20 Pro,,," 15,999",2,
Sony Xperia 1,64,6," 15,999",1,
LG G5 4GB,32,4," 6,999",2,
Samsung Galaxy Note8,128,6," 12,999",1,
Nokia 106 Cheap,,," 1,194",2,
OPPO A37F 16GB,16,2," 4,599",37,
Huawei P10 4G,64,," 7,599",0,
Nokia 5.1 plus,32,3," 7,499",10,
huawei Huawei Y7,,4," 7,999",1,4000
VIVO Y66 dual,,," 4,999",0,
INFINIX 8 6.6,64,6," 10,999",0,5000
Samsung Galaxy S7,64,," 7,999",1266,
Samsung Galaxy S6,,," 9,099",0,
Samsung Galaxy A20s,,4," 9,999",0,
OPPO Reno Z128GB8GB,,," 11,999",7,4035
OPPO Reno6 5G,128,," 17,099",5,4300
XIAOMI Redmi 13,256,," 19,995",11,5030
Samsung Galaxy S10,128,8," 14,999",15,
Huawei Nova3i Dual,,," 8,999",39,
VIVO Y93 Y93S,128,," 6,999",8,
OALE PP2 16GB,16,," 5,999",26,4000
Samsung Galaxy S10E,128,," 22,799",0,3100
Samsung Galaxy Note,,12," 25,999",18,
LG V50 ThinQ,128,6," 16,999",40,
iPhone x 3GB,64,3," 18,888",2,
Samsung Galaxy Note8,128,6," 13,999",1,
UMIDIGI A15 256GB16GB,256,," 17,099",1,5000
UMIDIGI A15T 16GB128GB,16,," 14,249",0,5000
itel A24 2GB,32,2," 3,309",6,2400
Huawei P 2019,128,4," 9,999",0,
OPPO Reno Z,256,," 16,000",0,
Samsung Galaxy s21,256,8," 25,999",0,
vivo s12 6.44-inch,,," 21,800",0,4200
OPPO Reno 256GB6GB,256,," 10,999",39,
Samsung Galaxy Note,,12," 24,999",11,
iphone 8 plus,256,," 21,999",3,
UMIDIGI G5 16GB,16,8," 13,299",0,5000
Sony Xperia XZs,64,4," 8,999",0,2900
Apple iPhone 12,,," 43,119",0,2227
Huawei Nova 11,,," 26,999",0,4500
XIAOMI Redmi 13,128,," 18,590",1,5030
Pixel 6a 5G,,," 25,266",0,4410
Apple iPhone 11,,," 41,394",0,3190
Samsung Galaxy S21,,," 35,183",0,4800
Samsung Galaxy S21,,," 45,761",0,5000
Apple iPhone 12,,," 39,527",0,2815
Apple iPhone SE,256,3," 20,070",0,
OPPO Reno 6,,," 25,463",0,4500
Huawei Y9 2019,,," 10,166",2,4000
OPPO X6 5G,,," 46,472",0,4800
Huawei P10 4GB,64,4," 8,599",4,
Apple iPhone XS,,," 26,357",0,2658
HUAWEI nova 10,,," 23,199",0,4500
Apple iPhone 6plus,64,," 6,099",4,
Nokia 6 Dual,32,4," 7,499",3,
OPPO A97 5G,,," 22,762",0,5000
Pro 5G CPU,,," 29,539",0,4500
Pixel 5 5G,,," 22,196",0,4080
Samsung Galaxy S22,,," 37,910",0,3700
Samsung Galaxy Note20,,," 30,461",0,4300
Huawei P 2019,128,4," 14,900",0,
Pro 5G CPU,,," 35,183",0,4800
Apple iPhone 11,,," 33,120",0,3110
Huawei mate20 Kirin980,,," 16,000",0,
Apple iPhone XS,,," 38,666",0,3174
Maxfone Max 90,,," 5,499",14,4050
OPPO Reno9 5G,,," 26,032",0,4500
Samsung Galaxy S20,,," 28,999",0,4500
Redmi K40 Pro,,," 24,006",0,4520
OPPO A1 5G,,," 25,119",0,5000
X50 5G CPU,,," 27,627",0,5800
iQOO Z7x 5G,,," 19,668",0,6000
Apple iPhone 8,,," 20,440",0,1821
X50i 5G CPU,,," 27,367",0,4500
Pro 5G CPU,,," 41,086",0,5000
Apple iPhone 6S,,," 12,789",0,1715
OPPO K10x 5G,,," 19,864",0,5000
OPPO A55s 5G,,," 18,046",0,5000
Apple iPhone 7,,," 16,967",0,2900
Redmi K60 Pro,,," 36,640",0,5000
OPPO Reno 10,,," 34,279",0,4600
G CPU Qualcomm,,," 35,699",0,5000
Redmi K40 5G,,," 20,228",0,4520
OPPO A57 5G,,," 17,385",0,5000
Apple iPhone SE2,,," 20,612",0,1821
Pixel 7 5G,,," 38,725",0,4355
OPPO X3 Pro,,," 32,825",0,4500
OPPO Reno 8,256,," 34,199",1,4500
X30 5G CPU,,," 17,779",0,4800
V40 5G CPU,,," 21,999",0,4000
Samsung Galaxy S9,,," 20,999",0,3000
HUAWEI Mate20 X,,," 19,999",3,
vivo Y77e 5G,,," 18,334",0,5000
Samsung Galaxy A42,,," 18,487",0,5000
Tecno Spark 30,256,8," 17,799",0,5000
Samsung Galaxy A23,,4," 16,475",0,
Redmi Note 14,,," 56,900",0,
Xiaomi Redmi k40,128,," 22,999",0,4520
Tecno Spark 30,256,," 17,999",0,5000
Samsung Galaxy S4,16,2," 4,999",3,
Itel P65 128GB,128,8," 12,799",0,5000
Nokia Lumia 620,,8," 6,899",0,
Pro 5G Mate,,," 36,900",0,
MIUI/Xiaomi 10 curved,,," 46,800",0,
Huawei nova 7,128,8," 19,300",0,
One plus 3T,64,6," 7,990",0,
OPPO A91 128GB8GB,128,," 17,000",0,4000
OPPO A57 332GB,,3," 5,699",0,
SAMSUNG GALAXY A16,256,8," 29,980",0,5000
Maxfone S10 FHD,,," 5,899",0,4000
Infinix Hot 50,256,," 25,299",0,5000
OPPO Reno Z,256,," 15,999",0,
Itel A18S 32GB,32,4," 7,694",0,3000
Itel A18S 32GB,32,4," 7,294",0,3000
One Plus Ace,,," 62,090",0,
OPPO A93s 5G,128,," 20,999",0,5000
Oppo K9X 5G,128,8," 15,100",0,
OPPO A57 2GB,32,2," 4,199",0,2900
Apple iPhone 8,,," 19,455",0,1821
Samsung Galaxy S22,,8," 48,999",0,
Oppo A96 5G,,8," 19,900",0,4500
iQOO Z7 5G,,," 22,196",0,5000
Redmi K30 Ultra,,," 19,999",0,4500
Apple iPhone 6S,,," 13,960",0,2750
Apple iPhone 7,,," 17,185",0,1960
OPPO K11 5G,,," 26,599",0,5000
OPPO K10 Pro,,," 25,499",0,5000
OPPO K10 5G,,," 24,095",0,5000
vivo Y78t 5G,,," 29,999",0,6000
Oppo A55 5G,128,6," 16,800",0,5000
Xiaomi 8 Lite,,," 13,990",0,3350
OPPO X5 5G,,," 32,756",0,4800
Samsung Galaxy Note10,,8," 26,999",0,
Redmi K30 Pro,,," 21,166",0,4700
vivo Y78 5G,,," 23,399",0,5000
Samsung Galaxy S20,,," 29,280",0,4000
Xiaomi Redmi 12C,128,6," 13,399",0,5000
OPPO R17 4G,,," 15,690",0,3500
Redmi K50 5G,,," 25,946",0,5500
Redmi K70E 5G,,," 34,545",0,5500
OPPO R15X 4G,,," 16,399",0,3600
X50i 5G CPU,,," 23,377",0,4500
OPPO A2x 5G,,," 20,848",0,5000
OPPO A1 Pro,,," 23,574",0,4800
SE 5G CPU,,," 19,195",0,4000
G CPU Hisilicon,,," 21,015",0,4000
OPPO K11X 5G,,," 21,794",0,5000
OPPO A2 Pro,,," 29,439",0,4870
SE 5G CPU,,," 22,432",0,4300
X40 5G CPU,,," 24,002",0,5100
Samsung Galaxy S20,,," 27,863",0,4500
OPPO A58x 5G,,," 17,385",0,5000
OPPO A93 5G,,," 17,385",0,5000
Redmi K50 Esports,,," 29,674",0,4700
Xiaomi Redmi S2,64,," 8,999",0,
vivo Y73t 5G,,," 27,110",0,6000
Redmi K50 Ultra,,," 28,531",0,5000
OPPO K12 5G,,," 35,213",0,5500
Samsung Galaxy S22,,8," 49,999",0,
Redmi K40 Pro5G,,," 27,312",0,4520
Pro 5G CPU,,," 26,919",0,4000
GT 5G CPU,,," 42,692",0,4800
vivo Y78 5G,,," 23,999",0,5000
OPPO Ace 2,,," 31,000",0,4000
G CPU Qualcomm,,," 28,937",0,4800
Samsung Galaxy S10e,,," 21,999",0,3100
G CPU Qualcomm,,," 25,573",0,4800
Magic4 5G CPU,,," 32,727",0,5000
Pro 5G CPU,,," 27,591",0,4800
Play50 Plus 5G,,," 25,714",0,6000
OPPO Reno9 Pro,,," 34,959",0,4700
SE 5G CPU,,," 33,011",0,4600
GT 5G CPU,,," 47,887",0,5000
OPPO Reno7 SE,,," 20,032",0,4500
Samsung Galaxy Note10,,," 30,058",0,3500
Xiaomi 6X 4G,,," 12,260",0,3010
OPPO X3 5G,,," 27,199",0,4500
vivo Y36 5G,,," 17,999",0,5000
OPPO A56s 5G,,," 20,762",0,5000
OPPO K9S 5G,,," 22,998",0,5000
Redmi K40S 5G,,," 26,799",0,4500
OPPO K9 5G,,," 19,360",0,4300
Pixel 7a 5G,,," 37,545",0,4385
Pixel 5a 5G,,," 25,738",0,
Pixel 4 4G,,," 20,543",0,2800
Pixel 4xl 4G,,," 24,557",0,2800
G CPU Hisilicon,,," 8,899",0,3000
Apple iPhone XR,,," 26,999",0,2942
Redmi K60 Ultra,,," 41,770",0,5000
Samsung Galaxy S20,,," 41,086",0,5000
Samsung Galaxy Note10,,8," 25,999",0,
Samsung Galaxy A70,,," 18,701",0,4500
vivo Y35 5G,,," 16,180",0,5000
Samsung Galaxy S22,256,8," 64,999",0,
OPPO X5 Pro,,," 48,690",0,5000
Redmi K70 5G,,," 39,272",0,5000
Redmi K50 Pro,,," 25,946",0,5000
OPPO A36 4G,,," 17,090",0,5000
OPPO A11x 4G,,," 13,299",0,5000
vivo Y77 5G,,," 20,899",0,4500
OPPO A57 F1,32,," 5,999",0,
OPPO A96 5G,,," 20,455",0,4500
Redmi K60E 5G,,," 29,674",0,5500
Vivo Y55 2GB,16,2," 2,699",0,2730
OPPO A57 F1,32,," 3,799",0,
OPPO X3 Qualcomm,,," 58,900",0,
MIUI/Xiaomi Redmi K50,,," 52,310",0,
OPPO Reno8 Tiangui,,," 33,980",0,
OPPO A2 Big,,," 51,900",0,
MIUI/Xiaomi Redmi K50,,," 50,000",0,
Xiaomi Redmi Redmi,,," 51,290",0,
Xiaomi Civi 3,,," 56,900",0,
mAh battery listing,,," 52,100",0,
OPPO A1s 5G,,," 48,900",0,5000
Redmi K70 Redmi,,," 57,900",0,
vivo S20 5G,,," 55,900",0,
vivo iQOO Neo9S,,," 53,800",0,
Vivo Y67 4GB32GB,,4," 3,899",0,3000
Samsung Galaxy A54,128,8," 39,499",0,
Huawei/Huawei nova 11,,," 51,900",0,
vivo iQOO Z9x,,," 50,000",0,6000
Ultra cruising large,,," 24,000",0,
OnePlus/Yiga 8 OnePlus,,," 48,900",0,
X50 5G cell,,," 57,790",0,
Meizu/Meizu Lucky 08,,," 53,990",0,
V40 5G 256GB,256,," 22,900",0,
OPPO X3 Pro,,," 37,100",0,
Redmi Note 13,,," 50,000",0,
Realme/Realme GT Neo5,,," 59,000",0,
OPPO One Plus,,," 51,900",0,
Huawei 70Pro 100MP,,," 59,800",0,
X50 GT cell,,," 56,100",0,
Honour Play 60,,," 48,900",0,
OPPO RENO5 genuine,,," 38,990",0,
Samsung/Samsung Galaxy C55,,," 57,990",0,
vivo Y200t cell,,," 51,900",0,6000
vivo y36c camera,,," 44,890",0,
Genuine vivo Z9,,," 51,290",0,
Play9C 5G SGS,,," 43,980",0,
MIUI/Xiaomi Redmi K50,,," 51,990",0,
Play4T Pro Kirin,,," 45,900",0,
Realme/Realme GT Neo2,,," 49,019",0,
Motorola Edge 5G,256,6," 15,999",0,
Xiaomi Redmi 8,,," 13,696",0,
vivo Y36t intelligent,,," 32,900",0,
X60i 12512GB 5G,,," 57,290",0,
Itel A05S 32GB,32,4," 10,499",0,4000
OPPO A83 4GBRAM,64,4," 5,199",0,3200
OPPO A57 F1,32,," 3,888",0,
Huawei P20 Pro,128,6," 16,889",0,
OPPO Reno4Pro Full,,," 33,900",0,
SAMSUNG Galaxy A54,128,," 55,099",0,
SAMSUNG Galaxy A34,128,," 47,099",0,
SAMSUNG Galaxy A35,128,," 50,099",0,
VIVO S10e 5G,128,8," 20,700",0,4000
OPPO Reno5 Reno,,8," 16,999",0,4300
Play 20 6.5-inch,,," 51,220",0,5000
VIVO NEX Screen,128,," 12,000",0,4000
Redmi 13C 5G,,," 51,200",0,
VIVO Y55 y55l,16,2," 2,699",0,
Maxfone S22 Dual,16,2," 7,399",0,5050
S Full Netcom,,," 53,000",0,
Huawei/Huawei nova8 /,,," 51,000",0,
iPhone 8 4.7,64,," 13,599",0,
Huawei nova 5.0inch,,4," 6,599",0,3020
Samsung Galaxy A50,128,4," 13,999",0,
Xiaomi Redmi K30S,256,8," 23,980",0,
Vivo T1 5G,,," 20,900",0,5000
OPPO K9 Pro,,," 26,999",0,4500
Samsung Galaxy S20,,12," 29,999",0,
Apple iPhone SE3,,," 47,286",0,2081
OPPO Reno6 5G,256,," 21,849",1,4300
Motorola Moto G,,4," 15,599",0,
Samsung Galaxy A50s,,6," 14,999",0,
Xiaomi Redmi 6,64,," 8,500",0,3000
Vivo Y51s 5G,,," 14,990",0,4500
Samsung Galaxy S10,,8," 17,599",0,
OPPO R15 Full,128,," 10,500",317,3450
iPhone 8 4.7,64,," 13,599",0,
vivo iQOO Neo10,,," 55,990",0,
VIVO S7e 5G,128,," 18,440",0,
Nokia x10 5G,,6," 16,999",0,
N10 website party,,," 58,880",0,
Samsung Galaxy A80,,8," 18,999",0,
Vivo X80 Mobile,,," 46,266",0,4500
Corn C16 PROM,32,," 7,499",0,5000
HUAWEI Nova 5i,,6," 15,589",0,4000
Motorola Moto G,,4," 13,999",0,
Motorola Moto G,128,4," 12,999",0,
Samsung Galaxy A70,,6," 17,999",0,
OnePlus 7t Dual,128,8," 30,999",0,
OnePlus 5 Dual,64,6," 14,999",0,
Sony Xperia 10,128,6," 34,999",0,
OnePlus 6t Dual,128,8," 20,999",0,
OnePlus 7t Pro,256,8," 31,999",0,
Blackview Color 8,,," 17,000",0,6000
Motorola Moto G,128,4," 13,599",0,
Samsung Galaxy S21,,," 33,902",0,4500
Oneplus Nord N200,,4," 13,999",0,
OPPO A91 128GB8GB,128,," 17,300",0,4000
Huawei Y5 p,16,," 4,199",33,3020
OPPO A91 128GB,128,8," 14,999",1,4025
OPPO A7x/F9 128GB/64GB,128,," 7,099",7,3500
Samsung s8 Galaxy,64,4," 11,777",30,
Apple iPhone 13,256,6," 79,999",0,
XIAOMI4 64GB/32GB/16GB3GB 3000mAh,64,," 5,099",155,3000
OPPO Reno 7,256,," 24,699",0,4500
OPPO F1s F1,32,4," 5,999",63,3075
Redmi 13C 5G,,," 18,699",0,5000
OPPO Reno 5,,," 20,999",0,4350
oppo a92s 5g,,8," 15,500",2,4000
VIVO Y79 5.99,64,," 6,999",0,3225
Vivo Y67 4GB32GB,,4," 3,899",0,3000
G GSM feature,,," 9,096",0,
OPPO Reno 6Pro,,," 26,999",1,4500
Infinix Hot 50,128,," 23,599",0,5000
Xiaomi Redmi 6A,32,," 4,999",4,3000
inch 8GB256GB dual,,8," 27,999",0,
OPPO A57 332GB,,3," 7,999",54,
Generic S- Color,16,," 13,999",0,
Motorola Moto G,128,4," 13,999",0,
Motorola Moto G,128,4," 13,599",0,
Motorola Moto G,,4," 15,999",0,
Samsung Galaxy S10,,8," 17,999",28,
OPPO Reno 7pro,,," 26,500",0,4500
Motorola Moto G,,4," 13,599",0,
Samsung Galaxy A31,128,4," 16,999",0,
ViVO Y67 64GB/32GB,64,," 4,390",5,3000
Saamsung galaxy S20,256,8," 58,999",0,
Samsung Galaxy Note8,64,6," 12,999",28,
Samsung Galaxy A21s,,4," 18,999",0,
Motorola Edge 6.6inch,256,6," 22,999",0,
Oneplus Nord N10,,6," 17,999",0,
Motorola Edge 6.6inch,256,6," 22,599",0,
OPPO A57 332GB,,3," 7,999",35,
Share XIAOMI REDMI,128,4," 11,890",0,
VIVO Y93s 6.2,128,," 6,799",0,4030
Samsung Galaxy S10,,8," 17,999",24,
Samsung Galaxy S10,,," 32,669",0,4100
Xiaomi Max 2,64,," 7,700",0,5300
Nokia 6 –,64,," 6,599",58,
Samsung Galaxy S10,,," 26,999",0,3400
Tecno Phantom 9,,," 23,999",0,3500
XIAOMI4 16GB3GB 3080mAh,16,," 5,099",21,3080
Pixel 3a xl,,," 16,999",0,3700
Samsung Galaxy A51,,4," 18,999",0,
Sony Xperia 5,64,6," 18,999",11,
Samsung Galaxy Note8,256,6," 18,000",3,
HUAWEI Nova 3i,,6," 8,888",2,
Samsung GALAXY Note,,," 29,999",0,4000
iphone 8 64/256G,,2," 13,999",0,
OPPO A57 332GB,,3," 5,800",310,
Samsung Galaxy Note,,8," 19,999",60,
Tecno Camon 15Pro,,," 19,119",0,4000
VIVO iQOO 3,,," 26,249",1,4400
C20Pro364G7.3 Large Screen,,," 22,100",0,
OPPO Reno6 Pro,,," 23,556",0,4500
sumsang s 24,,," 65,000",0,
Blackview A96 12GB256GB,,12," 30,599",0,4380
Samsung Galaxy Note,32,4," 8,599",1,
cheaper VIVO Y66,,," 6,499",1,
Nokia E71 3G,,," 9,020",0,
Realme GT Neo,,," 25,409",0,5000
OPPO Reno6 5g,,," 30,332",1,4300
OPPO Reno Z,256,," 17,999",13,4035
Samsung Galaxy S10e,128,6," 16,999",4,
iphone 6 plus,128,," 9,599",0,
Sony Xperia 1,128,8," 27,999",0,
Samsung Galaxy Note,,12," 42,999",0,
Huawei P10 plus,,," 12,999",2,
LG V30 128GB4GB,128,," 13,599",5,
Nokia C2-01 Simple,,," 9,515",0,
OPPO Reno5 Reno,,8," 16,000",3,4300
realme GT Neo,128,," 24,999",0,
Realme GT NEO,,," 36,000",0,4500
Samsung Galaxy Note,,8," 28,999",0,
Xiaomi Redmi 12r,,," 38,990",0,
Samsung Galaxy S10,128,8," 14,999",3,
smartphone Huawei P10,64,6," 8,999",0,
Xiaomi 13 5G,128,," 65,599",0,4500
Samsung Galaxy Note,,8," 18,999",1,
Samsung Galaxy A9,,4," 11,999",0,3700
iPhone 7plus 32g,,," 17,500",0,
Samsung Galaxy Note,,8," 33,999",5,
OPPO Reno 7,128,," 24,999",0,4500
Samsung s9 100%,64,," 11,666",0,
Samsung Galaxy Note,,8," 22,999",6,
INFINIX 8 6.6,128,8," 12,399",2,5000
OPPO Reno8 Pro,,," 27,207",0,4500
OPPO Reno7 Pro,,," 26,999",0,4500
Magic5 Pro 5G,,," 57,499",0,5450
LG V30 64GB4GB,64,," 11,999",45,
Samsung Galaxy A9s,,6," 12,999",0,
vivo S7 5G,256,," 21,000",0,4000
C20Pro31TG 7.3 large,,," 22,290",0,
Redmi 8a 4G,,," 9,800",0,5000
Samsung Galaxy S9,128,," 21,849",0,3500
LG V50 ThinQ,,6," 15,999",0,
HuaWei Enjoy 10,,," 13,899",0,
Samsung Galaxy S10,128,8," 31,999",0,
Oppo A72 5G,,," 14,360",0,4040
OPPO R15 128G6G,,," 9,900",0,3450
iPhone 6 iPhone6,16,," 10,999",7,
Samsung Galaxy Note,,12," 25,999",11,
Samsung Galaxy S6,,," 9,599",59,
Huawei Y7 2019,,," 8,999",44,
VIVO Y93s Android,128,4," 9,599",0,
Apple/Apple iPhone 12,,," 39,100",0,
OPPO Reno5 5G,,," 19,948",0,4300
Huawei Mate8 Mate,,," 5,999",0,4000
OPPO F11 smartphone,,6," 10,888",2,4020
LG G7 ThinQ,64,4," 11,999",26,
Sony Xperia XZ3,64,4," 14,399",0,
Apple/Apple iPhone 12,,," 52,000",2,
OPPO A73 4G,,," 11,020",0,3200
Huawei/ Y6 2019,64,," 6,999",0,3020
XIAOMI MI 11,,," 27,999",15,4600
apple iphone 6,16,," 6,999",259,
Samsung Galaxy Note,16,3," 5,999",5,
OPPO Reno6 5g,,," 18,999",0,4300
NOKIA C1 2ND,16,," 6,788",1,2500
Samsung Galaxy S22,256,8," 57,999",0,
Huawei P8 316/64GB,64,," 6,999",64,
Oppo A91 8GB/128GB,128,8," 16,999",1,4000
OPPO Reno 2Z,128,," 16,999",1,4000
OPPO Reno 8,256,," 32,599",0,4500
OPPO a53 5G,,," 16,704",0,4040
OPPO Reno Z,256,," 17,999",0,4035
Xiaomi 5X 5.55,64,," 6,999",0,3080
INFINIX 8 6.6,64,6," 11,099",2,5000
Samsung Galaxy Note9,128,6," 19,999",7,
Samsung A54 5G,,," 39,599",0,5000
Samsung Galaxy S8,128,," 19,949",0,3500
Oppo A37 5.0&quot;,16,2," 4,599",57,
Sony Xperia Z3,32,3," 8,999",52,
Samsung Galaxy Note9,,," 21,999",4,
OPPO Reno8 Pro,128,," 36,140",0,4500
OnePlus 3T 6GB,64,6," 8,099",0,
