,Name,Price(kshs),Reviews,Doors,Capacity(ltrs),Brand
482,Royal 206L Double Door Fridge,58895,0,2,206.0,Royal
483,Mika MRDCS92XLB 92L Single door fridge,23000,0,1,92.0,Mika
484,Ramtons RF217- 2 Door Direct Cool Fridge - 213 Liters This fridge is a spacious and convenient way to store your food,51300,0,2,213.0,Ramtons
485,Von 138 litres double door refrigerator This fridge is a spacious and convenient way to store your food,42525,0,2,138.0,Von
487,VON Vart-37NMS 255L FRIDGE,76500,0,Not Found,255.0,Von
488,LG GN-B202SQBB 187L No-Frost Fridge,67000,0,Not Found,187.0,LG
489,VON Refrigerator- 138 Litres Double Door Fridge,46400,0,2,138.0,Von
490,Royal Double Door 125L Fridge - RF-130D,39895,0,2,125.0,Royal
491,Original Low energy consumption Rebune Fridge 213L,51500,0,Not Found,213.0,Rebune
492,Original Low energy consumption Rebune Fridge,51500,0,Not Found,,Rebune
494,"Mika Fridge, 46L, Single Door, Defrost Direct Cool, Dark Silver",20400,0,1,46.0,Mika
495,Von VART-18DMK 138L Double Door Fridge,39400,0,2,138.0,Von
496,Exzel Fridge NO FROST 200L ERFF272SL,61100,0,Not Found,200.0,Exzel
497,Nunix Fridge 92Litres Single Door,24999,0,1,92.0,Nunix
498,Mika 168Litres Double Door Fridge,52000,0,2,168.0,Mika
499,Von Fridge 168Litres,51999,0,Not Found,168.0,Von
500,121 ltrs hisense fridge,39999,0,Not Found,121.0,Hisense
501,Exzel fridge 168l Direct Cool ERD-175SL,44850,0,Not Found,168.0,Exzel
502,80 80 fridge base with wheels,2567,0,Not Found,,Unknown
503,VON VART-18DMK FRIDGE 138L,39000,0,Not Found,138.0,Von
504,"Mika Fridge, 46L, Single Door, Defrost Direct Cool, Dark Silver",20500,0,1,46.0,Mika
505,"Legacy Fridge French Door 588L,Silver ,Turkey Brand",150000,0,Not Found,588.0,Legacy
506,Von VART-22DYS Double Door Fridge 208L - Silver,45490,0,2,208.0,Von
507,"VON Von,VARS-23DHS Single Door Fridge 185L - Silver",44950,0,1,185.0,Von
508,Mika 92L Single Door Fridge,19999,0,1,92.0,Mika
509,"VON VRT-138DRHX Double Door FRIDGE 136L,INOX, 1YR WRTYFREE FRIDGE GUARD",34999,0,2,136.0,Von
510,"7.5 Portable Small Refrigerator Mini Portable car Fridge cooler - Made of premium ABS material, which is durable and non-toxic, Designed for refrigerating or keeping food warm, 7.5L.",3750,0,Not Found,7.5,Unknown
511,7.5L Portable Mini Car Fridge Cooler Warmer REFRIGERATION AND HEATING AND HEAT PRESERVATION,6286,1,Not Found,7.5,Unknown
512,13 amps FK Electric Fridge Guard-Voltage Stabilizer Plus Extension,1090,2,Not Found,,FK
513,Hisense Fridge 94 Liters REF094DR FREE FRIDGE GUARD,22499,4,Not Found,94.0,Hisense
514,Adjustable Fridge Stand Washing machine Cooker Stand with lockable wheels - Heavy Duty,3598,0,Not Found,,Unknown
515,Fk Electric Fridge Guard-Voltage Stabilizer Plus Extension,1050,2,Not Found,,FK
516,Volsmart 138L Double Door Refrigerator  Free Fridge Guard,28000,0,2,138.0,Volsmart
517,"Mika Fridge- Single Door, Direct Cool, 92LFREE FRIDGE GUARD",19999,0,1,92.0,Mika
518,7.5L Portable Car Refrigerator Electric Cooler and Warmer Car Refrigerator Portable Mini Fridge,3999,0,Not Found,7.5,Unknown
519,7.5 L Mini Car Fridge for Car  12V  Dual Mode Temperature Control  Fast Cooling  No Noise  Portable Fridge For Travel,4190,0,Not Found,7.5,Unknown
520,VON VART-19DHS Double Door Fridge 136L - Silver 1YEAR WARRANTYFREE FRIDGE GUARD,35999,0,2,136.0,Von
521,VON HOTPOINT Double Door Fridge 136L - Silver 1YEAR WARRANTYFREE FRIDGE GUARD,35999,0,2,136.0,Von
522,VON 138L Double Door Refrigerator Top Mounted Freezer Energy Saving Rating Direct Cool Deodorizer - INOXFREE FRIDGE GUARD,36999,0,2,138.0,Von
523,Share this product Ecomax 118l double door energy saver double door refrigerator with free fridge guard,28990,0,2,118.0,Ecomax
524,"Car Refrigerator, 7.5L Portable Freezer Low Noise Mini Electric Compressor Cooler Warmer with Thickened Inner Liner Car Fridge for Camping, Outdoor, Vehiclel, Travel, Home, Party",7300,0,Not Found,7.5,Unknown
525,VON VART-18DMS Double Door Fridge - 138L - Stainless SteelFREE FRIDGE GUARD,37599,0,2,138.0,Von
526,Share this product Mika 168 L FRIDGE DOUBLE DOOR WITH A COOL PAD WITH FREE GIFTSFRIDGE STAND FRIDGE GUARDJBS FREE EXTENSION 10 M,39000,0,2,168.0,Mika
527,Portable Mini Car Fridge Cooler Warmer 7.5L,5499,0,Not Found,7.5,Unknown
528,"Mika Fridge, 138L Defrost with a Coolpack  Smell Burster, Dark Silver  FREE FRIDGE GUARD",35000,0,Not Found,138.0,Mika
529,VON VART-22DHS Double Door Fridge 134L - Silver with Gift fridge guard and extension,39500,0,2,134.0,Von
530,"JUST IN. REFRIGERATOR. Ramtons RF173, 2 Door Direct Cool Fridge, 128 Litres - Silver,Low Noise, Direct Cool technology, Adjustable thermostat, Adjustable glass shelves",39150,0,2,128.0,Ramtons
531,"PRICE Car Refrigerator, 7.5L Portable Freezer Low Noise Mini Electric Compressor Cooler Warmer with Thickened Inner Liner Car Fridge for Camping, Outdoor, Vehiclel, Travel, Home, Party",7300,0,Not Found,7.5,Unknown
532,"POPULAR ITEMS. FRIDGE  DISPENSER. Ramtons RF130- 213L 2 Door Direct Cool Fridge Dispenser,Water dispenser, Double Door, CFC Free, Direct Cool, Glass shelf, Low noise, Adjustable thermostat",51300,0,2,213.0,Ramtons
533,VOLSMART Fridge Double Door 108 Litres plus free fridge guard,24500,0,2,108.0,Volsmart
534,Mika 138L Double Door Refrigerator Top Mounted Freezer 2 Star Energy Rating Direct Cool Deodorizer-Smell Buster -Inox with gifted fridge guard,38599,0,2,138.0,Mika
535,1 Mika fridge of 202L No frost  FREE 1 JSB Extension  1 FREE Fridge Guard,60000,0,1,202.0,Mika
536,7.5L Car Mini Portable Fridge 12v Warmer  Refrigerator,4499,0,Not Found,7.5,Unknown
538,Portable Mini Car Fridge Cooler Warmer 7.5L,4499,0,Not Found,7.5,Unknown
539,Mika 202Ltr No Frost Double Door Refrigerator Top Mounted Freezer Frost Free 3D Cooling Deodorizer-Smell Buster Dark Matt Energy Saving 2Yr WarrantyFridge Guard10M 6 Way JSB Extension,59999,0,2,202.0,Mika
540,"7.5litre Portable car fridge, Made of premium ABS material, which is durable and non-toxic, Convenient strap Carrying is a breeze, easy to take while traveling.",3776,0,Not Found,7.5,Unknown
541,VOLSMART 138liters Double Door Fridge With A Free Gift Of Frigde Guard,28500,0,2,138.0,Volsmart
542,"7.5litre Portable car fridge, Cooler And Warmer ,Compact and lightweight design Great for dorm rooms, offices, cars, picnics, BBQ, camping, boating and more. Made of premium ABS material,",3776,0,Not Found,7.5,Unknown
543,Mika 202Ltr No Frost Double Door Refrigerator Top Mounted Freezer Frost Free 3D Cooling Deodorizer-Smell Buster Dark Matt Energy Saving 2Yr WarrantyFridge Guard10M 6 Way JSB Extension,65000,0,2,202.0,Mika
544,"Volsmart 108 litres double door with Freezer, Ft. Apartment Size Refrigerator with Freezer, Dorm Fridges with Freezer Adjustable Thermostat, Small Refrigerator for Apartment, Office, Kitchen, Dorm",26668,0,2,108.0,Volsmart
545,"KILIMALL ,Mika 92 Liters Single Door Fridge,Single Mini Refrigerator-Freezer Compartment-Adjustable Thermostat Control-Reversible Doors-Ideal for Dorm, Office",21240,0,1,92.0,Mika
546,"Nunix BC-92 92L Single Door Fridge Energy Efficient - Compact and stylish design, Capacity of 92 liters, Adjustable thermostat, Energy efficient, Single door, Manual defrost, Stainless steel finish",24650,0,1,92.0,Nunix
547,MK FRIDGE Guard  Free 4 Way Power King Extension,2000,0,4,,Unknown
548,Nunix 200L Double Door Fridge Energy Efficient Fridge WITH FREE GIFTS EXTENSION FRIDGE GUARD,42599,0,2,200.0,Nunix
549,Nunix Single door fridge 92liters Energy Efficient. Compact and stylish design with Adjustable thermostat,23625,0,1,92.0,Nunix
550,Mini Refrigerator Portable Fridge 12V Auto Mini Car Travel Fridge ABS Multi-Function Home Cooler Freezer Warmer Cooling and Warming Refrigerator 7.5L,5689,0,Not Found,7.5,Unknown
551,"Ramtons RF173, 2 Door Direct Cool Fridge, 128 Litres  FREE FRIDGE GUARD",34499,0,2,128.0,Ramtons
552,"7.5L Portable Mini Car Fridge Cooler Warmer REFRIGERATION AND HEATING AND HEAT PRESERVATION The car refrigerator is universal in all seasons, with two levels of cold and heat, heating and heat pres",6579,0,2,7.5,Unknown
553,PRICE DROP Portable Mini Car Fridge Cooler Warmer 7.5L,6480,0,Not Found,7.5,Unknown
554,Roch RFR-120S-I Single Door Refrigerator - 90 Litres  FREE FRIDGE GUARD,21999,0,1,90.0,Roch
555,"MK Electronics Fridge Guard,, Surge Protector,,,super Quality",917,1,Not Found,,Unknown
556,Ramtons RF339-2 DOOR DIRECT COOL 138LT SILVER with free fridge guard,38000,0,2,138.0,Ramtons
557,VON 138Litres Double door Fridge WITH A FREE FREEZER GUARD,39400,0,2,138.0,Von
558,7.5L Car Mini Portable Fridge,5399,0,Not Found,7.5,Unknown
559,Fridge organizer containers now available Size 20cmx40cm,999,0,Not Found,,Unknown
564,"7.5L Car Refrigerator, Hot And Cold Mini Car Fridge",5159,0,Not Found,7.5,Unknown
565,portable mini car fridge,5655,0,Not Found,,Unknown
566,Big Adjustable Washing Machine  Fridge Mover StandTrolley,3200,0,Not Found,,Unknown
567,Fk Electric Fridge Guard-Voltage Stabilizer Plus Extension,1200,0,Not Found,,FK
568,"Multipurpose Heavy Duty Stand for fridge, Washing machine, cooker, dispenser - Has lockable wheels and stand with adjustable height",3698,0,Not Found,,Unknown
569,ADJUSTABLE FRIDGE STAND  WASING MACHINE MOVER STAND - EXTRENDS TO 50-75CM AND SIUPPORTS UP TO 300KG -COMES AS A PAIR,2400,0,Not Found,,Unknown
570,7.5 Litres Portable Mini Car Refrigerator- Large Capacity Travel Mini Fridge,5788,0,Not Found,7.5,Unknown
571,Adjustable Fridge Stand Washing machine Cooker Stand with lockable wheels,2398,0,Not Found,,Unknown
572,7.5 Litres Portable Mini Car Refrigerator- Large Capacity Travel Mini Fridge,5486,0,Not Found,7.5,Unknown
573,Heavy Duty Fridge Stand Washing machine Cooker Stand with lockable wheels,3698,0,Not Found,,Unknown
574,Adjustable Washing Machine  Fridge StandTrolley,2100,0,Not Found,,Unknown
575,Adjustable Washing Machine  Fridge StandTrolley,2400,0,Not Found,,Unknown
