,Name,Price(Kshs),Reviews
142,"Refurbished HP Laptop Pro X2 612 G1 2 in1 Core i5 4th Generation 8gb 256gb Touchscreen 12.5"" Inch Screen Size with Windows 10 and Office Installed Detachable",16999,0
143,Touchscreen Refurbished Lenovo Thinkpad Yoga 11E X360 2 IN 1 Laptop Intel Celeron 4gb Ram 500gb HDD 11.6''inch Refurbished Laptop Computer Notebook,13949,0
144,FREE Laptop bag + Mouse Refurbished Hp Elitebook 840 G3 Intel Core i5 8GB RAM 256GB SSD 14'' HD Screen Refurbished Laptops - Refurbished Hp Laptop Notebook Computer Windows 10 Pro,24999,2
145,DEAL TOUCHSCREEN Refurbished Lenovo mt 1015 Core i7 4th gen 3.40ghz 8gb Ram 256gb ssd 24inch Refurbished Laptops All in One Laptops Computers,34999,0
146,Hp Refurbished Elitebook 830g5 Core i5 7th Generation 8gb Ram 256gb ssd silver in Color 14inch Screen Size With both Windows and Office Installed Ultra Slim Laptoper in Lo,27999,0
147,BRAND NEW 15s Laptop PC Intel Core i5 1235U 12th Generation CPU 8GB DDR4 RAM 256GB SSD Intel Iris Xe 15.6 Inch Full HD Windows 11 Home Natural Silver,68999,0
148,Dell Latitude 3310 X360 Intel Core i5 8th Gen 8GB RAM 256GB SSD 2 - in - 1 Convertible 13.3 Inches Full HD Touchscreen 1.6GHz up to 3.9GHz Quad Core Windows 11 Pro Ultra Slim Refurbished Laptop,36000,0
149,FREE MOUSE HP EliteBook 1040 G6 X360 Core i7 16GB RAM 512GB SSD 8th Generation 14 inches Full HD Touchscreen 1.8GHz up to 4.4GHz Quad Core Processor 2in1 Convertible Ultra Slim Refurbished Laptop,55000,0
150,Brand NEW Lenovo Ideapad 1 | Celeron N4020 | 8GB RAM | 256GB SSD | 14'' Inch HD display School & Business Laptop Computer | Notebook | Windows 10 New Laptops Lenovo Laptop Computers,31999,41
151,Refurbished Dell Latitude E7440 Intel Core i5 4th Generation 8GB RAM 500 GB HDD Storage 14 Inches HD Display Refurbished Laptops Notebook Computers,16999,0
152,Apple MacBook Pro 13 2017 Core i7 16GB RAM 256GB SSD 13.3 Inch Retina Display 2.8GHz Dual Core A1708 MacOS Refurbished Laptop,62999,0
153,HP ProBook X360 11 G2 EE Core i5 7th Gen 8GB RAM 256GB SSD 11.6 Inches HD Touchscreen 1.2GHz up to 3.2GHz Dual Core Processor Windows 10 Pro 2 in 1 Convertible Slim Refurbished Laptop + Free Bag,22000,0
154,Touchscreen 2 in 1 laptop Refurbished Lenovo Thinkpad Yoga 11E Intel Celeron 5th Gen 4GB RAM 128GB SSD 11.6''inch Refurbished LaptopComputer Notebook,13199,0
155,Refurbished Dell Latitude E7450 Intel Core i5 4th Generation 8GB RAM 500 GB HDD Storage 14 Inches HD Display Refurbished Laptops Notebook Computers,17499,0
156,HP OMEN Gaming Laptop intel core i9-13th Gen 16GB 1TB NVIDIA RTX 3060 GRAPHICS,225000,0
157,Lenovo ThinkPad Yoga 11e X360 8GB RAM 128GB SSD Intel Celeron 5TH Generation 1.1 GHz up to 3.0GHz Quad Core Processor 11.6 inches 2 -in -1 Convertible Windows 10 Pro Refurbished Laptop + Stylus Pen,15500,0
158,FREE MOUSE HP EliteBook 745 G6 AMD Ryzen 5 PRO 3500U 16GB RAM 256GB SSD 14 Inches Full HD Touchscreen + 2GB AMD Radeon Graphics 2.1GHz Quad Core Windows 10 Pro Utra Slim Refurbished Laptop -,35000,0
159,HP EliteBook 830 G6 X360 Core I5 16GB RAM 512GB SSD 8th Generation 13.3 inches Full HD Touchscreen 2 in 1 Convertible 1.6GHz up to 3.9GHz Quad Core Processor Ultra Slim Refurbished Laptop,47000,0
160,"HP EliteBook 830 G6 X360 core i5 16GB RAM 512GB SSD 8th generation, 13.3 Inches FHD Display Touchscreen, Windows 11 pro Quad Core 2 IN 1 Laptop +Bag",48000,0
161,"HP Elitebook 820 G3 Core I7 8GB RAM 256GB SSD 6th Generation, 2.6GHz Processor speed 12.5"" Ultraslim windows 10 Pro Refurbished laptop",27999,0
162,"Free Mouse Hp Elitebook x2 1012 G2 Detachable 2 in 1 8GB 256GB 6th Gen FHD 12.5"" Non-touch - Refurbished Business Student Laptop - Office 2021 Windows 11 Notebook Silver",17899,0
163,Infinix Laptop X2 Core i5 Windows 11 USBC+USB3.0+HDMI+SD Card+3.5mm Headset 8GB Ram 512GB SSD 14.1 inch,49999,0
164,"i5+8GB+512GB+MouseRefurbished Hp Elitebook 840 G1 Laptop - Intel Core i5 - 8GB RAM 512GB SSD Storage - 14'' Display Windows 11 Notebook Computer Black , 14 inch HD Screen-Windows 11 Pro Edi",20999,0
165,"BLACK FRIDAY OFFERS Refurbished HP EliteBook x360 1030 G3 Intel Core i5 8th Gen 16GB RAM 512GB SSD 13.3 Inches Notebook, FHD Touchscreen Display ;laptop computer sleek PORTABLE",44999,0
166,HP Probook 450 G7 Intel Core i5 8GB 256GB SSD 2GB Nvidia Graphics Windows 11 Laptop,29000,0
167,i5+8GB+512GB SSD+Mouse Lenovo Thinkpad X260 laptop Core i5 2.40 GHz 8GB Ram 512GB SSD Storage 12.5''INCH HD Screen Display Refurbished School Business Cyber Laptop Computer | Notebook,19999,0
168,Refurbished Hp Elitebook 840 G5 Laptop Intel Core i5 8th Gen 8GB RAM 256GB SSD ROM - 14'' Windows 10 Refurbished Laptop Computer Notebook,26799,0
169,"i7+8GB+500GB+14""Refurbished Hp Elitebook 840 G1 Laptop - Intel Core i7 6th - 8GB RAM 500GB HDD ROM - 14'' Windows 11 Notebook Silver 14 inch FHD Display",18999,0
170,HP EliteBook 830 G7 Core i5 16GB RAM 512GB SSD 10th Generation 13.3 Inch Full HD Touchscreen 1.6GHz up to 3.9GHz Quad Core Processor Windows 11 Pro Ultra Slim Refurbished Laptop - 6 Months Warranty,42000,0
171,"FREE MOUSE Lenovo ThinkPad Yoga 390 X360 Core I5 8th Gen 16GB RAM 256GB SSD 13.3"" 1.6GHz up to 3.6GHz Quad Core Processor Full HD Touchscreen 2 - in - 1 Convertible Slim Refurbished Laptop + Stylus",34500,0
172,"Refurbished HP 430 G5 Laptop i5 8th 8GB RAM 500GB HDD 2.45 Ghz 14"" FHD Display Windows 11 Student Notebook Laptops Computer",24399,0
173,"BEST DEALS ,OFFERS GAMING LAPTOP Refurbished Hp Zbook 14u G5 Laptop Core i7 8TH Gen 16GB RAM 512GB SSD ,4GB GRAPHICS CARD 14"" Windows Installed Notebook Bluetooth Webcam hp laptops,GAMING COMPUTER,PC",59999,0
174,NEW HP ENVY X360 2-in-1 LAPTOP 14-es1013dx CORE 5 8GB RAM 512GB STORAGE,93999,0
175,"i5+8GB+512GB+14""+Free Mouse HP Elitebook 1040 G3 6th Intel Core i5 8GB 512GB SSD 14"" FHD Display Laptop Backlit Windows 11 intel HD Graphics Bluetooth Refurbished Laptop",27999,0
176,i5+8GB+500GB+MouseRefurbished HP 840 G3 Notebook Laptop - Intel Core i5 6th - 8GB RAM 500GB HDD ROM - 14'' Windows 11 Bluetooth Webcam Intel HD Graphics Keyboard Notebook,20999,0
177,"Refurbished Hp Elitebook 840 G3 Laptop Intel Core i5 6th Gen 8GB 256GB SSD 14"" Backlit Keyboard Notebook Laptop Computer Windows",24999,0
178,"i5+8GB+1000GB+14""+Mouse Refurbished HP Elitebook 840 G3 i5 6th 8GB 1000GB 14"" FHD 2.40Ghz Processor Backlight Bluetooth Webcam Intel HD Graphics Windows 11 Laptops",23999,0
179,"Lenovo ThinkPad Yoga 11e core i5 8th generation, 8GB RAM 256GB SSD, 11.6 Inches Display Touchscreen 2 in 1 Refurbished Laptop +Stylus pen with bag",24999,0
180,"i5+8GB+500GB+Mouse Refurbished Hp Elitebook 840 G1 Laptop - Intel Core i5 - 8GB RAM 500GB HDD Storage - 14'' Display Windows 11 Notebook Computer , 14 inch HD Screen-Windows 11 Office",17399,0
181,HP EliteBook 840 G5 Core I7 16GB RAM 512GB SSD 8th Generation 14 inches Full HD 1.8GHz up to 4.2GHz Quad Core Processor Windows 11 Professional Ultra - Slim Refurbished Laptop,44000,0
182,"4GB+128GB SSD+Free MouseRefurbished Hp Probook 11X360 G5 Celeron 4GB+128GB+11.6"" Laptop Windows 11 Notebook Bluetooth Webcam refurbished hp laptops",14599,0
183,"4GB+128GB SSD+Free MouseRefurbished Hp Probook 11X360 G5 Celeron 4GB+128GB+11.6"" Laptop Windows 11 Notebook Bluetooth Webcam refurbished hp laptops",14999,0
184,"REFURBISHED HP ELITEBOOK 1030 G3| CORE INTEL I7| 16GB RAM |512GB SSD| 8TH GENERATION | TOUCHSCREEN LAPTOP|X360 2 IN 1 LAPTOP|13.3"" INCH| WINDOWS11 PRO+FREE MOUSE",52000,0
185,Black Lenovo Thinkpad X260 laptop Core i5 2.40 GHz 8GB Ram 128GB SSD Storage 12.5''INCH HD Screen Display Refurbished School Business Cyber Laptop Computer | Notebook,16999,0
186,"Refurbished Laptop Lenovo Thinkpad T440P Intel Core i5 8GB Ram 256GB SSD 12.5"" Refurbished Comouter Windows 10 Notebook",18799,0
187,"HOT DEAL,BLACK FRIDAYHP EliteBook 840 G6 Core i5 8GB RAM 256GB SSD 8th Generation 14 Inches Full HD Touchscreen 8Core Processor Windows 11 Professional Ultra Slim Refurbished Laptop - 6 MNTS WRNTY",36000,0
188,"Refurbished Lenovo Thinkpad T440p Laptop intel Core i7 4th Gen 8GB Ram 500GB HDD Rom 14""Screen HD Display Refurbished Laptop Computer",19999,0
189,"Refurbished HP 430 G5 Laptop i5 8th 8GB RAM 500GB HDD 2.45 Ghz 14"" FHD Display Windows 11 Student Notebook Laptops Computer",24999,0
190,HP ENVY 16 Multi-Touch Laptop i9-13900H 16GB 1TB SSD 8GB RTX 4060,156600,0
191,"i5+8GB+256GB+14"" Hp Elitebook 640 G3 Laptop Intel Core i5 6th Gen 8GB 500GB Backlit Keyboard Bluetooth Webcam Intel Graphics 14"" Notebook Windows 10 Office 2019",17999,0
192,"!!! i5+8GB+256GB+14"" Hp Elitebook 640 G3 Laptop Intel Core i5 6th Gen 8GB 500GB Backlit Keyboard Bluetooth Webcam Intel Graphics 14"" Notebook Windows 10 Office 2019",17999,0
193,"!!! i5+8GB+256GB+14"" Hp Elitebook 640 G3 Laptop Intel Core i5 6th Gen 8GB 500GB Backlit Keyboard Bluetooth Webcam Intel Graphics 14"" Notebook Windows 10 Office 2019",17999,0
194,"Refurbished Microsoft Surface pro RT Tablet Intel Core i5 3rd gen 4gb Ram 128gb SSD Rom Refurbished Laptops Computer Notebook.,",22799,0
195,[Core i5+8gb+256gb+14''] Refurbished Lenovo Thinkpad T460 Laptop Core i5 6TH Gen 8GB RAM / 256GB SSD Laptops 14 inch Computer Notebook,15999,0
196,"BLACK HP Elitebook 8460 Laptop Core i7 4GB RAM / 500GB HDD Computer Laptop,windows 10 pro +free mouse ,Silver 14 inch",13999,0
197,"[Core i7+8gb+256gb+14''] Refurbished Hp Elitebook 840 G3 Laptop Intel Core i7 6th Gen 8GB 256GB SSD 14"" Backlit Keyboard Notebook Laptop Computer Windows 11 Of",24999,0
198,"[Core i5+8gb+256gb+14''] Refurbished Hp Elitebook 840 G3 Laptop Intel Core i5 6th Gen 8GB 256GB SSD 14"" Backlit Keyboard Notebook Refurbished Laptops Computer Windows 10 Office",21999,0
199,Apple MacBook Pro 13 2017 Core i7 8GB RAM 256GB SSD 13.3 Inch Retina Display 2.8GHz Dual Core A1708 MacOS Refurbished Laptop,68999,0
200,Lenovo ThinkPad X1 Yoga X360 Intel Core i5 6th Gen 8GB RAM 256GB SSD 14 Inch FHD Touchscreen 2 in 1 Convertible Refurbished Laptop + Stylus Pen,29599,0
201,"Touchscreen REFURBISHED LENOVO THINKPAD YOGA 11e yoga 4GB RAM 128GB SSD , CELERON, 2 IN 1 LAPTOP , 6TH GENERATION X360 COMPUTER, INSTALLED WINDOWS 10 PRO, black",13599,0
202,"[Core i5+8gb+256gb+12.5''TOUCHSCREEN] Refurbished Hp Elitebook 820 G3 Laptop Intel Core i5 6th Gen 8GB 256GB SSD 12.5"" Notebook Laptop Computer Laptops",23999,0
203,"[i5+8gb+256gb+15.6''] Hp Probook 650 G2 - Core i5 6th Gen - 8GB RAM - 256GB SSD - 15.6"" 2.4Ghz- 3.30Ghz Processor LED Backlit Blluetooth Webcam Laptop - Refurbished Notebook - Windows 11 Refurbi",23999,0
204,Refurbished Hp Elitebook 840 G3 Laptop - Intel Core i5 6th - 8GB RAM 256GB SSD ROM - 14'' Windows 10 Notebook Silver 14 inch FHD Display,20999,0
205,Refurbished Apple MacBook A1466 2017 Core i5 8GB RAM + 256GB SSD Storage 13.3 Inch Display Dual Core MacOS Laptop Computer Notebook Laptops,33999,0
206,"8GB+256GB+14""+TouchRefurbished Hp Elitebook 840 G5 Laptop - Intel Core i5 8th - 8GB RAM 256GB SSD ROM - 14'' Windows 10 Notebook",34999,0
207,"OFFER Refurbished Hp Elitebook 840 G1 Laptop Intel Core i5 8GB RAM 500GB HDD Storage - 14'' Display Windows 11 Notebook Computer Black in Colour, 14 inch HD Screen-Windows 11 Office 2019 Pro Edition",20000,0
208,"i5+8GB+512GB+14""+Free Mouse HP Elitebook 1040 G3 6th Intel Core i5 8GB 512GB SSD 14"" FHD Display Laptop Backlit Windows 11 intel HD Graphics Bluetooth Refurbished Laptop",28999,0
209,"i5+8GB+500GB+14""+Free Mouse Refurbished HP Elitebook 840 G3 i5 6th 8GB 500GB 14"" FHD 2.40Ghz Processor Backlight Bluetooth Webcam Intel HD Graphics Windows 11 Laptops",21999,0
210,"Refurbished Laptop Lenovo Thinkpad T430 Core i5 5th Gen 4GB+500GB+12.5"" Windows 10 Refurbished Lenovo Laptops Notebook Black 12 inch",13299,1
211,"i5+4GB+500GB+14""+Mouse Refurbished HP Elitebook 840 G3 i5 6th 4GB 500GB 14"" FHD 2.40Ghz Processor Backlight Bluetooth Webcam Intel HD Graphics Windows 11 Laptops",21999,0
212,"i5+8GB+512GB+14""+Free Mouse HP Elitebook 1040 G3 6th Intel Core i5 8GB 512GB SSD 14"" FHD Display Laptop Backlit Windows 11 intel HD Graphics Bluetooth Refurbished Laptop",30999,0
213,"Free Mouse Hp Elitebook x2 1012 G2 Detachable 2 in 1 8GB 256GB 6th Gen FHD 12.5"" Non-touch - Refurbished Business Student Laptop - Office 2021 Windows 11 Notebook Silver",18399,0
214,"ThinkPad X280 Touchscreen Intel Core i5-8350U 8GB RAM 256GB SSD Refurbished Laptop 13"" screen size windows 11 pro installed",25999,0
215,"Hp Probook 650 G2 - Core i5 6th Gen - 8GB RAM - 256GB SSD - 15.6"" 2.4Ghz- 3.30Ghz Processor LED Backlit Bluetooth Webcam Laptop - Refurbished Notebook - Windows 11 Refurbished Laptop",23999,0
