,Name,Price,Reviews,Screen_size
1435,"Lenovo ThinkPad Yoga 260 Business 2-in-1 Laptop - Intel core i5-6100U 2.3GHz 8GBRAM, 256GB SSD- Windows 10Pro Refurb","KSh 34,900",0,
1436,Refurbished Hp Elitebook 840 G2 Core i5 4 GB RAM 500GB HDD Computer Laptop,"KSh 26,629",0,
1437,HP EliteBook 820 G1 Laptop - Intel Core i5 4th - 8GB Ram 128GB SSD - 12.5'' - Windows 10 Refurb,"KSh 24,000",0,12.5
1438,Lenovo ThinkPad X280 Laptop Core i5 8250U 8GB 256GB SSD,"KSh 46,999",0,
1439,"Lenovo Thinkpad T450 14 Inch Intel Core I5 Processor 5th Gen Laptop, 2015, 4GB RAM, 128SSD, Black","KSh 24,701",0,14.0
1440,Lenovo thinkpad x240 coi5 4gbram 500gb hdd laptop Black 12.5,"KSh 23,999",0,
1441,Lenovo thinkpad x240 coi5 4gbram 500gb hdd laptop Black 12.5,"KSh 23,999",0,
1442,"HP ProBook 440 G2, Core I5, 4GB RAM, 500GB HDD Laptop","KSh 27,000",0,
1443,"Lenovo Thinkpad T450 14 Inch Intel Core I5 Processor 5th Gen Laptop, 2015, 4GB RAM, 128SSD, Black","KSh 24,701",0,14.0
1444,"Dell Latitude 7280 Business Laptop - Intel Core I5-7300U 2.60GHz, 8GB DDR4 RAM, 256GB SSD 12.5â HD, Windows 10 Pro","KSh 27,000",0,
1445,"HP ProBook 440 G2, Core I5, 4GB RAM, 500GB HDD Laptop","KSh 32,000",0,
1446,Lenovo thinkpad x240 coi5 4gbram 500gb hdd laptop Black 12.5,"KSh 24,999",0,
1447,Lenovo thinkpad x240 coi5 4gbram 500gb hdd laptop Black 12.5,"KSh 23,999",0,
1448,Lenovo thinkpad x240 coi5 4gbram 500gb hdd laptop,"KSh 22,999",0,
1449,Refurbished Laptop Dell 7270 6th CI5 /8Ram/256Rom SSD,"KSh 21,500",0,
1450,"HP Elitebook 820 G4 - 12.5in FHD Touchscreen Laptop 7th gen. Intel Core i5-7300U 2.6GHz, 8GB RAM,256GB SSD, Windows 10 Pro","KSh 30,000",0,
1451,LENOVO T440 LAPTOP CORE i5 4TH GENERATION 8GB RAM 500HDD,"KSh 16,999",0,
1452,"Lenovo ThinkPad T430 | Core i5 | 8GB RAM | 500GB HDD | 14 Inch Screen 14"" HD Refurbished Cheap Original Laptop Computer,Windows 10 PRO","KSh 13,499",1,14.0
1453,"REFURBISHED LAPTOP LENOVO THINKPAD X270 CORE I7 ,8GB RAM 256GB SSD ,NOTEBOOK, 6TH GENERATION +12.5"" Windows 10","KSh 25,999",1,12.5
1454,HP Elitebook 820 G2 4th Core i5 8GB+500GB+12.5'' Backlight Webcam Bluetooth Intel Graphics Refurbished Laptop + Free Mouse,"KSh 24,599",1,12.5
1455,"HP Folio Refurbished 9480 Core I7 4GB RAM, 500GB Laptop","KSh 26,215",0,
1456,"HP Refurbished 9470p Core I5 4GB RAM, 500GB Laptop","KSh 21,900",0,
1457,"HP Refurbished EliteBook Folio 9470 G1 14"" Intel Core I5 4GB, 500GB + FREE Laptop Bag","KSh 24,500",0,14.0
1458,Lenovo ThinkPad Yoga 11e Touchscreen X360 4GB RAM 500GB HDD Refurbished Laptop,"KSh 21,099",0,
1459,Lenovo thinkpad x240 coi5 4gbram 500gb hdd laptop,"KSh 34,999",0,
1460,Lenovo thinkpad x240 coi5 4gbram 500gb hdd laptop,"KSh 29,999",0,
1461,BRAND NEW HP PROBOOK 11 G2 | CELERON| 4GB RAM | 128GB SSD |TOUCHSCREEN |X360 LAPTOP|WINDOWS 10 PRO+FREE MOUSE 2 IN 1 LAPTOP,"KSh 12,499",2,
1462,"Refurbished HP X360 Chromebook Touchscreen 4GB RAM / 32GB Storage Intel Celeron N4020 11.5"" Laptops Computers Notebook","KSh 11,999",1,11.5
1463,"Free MouseRefurbished Laptop Lenovo Thinkpad T470 Core i5 6th 8GB+512GB+14"" Windows 10 14"" FHD Display Bluetooth Webcam WiFi Intel Graphics 6 Months Warranty laptops","KSh 24,999",1,14.0
1464,HP ELITEBOOK 820 G2| CORE I5| 4GB RAM | 500GB HDD| REFURBISHED LAPTOP| WINDOWS 10 PRO | 12.5 INCH| FREE MOUSE,"KSh 17,999",1,12.5
1465,Refurbished HP 348 G4 Laptop - Intel Core i5 7th - 8GB RAM 1TB HDD ROM - 14'' Windows 10 Notebook,"KSh 28,999",1,14.0
1466,"Refurbished Laptop Lenovo Thinkpad x250 Core i5 8GB+256GB+12.5"" Windows 10 Notebook Black 12 inch Black","KSh 17,999",3,12.5
1467,"HP ProBook 11 G2 6th generation core i3 8gb Ram 320gb HDD windows 10pro 64 bit ,office 2019 +free laptop mouse on the box","KSh 16,500",1,
1468,"DELL LATITUDE E7440 |CORE I7 | 4TH GEN |8GB RAM| 500GB HDD | WINDOWS 10 PRO AND MICROSOFT OFFICE 2019 |Black Gray 14"" Inches|REFURBISHED LAPTOP","KSh 22,999",1,14.0
1469,"Core i5+8gb+500GB+14'' Refurbished Hp Elitebook 840 G3 Laptop Intel Core i5 6th Gen 8GB 500GB HDD Backlit Keyboard 14"" Notebook Windows 11 Office 2019","KSh 24,999",1,14.0
1470,"REFURBISHED TOUCHSCREEN HP ELITEBOOK 1040 G3 CORE I7 8GB RAM 256GB SSD, 6 Months Warranty 6TH GENERATION,LAPTOP, SILVER, WINDOWS 11","KSh 41,499",1,
1471,"REFRBISHED TOUCHSCREEN LENOVO YOGA 370 CORE I5 8GB RAM 256GB SSD ,X360 ,7TH GENERATION, STYLUS PEN , 13.3""LAPTOP INSTALLED WINDOWS 10 PRO AND FREE BAG","KSh 27,999",1,13.3
1472,HP EliteBook 820 G1 Core i5 8GB RAM 500GB HDD Slim Ultrabook Laptop,"KSh 15,999",1,
1473,Refurbished Hp Elitebook 1040 g3 Intel® Core™ i5-6300U 6th gen 8gb ram 256gb SSD 14 Inches FHD Display Refurbished laptop Computer Note windows 10 notebook,"KSh 28,999",1,14.0
1474,"REFURBISHED LENOVO THINKPAD YOGA 11E 4GB RAM 128GB SSD , CELERON, 2 IN 1 LAPTOP , 4TH GENERATION X360 COMPUTER, INSTALLED WINDOWS 10 PRO, Mlack","KSh 11,000",1,
1475,"Refurbished Dell Latitude E6420 Core i5 Windows 10 | 4GB RAM 500 HDD Computer Notebook Laptop | Installed with Windows 10 Pro, MS Office 2019 | 6 Months Warranty","KSh 13,599",1,
1476,Hp EliteBook 820 G1 | Core i5 | 8GB RAM | 500GB HDD | Windows 10 | Refurbished Laptop Computer | Notebook Black 12.5 Inches,"KSh 20,599",1,12.5
1477,"REFURBISHED DELL LATITUDE 5520 LAPTOP CORE INTEL I7 4GBRAM 500GB HDD 14 INCH , INSTALLED WINDOWS 10 PRO","KSh 15,299",1,14.0
1478,"REFURBISHED HP ELITEBOOK 840 G2| CORE I5| 8GB RAM |500GB HDD| 5TH GENERATION LAPTOP | 14"" INCH | WINDOWS 10 PRO 64 BIT| FREE MOUSE","KSh 20,499",1,14.0
1479,"REFURBISHED LAPTOP HP ELITEBOOK 820 G3 TOUCHSCREEN CORE I5 6th GENERATION 8GB RAM 256GB SSD 12.5 Inches ,INSTALLED WINDOWS 10 PRO + 6 MONTH WARRANTY","KSh 25,499",1,12.5
1480,Refurbished HP Elitebook 840 G3 Laptop - Intel Core i5 6th - 16GB RAM 256GB SSD ROM - 14'' Windows 10 Notebook,"KSh 26,999",1,14.0
1481,"TOUCHSCREEN REFURBISHED LENOVO THINKPAD YOGA 11E 4GB RAM 128GB SSD , CELERON, 2 IN 1 LAPTOP , 5TH GENERATION X360 COMPUTER, INSTALLED WINDOWS 10 PRO, FREE MOUSE","KSh 11,999",1,
1482,Hp- EliteBook 840 G5 Core i5 8GB+256GB+14'' Touch Screen Windows 10 Silver 14inch+Laptop bag,"KSh 32,999",1,14.0
1483,"REFURBISHED LAPTOP LENOVO THINKPAD X270 CORE I7 ,8GB RAM 256GB SSD , 6TH GENERATION +12.5"" Windows 10 Notebook Black 12 inch Black 12 inch , WINDOWS 10 PRO","KSh 25,999",1,12.5
1484,Refurbished Hp Elitebook 820 G3 Laptop - Intel Core i7 6th Gen - 8GB RAM 500GB HDD ROM - 12.5'' Windows 10 Notebook,"KSh 25,999",1,12.5
1485,Refurbished Dell Latitude E6430 Laptop Core intel i5 4GB RAM / 500GB HDD 6 months warranty 14 inch installed windows 10 pro Laptops Notebook Computers,"KSh 12,499",1,14.0
1486,"HP PROBOOK 650 G1 CORE I5 8GB RAM 500GB HDD 5TH GENERATION , 15.6 INCH LAPTOP, INSTALLED WINDOWS 10 PRO","KSh 20,999",1,15.6
1487,"Refurbished Hp elitebook 820 g3 Laptop | Intel Core i7 6h Gen | 8G RAM | 256 gb ssd | 13.3 | Windows 10 Laptops Not, 6TH GENERATION ,WINDOWS 10 PRO+OFFICE 2019+6 MONTH WARRANTY","KSh 26,999",1,
1488,Refurbished Hp Probook 430 G4 7th Gen Laptop - Intel Core i5 2.4 GHz Dual-Core - 8GB RAM 256gb ssd - 13.3'' Notebook Silver 13.3 inch |,"KSh 28,500",1,13.3
1489,"REFURBISHED LAPTOP HP ELITEBOOK 820 G1 CORE I5 4GB RAM 500GB HDD ,4TH GENERATION 12.5"" INCH , BACKLIT KEYBOARD, WINDOWS 10 PRO 64 BIT , FREE OFFICE 2019+ 6 MONTH WARRANTY","KSh 18,500",1,12.5
1490,"HP ProBook 650 G1 15.6 Inch Business Laptop PC, Intel Core i5 4300U up to 3.0GHz, 8 GB DDR3, 500 GB HDD, WiFi, VGA, DP, Win 10 Pro 64 Bit","KSh 22,999",1,15.6
1491,Foldable Laptop Table/iPad Holder.,"KSh 2,399",1,
1492,"Dell Latitude 7280 Business Laptop - Intel Core I5-7300U 2.60GHz, 8GB DDR4 RAM, 256GB SSD 12.5â HD, Windows 10 Pro","KSh 27,000",1,
1493,"Brand new Chuwi Gemibook XPro N100 ultrabook: Fast kama i5-8th Gen, 8GB+256GB SSD, 14"" Full HD Ultrabook with Long Battery Life & Free Official Win 11 system WiFi6 Bluetooth 5.2","KSh 33,999",27,14.0
1494,"Brand new Chuwi CoreBook X 14 3:2 2k super sharp metal ultrabook: 16GB+512GB SSD, 14"" Ultra HD Backlit keyboard Battery 8h & Free Official Win 11 system WiFi6 Bluetooth 5.2","KSh 46,999",0,14.0
1495,"HP ELITEBOOK 840 G2 CORE I5 8GB RAM 256GB SSD 5TH GENERATION 14"" INCH ,BACKLIT KEYBOARD, INSTALLED WINDOWS 10 PRO 64 BIT ,FREE MICROSOFT OFFICE 2019+6 MONTH WARRANTY","KSh 18,999",0,14.0
1496,LENOVO YOGA 11E CELERON 8GB RAM+ 128GB SSD/ TOUCHSCREEN / X360/ WINDOWS 11 PRO / 5TH GENERATION+1 YEAR WARRANTY +FREE MOUSE,"KSh 14,999",19,
1497,HP EliteBook Folio 1040 G3 Core i5 8GB 256GB 14.1” Screen,"KSh 26,499",0,
1498,Refurbished Hp Probook X360 11 G5 Intel Pentium 8gb Ram 128Gb ssd Touchscreen & x360 with Windows 10 and Office Installed,"KSh 12,999",1,
1499,Refurbished Hp Probook 11 g2 x360 Touchscreen 7th Generation Intel Corei5 8gb ram 512gb SSD storage Windows 11 Pro installed Office 2021 Activated,"KSh 24,999",0,
1500,HP EliteBook Folio 1040 G3 Refurbished Intel Core i7 6th Gen 8GB RAM 256GB SSD,"KSh 32,499",0,
1501,HP EliteBook 840 G4 Core i5-7th Gen-8GB RAM 256GB SSD-Refurbished-14-Inches,"KSh 25,799",0,
1502,Black Refurbished Hp Probook X360 11 G1 ee Intel Pentium 4gb Ram128gb ssd Touchscreen and X360 With Windows and Office Installed,"KSh 11,999",0,
1503,"Refurbished LenovoThinkpad X270 Core I5 8gb Ram 256 ssd 7th Generation ,12.5"" Inch Screen Size, Windows 10 With windows 10 and Office Installed","KSh 16,999",1,12.5
1504,FREE BAG BRAND NEW HP NEW 255 G8 | AMD Ryzen 3 | 4GB RAM | 1TB HDD | Windows 10 | Notebook Black 15.6 Inches,"KSh 44,500",1,15.6
1505,Special Refurbished Lenovo Thinkpad X240 Core i5 8gb Ram 500 gb hdd 12.5 Inch Screen Size 4th Generation With Windows 10 Installed and Office,"KSh 13,199",1,12.5
1506,Special Refurbished Lenovo Thinkpad X250 Core i5 8gb Ram 500 gb hdd 12.5 Inch Screen Size 5th Generation With Windows 10 Installed and Office,"KSh 13,999",0,12.5
1507,"Lenovo Refurbished Yoga 11e , 11.6"" Touchscreen Intel Celeron - 128GB SSD- 4GB RAM,X360","KSh 12,500",0,11.6
1508,Dell Latitude 3190 2-in-1 PC Intel Pentium Silver N5000 4GB RAM 128GB SSD 11.6 inch HD Touch Gorilla Glass Display,"KSh 18,999",0,11.6
1509,"Dell Chromebook 11 3100 - Intel Celeron N4000 - Storage 4GB RAM 16GB eMMC- 11.6"" HD Screen -Wi-Fi – Bluetooth –Camera - Chrome OS - It has a silver sticker at the back. Refurb","KSh 8,999",0,11.6
1510,Refurbished Lenovo Thinkpad X1 Yoga Core I7 7th Generation 16gb Ram 512GB ssd TouchScreen X360 Windows 10 Installed +Office 13.3 Inch Screen Size Ultra Slim Laptopch SIZE,"KSh 42,999",0,13.3
1511,"HP EliteBook 840G1 14-inch Ultrabook 1.90GHz, Intel Core i5 4300U, 8GB Memory 500GB HDD","KSh 15,000",0,
1512,"HP EliteBook 840 G5-Core I7, 8GB RAM, 256GB-8th Gen SSD-Refurbished-14""- Dos-Silver","KSh 33,999",0,14.0
1513,MACBOOK PRO 2012 CORE INTEL i5 8GB Ram 500GB HDD Rom 13.3'' IOS Notebook with 1 Free Mouse,"KSh 21,999",1,13.3
1514,"Refurbished Toshiba B-35 Dynabook: Intel Core i5-5, 12GB RAM, 500GB HDD Full H 15-inch large size audio and video is very goodD display, LCD Screen. WLAN 802.11ac.","KSh 14,999",12,
1515,"HP PROBOOK 640 G1 4TH GENERATION CORE I5 8GB RAM 256GB SSD 14"" INCH INSTALLED WINDOWS 10 PRO 64 BIT ,FREE OFFICE 2019+ 6 MONTH WARRANTY","KSh 16,499",1,14.0
1516,Hp Elitebook 840 G3 Intel Core i7 6th Generation 8GB RAM 256GB SSD 14 Inches FHD Display,"KSh 24,999",8,14.0
1517,"8GB RAM, 500GB Hard disk, Lenovo X131E, 12.5'' Screen Display, Windows 11 PRO Activated, Office & Basic software Installed +Free Bag + Charger + Free wireless Mouse.","KSh 16,999",0,12.5
1518,"HP Chromebook 11A G8 EE AMD A4-Storage 4GB / 32GB EMMC 11.6-inch HD Webcam WiFi, Chrome OS- Refurb.","KSh 10,999",0,
1519,"REFURBISHED HP ELITEBOOK 8460P CORE I5 4GB RAM 500GB HDD ,14"" INCHFREE MOUSE SILVER 6 MONTHS WARRANTY ,INSTALLED WINDOWS 10 PRO AND OFFICE 2021","KSh 14,199",39,14.0
1520,"Refurbished Lenovo Thinkpad Yoga 390, x360 Intel Core i5 ,16GB RAM 256GB SSD 8th generation, Quad Core","KSh 32,999",0,
1521,HP Elitebook 840 G4 Core i7 8GB RAM 256GB SSD 7th Generation 14″ Touchscreen,"KSh 23,999",2,
1522,"Refurbished EliteBook 820 G3 Intel Core I5 8GB-256GB SSD 6th Gen Silver-13"" Windows 10 Pro 64bit Office Activated + Free wireless rechargeable mouse","KSh 21,499",0,13.0
1523,Hp Elite x2 1012 G2 2IN1 Intel core i5 7th GEN 8GB RAM | 256 GB SSD | BACKLIT KEYBOARD | DETACHABLE KEYBOARD | TOUCHSCREEN | 12.5 INCHES | TYPE C CHARGER THUNDERBOLT,"KSh 39,700",0,12.5
1524,"HP STREAM CELERON 4GB RAM 64GB STORAGE ,11.6 INCH INSTALLED WINDOWS 10 PRO, OFFICE 2019","KSh 14,999",3,11.6
1525,"Apple MacBook Pro 13"" Core I5 2.4GHz 8GB RAM, 500GB HDD 2012 Silver Refurbished","KSh 21,950",2,13.0
1526,"DELL LATITUDE E6330 CORE INTEL I5 4GB RAM 500GB HDD,4TH GENERATION ,INSTALLED WINDOWS 10 PRO 64 BIT+FREE OFFICE 2019, 15.6 inch","KSh 12,499",53,15.6
1527,"Special Refurbished HP Elitebook 820 G3 6th Generation Core I7 8GB RAM-SSD 256GB -12.5""Inch Screen Size with both windows 10 and Office Installed Silver in Colorrbished,","KSh 21,999",0,12.5
1528,"HP ELITEBOOK FOLIO 1040 G3, INTEL CORE I5 6th GENERATION 8GB RAM 256GB SSD,14 INCHES HD NON TOUCH DISPLAY, WINDOWS 10PRO INSTALLED.","KSh 27,000",0,14.0
1529,MACBOOK PRO 2012 CORE INTEL i5 8GB Ram 500GB HDD Rom 13.3'' IOS Notebook with 1 Free Mouse 6 Month Warranty Silver 13 inch Silver M,"KSh 24,999",12,13.3
1530,"BRAND NEW HP PROBOOK 11 G5 EE X360 4GB RAM 128GB SSD TOUCHSCREEN, CELERON ,INSTALLED WINDOWS 10 PRO 64 BIT,OFFICE 2019 ,WEB CAM +6 MONTH WARRANTY","KSh 14,199",0,
1531,"HP EliteBook 840 G5 8th Gen Core I5- 8GB Ram- 256GB SSD - Windows 11-14""-Silver","KSh 30,699",0,14.0
1532,"REFURBISHED LENOVO THINKPAD LENOVO X250 CORE I5 8GB RAM 500GB HDD ,5TH GENERATION 12"" INCH WINDOWS 10 PRO +FREE MOUSE","KSh 15,999",0,12.0
1533,LENOVO THINKPAD X1 CARBON G4 | INTEL COREi5 | 6TH GENERATION | ULTRABOOK | 8 GB RAM | 256 GB NVME SSD | FULL HD | 14 INCHES | 2.5 GHZ | FINGERPRINT SCANNER.,"KSh 29,500",1,14.0
1534,"REFURBISHED LENOVO THINKPAD YOGA 11E 4GB RAM 500GB HDD TOUCHSCREEN X360 2 IN 1LAPTOP CELERON , INSTALLED WINDOWS 10 PRO","KSh 13,499",4,
1535,APPLE MACBOOK PRO A1707 2018 | INTEL COREi7 | 16 GB RAM | 512 GB NVME SDD | 15 INCHES RETINA DISPLY | 4 GB RADEON PRO GRAPHICS | APPLE TYPE C ADAPTOR,"KSh 90,000",0,15.0
1536,"Refurbished ProBook 11 G2, Core I3 6th Gen, 500GB HDD, 8GB RAM,12.5"" TouchScreen","KSh 16,499",0,12.5
1537,APPLE MACBOOK PRO A1398 2015 | INTEL COREI7 | 16 GB RAM | 512 NMVE SSD | 15 INCHES | RETINA DISPLAY | 2 GB RADEON PRO GRAPHICS | APPLE SMART ADAPTOR| WITH HDMI PORT,"KSh 63,000",0,15.0
1538,Hp Elitebook 820 G3 Notebook - Intel Core i5 6th Gen - 8GB Ram 256gb ssd,"KSh 24,499",0,
1539,Refurbished HP Elitebook 840G5 8th Generation Core i7 8GB Ram 256GB SSD 14'' Inch Screen Size With Windows 10 Installed,"KSh 32,999",0,14.0
1540,Refurbished: ASUS - Model FX50J | 8GB RAM | 240GB SSD | Intel Core i5-4200H Processor @ 2.80GHz Quad-Core | High Performance for Gaming and Productivity,"KSh 25,999",1,
1541,"Brand new Great Wall Gbook 14 se ultrabook: Fast kama i5-8th Gen, 8GB+256GB SSD, 14"" Full HD Ultrabook with Long Battery Life & Free Official Win 11 system WiFi5 Bluetooth 5.1","KSh 37,999",0,14.0
1542,"Brand new Chuwi Gemibook XPro N100 ultrabook: Fast kama i5-8th Gen, 8GB+256GB SSD, 14"" Full HD Ultrabook with Long Battery Life & Free Official Win 11 system","KSh 38,999",0,14.0
1543,"Installment Chuwi Gemibook Xpro link, please read and order","KSh 6,000",0,
1544,"DELL LATITUDE 7390 Core i5-8TH GEN 8GB RAM 256GB SSD13.3""SCREEN","KSh 31,000",0,13.3
1545,Dell Latitude 7300 8th Gen core i5 16GB Ram 512GB SSD x360,"KSh 34,000",0,
1546,"Lenovo Refurbished ThinkPad Yoga 11e X360 Intel -Touchscreen- 11.6""- 4GB RAM - SSD 128GB","KSh 11,800",0,11.6
1547,Apple Refurbished MacBook Pro 13 2017 Core i5 8GB RAM 256GB SSD 13.3 Inch,"KSh 64,999",0,13.3
1548,HP ELITEBOOK 840 G5 | INTEL COREi5 | 8TH GENERATION | 8 GB RAM | 256 GB NVME SDD | 14 INCHES | FULL HD | 2 GB RADEO,"KSh 41,999",0,14.0
1549,HP ELITEBOOK 640 G5 8TH GEN INTEL CORE i5 8GB RAM 256GB SSD NON TOUCH,"KSh 27,500",0,
1550,Refurbished HP ProBook X360 11 G2 core i5 8GB 256GB SSD 7th generation 11.6 Inches Touchscreen 2 in 1laptop,"KSh 18,999",0,11.6
1551,HP ELITEBOOK 1030 G4 | INTEL COREi7 | 8 TH GENERATION | 16 GB RAM | 512 GB NVME | 13.3 INCHES | FULL HD | X360 TOUCHSCREEN | TYPE C SMART ADAPTOR | BACKLIT KEYBOARD,"KSh 57,000",0,13.3
1552,Brand New Apple MacBook Pro 13 2017 Core i7 16GB RAM 500GB SSD 13.3 Inch,"KSh 72,299",0,13.3
1553,LENOVO THINKPAD X1 YOGA | INTEL CORE i7 | 8TH GENERATION | 16 GB RAM | 512 GB NVME SSD | X360 TOUCHSCREEN | BACKLIT KEYBOARD | 14 INCHES | FULL HD | LENOVO TYPE C ADAPTOR | STYLUS PEN 🖊️,"KSh 56,500",0,14.0
1554,"DELL REFURB XPS 13 X360, 9365 INTEL CORE I5 7TH GEN 8GB RAM 256GB SSD TOUCHSCREEN","KSh 36,199",0,
1555,HOT DEALSLENOVO THINKPAD X260 COREi5 6TH GEN 8GB RAM 256GB SSD VERY CLEAN,"KSh 18,399",0,
1556,"Brand new Chuwi Hi 10Max 13 3:2 3k super sharp metal Tablet pc: 12GB+512GB SSD, 13"" UHD Backlit keyboard Battery 8h & Free Official Win 11 system WiFi6 Bluetooth 5.2","KSh 1,599",0,13.0
1557,Hp Elite X2 G4 deterchable,"KSh 40,000",0,
1558,"Refurbished Yoga 260 Touchscreen - Core I5 8GB RAM - 256GB SSD 6th Gen-,X360 12.5"", 6 Months WRTY","KSh 25,999",0,12.5
1559,"Lenovo Thinkpad x1 Carbon G4, Core i5, 6th Gen, 8gb RAM, 256SSD, 14 inches -BLACK","KSh 25,299",0,14.0
1560,LENOVO THINKPAD T460S,"KSh 24,999",0,
1561,"8GB RAM, 500GB Hard disk, Lenovo X131E, 12.5'' Screen Display, Windows 11 PRO Activated, Office & Basic software Installed +Free Bag + Charger + Free wireless Mouse.","KSh 16,999",0,12.5
1562,"8GB RAM, 500GB Hard disk, Lenovo X131E, 12.5'' Screen Display, Windows 11 PRO Activated, Office & Basic software Installed +Free Bag + Charger + Free wireless Mouse.","KSh 16,999",0,12.5
1563,HP ELITEBOOK 1040G7 10TH GENERATION,"KSh 58,999",0,
1564,Lenovo Thinkpad x270,"KSh 23,499",0,
1565,LENOVO THINKPAD X260 CORE INTEL I7 8GB RAM 256GB SDD 6TH GEN WINDOWS PRO,"KSh 21,499",0,
1566,"Lenovo Ideapad 3-15.6""-Intel Celeron-1TB HDD-4GB RAM-Windows 10-Grey+Keyholder+Mouse","KSh 35,699",0,15.6
1567,"Hp Elitebook 840G3 coi5 8gbram 256ssd 6th generation 14"" display","KSh 23,000",0,14.0
1568,Special Refurbished Lenovo Thinkpad X240 Core i7 8gb Ram 256gb ssd 12.5 Inch Screen Size 4th Generation With Windows 10 Installed and Office,"KSh 15,999",0,12.5
1569,Refurbished Hp Elitebook 2560p Core i7 8gb Ram500gb Hdd 12.5 Inch Screen Office and Windows Installed Ready to Use,"KSh 14,999",0,12.5
1570,"Dell lattitude 7280 intel corei5-7th generation 8gb ram 256gb ssd 12.5""screen windows 11 pro 64bits microsoft office 2019","KSh 22,000",0,12.5
1571,Dell Latitude 7480 - Intel Core i5 6th Gen 6300U 2.4 GHz Processor - 8 GB RAM - 256 GB SSD - 14Inches Screen with Webcam - Windows 10 Pro,"KSh 22,000",0,14.0
1572,"HP Probook 640 G5 Intel corei5-8th generation 8gb ram 256gb ssd 14""screen1920x1080resolution windows 11 pro 64bit microsoft office 2019","KSh 26,000",0,14.0
1573,"NEC VKT13 - Refurbished - Intel Core i5-8200Y @1.30GHz 4 CPUs, Boost to 1.60GHz - 8GB RAM - 128GB SSD - 12"" Display - Windows 10 Pro","KSh 17,999",0,12.0
1574,Refurbished Hp Elitebook 2560p Core i5 8gb Ram500gb Hdd 12.5 Inch Screen Office and Windows Installed Ready to Use,"KSh 12,999",0,12.5
1575,"Lenovo ThinkPad L13 Yoga Hybrid 2-in-1 33.8 cm 13.3"" inch Screen SizeTouchscreen & x360 Full HD Intel® Core™ i5-10310U 8 GB DDR4-SDRAM 512 GB SSD Windows 10 Pro and office installed refurbished","KSh 39,999",0,13.3
1576,HP EliteBook x360 1030 G4 Intel Core i7 8th Gen 16GB RAM 512GB SSD 13.3 Inch FHD Touchscreen Display,"KSh 50,000",0,13.3
1577,"MacBook Pro Retina, 15-inch, Mid 2015 2.7GHz dual-core Intel Core i7 processor Turbo Boost up to 3.1GHz","KSh 37,000",0,
1578,"Lenovo ThinkPad L13 Yoga Hybrid 2-in-1 33.8 cm 13.3"" inch Screen Size Touchscreen & x360 Full HD Intel® Core™ i5-10310U 8 GB DDR4-SDRAM 256 GB SSD Windows 10 Pro and office installed refurbished","KSh 32,999",0,13.3
1579,OfferRefurbished Hp Probook 650G2 Intel Core i5 8gb Ram256gb ssd Storage 15.6 Inch Screen Size With Numeric Keyboard and Istalled Windows 10 and Office,"KSh 24,999",0,15.6
1580,Refurbished Hp Pro book 650G1 Intel Core I5 8gb Ram 256gb ssd Storage 15.6 inch Screen Size with Numeric Keyboard windows and Office Installed,"KSh 20,999",0,15.6
1581,Refurbished Lenovo Thinkpad X1 Yoga Core I7 6th Generation 16gb Ram 256gb ssd Touch Screen X360 Windows10 Installed +Office 13.3 Inch screen SizeZE,"KSh 32,549",0,13.3
1582,Special Refurbished Lenovo Thinkpad X1 Yoga Core I7 7th Generation 16gb Ram 256gb ssd Touch screen X360 Windows 10 and Office Installed 13.3 inch Screen SIzeZE,"KSh 38,999",0,13.3
1583,Lenovo Thinkpad X1 Yoga Core i5 6th Generation 8gb Ram 256gb ssd Touchscreen and X360 14inch Screen Size Ultra Slim Lptop Refurbished with Windows and Office Istalled,"KSh 27,999",0,14.0
1584,Special Refurbished Lenovo Thinkpad X1 Yoga 14inch screen size Core i5 8th Generation 8gbRam 256gb ssd Touchscreen X360 With Windows and Office Installed,"KSh 30,100",0,14.0
1585,Thinkpad Lenovo X1 Yoga Core i5 7th Generation 8gb Ram 256gb ssd Touchscreen and X360 13.3 inch Screen Size with Windows and Office installed Refurbished slim Laptopd X360,"KSh 28,799",0,13.3
1586,"HP EliteBook 820 G2: Intel Core i7-5600U 2.60GHz Processor, 12 GB RAM,500 GB SSD 12.5 inch Full HD Windows 10 Pro 12.5"" 1355x768 HD Display Intel Core i7-5600U @2.60GHz 12 GB DDR3 RAM 500 GB HDD","KSh 20,999",0,12.5
1587,"Refurbished Lenovo Thinkpad T14, Core I5 10th Generation 16GB RAM 256GB SSD- -14""-Windows 10 +office installed -Black 6 Months WARRANTY","KSh 36,999",0,14.0
1588,Special Refurbished Lenovo Thinkpad T14s Intel Core i7 10th Gen 16GB RAM 256GB SSD 14 Inch FHD Touchscreen Display With Windows and Office Installed,"KSh 42,999",0,14.0
1589,Refurbished Lenovo Thinkpad X13 10th Generation Intel core i5 13.3 Inches FHD 16GB RAM 256GB SSD Windows and Office Installed,"KSh 39,799",0,13.3
1590,"Lenovo ThinkPad X240 , Intel Core i7-4600U up to 3.3GHz, 8GB RAM, 256GB SSD, Bluetooth 4.0, USB 3.0, Windows 11 Pro","KSh 22,999",0,
1591,Certified Refurbished Hp ZBook Studio G5 Xeon E-2176M 2.70GHz 16GB Ram 1TB SSD P1000 15.6in,"KSh 90,000",0,
