,Name,Price,Reviews,Screen_size
637,"REFURBISHED LENOVO THINKPAD T440S Laptop Intel Core I5 4TH GENERATION 8GB RAM 500GB HDD Storage ,14 INCH Display, Installed with WINDOWS 10 PRO and Microsoft Office 2019","KSh 17,499",0,14.0
638,Refurbished Dell Latitude 7280 Core I5 8GB RAM 256GB SSD 6th Gen 12.5 Inch 2.4GHz Dual Core Slim Ultrabook Laptop,"KSh 22,000",1,12.5
639,"Dell Latitude Air Laptop E7280 Intel Core i5 - 6300u Processor 6th Generation, 8 GB Ram & 256GB SSD, 12.5 Inches Ultra Slim & Feather Light 1KG Notebook Computer","KSh 25,999",0,12.5
640,"Free MouseRefurbished Laptop Lenovo Thinkpad T470 Core i5 6th 8GB+256GB+14"" Windows 10 14"" FHD Display Bluetooth Webcam WiFi Intel Graphics 6 Months Warranty laptops","KSh 20,999",0,14.0
641,"Refurbished Hp Elitebook 840 G2 Laptop, Intel Core i5, 8GB RAM 500GB HDD STORAGE ROM,14'' Windows 10, MS Office 2019,5th Gen Notebook Laptop Computer Black 14 inch","KSh 21,299",0,14.0
642,"Touchscreen Refurbished Lenovo Yoga 390 X360 Core i7 8TH Gen 16GB Ram 512GB SSD Storage 14'' HD Display Refurbished Laptops Notebook Computer Tablet ,STYLUS PEN Plus Free Mouse","KSh 50,599",0,14.0
643,"Refurbished Acer X360 Chromebook Touchscreen 4GB RAM / 32GB HDD 11.5"" Laptops Computers Notebook","KSh 12,999",1,11.5
644,"LENOVO YOGA 11E TOUCHSCREEN X360 4GB RAM 128GB SSD 2 IN 1 LAPTOP REFURBISHED LAPTOP , BLACK , 12"" INCH , INSTALLED WINDOWS 10 PRO AND FREE MOUSE","KSh 12,999",13,12.0
645,"Free Mouse Hp Elitebook X2 1012 G2 Detachable 2 in 1 8GB 256GB FHD 12.5"" Touch Screen - Refurbished Business Student Laptop - Office 2019 Windows 10 Pro Notebook Silver","KSh 33,999",11,12.5
646,"Only Black available Brand New Lenovo V15 | Intel Core i5-1235U | 8GB RAM | 512GB SSD |DOS|15.6"" HD | BUSINESS BLACK Lenovo Laptop Notebook Computer","KSh 61,499",0,15.6
647,"HP ELITEBOOK REVOLVE 810 G3 11.6"" TOUCHSCREEN HD LAPTOP- INTEL CORE i5 5th GENERATION 5200U 2.20 GHz ,4 GB MEMORY, 256 GB SSD, WINDOWS 10 PRO 64-BIT","KSh 25,000",0,11.6
648,i5+8GB+750GB+Free MouseRefurbished HP Probook 640 G1 Laptop Intel Core i5 8GB RAM / 750GB HDD ROM 14'' Windows 11 6 months warranty Notebook Bluetooth Webcam Laptops,"KSh 18,599",0,14.0
649,"S64GB FLASH DISK + WIRELESS MOUSE LENOVO Yoga 11E X360 2 IN 1 ThinkPad TOUCHSCREEN 4GB RAM 128gb ssd 11.6"" 2-in-1 Laptop +WINDOWS 10 + WIRELESS MOUSE MICROSOFT OFFICE , SCHOOL LAPTOP","KSh 33,500",0,11.6
650,DELL LATITUDE 7280 Laptop Intel CORE I5 6TH GENERATION 8GB RAM 256 GB SSD STORAGE WINDOWS 10 PRO AND MICROSOFT OFFICE 2019 Black IN COLOR 12.5 INCH SCREEN SIZE. 6 MONTHS WARRANTY,"KSh 20,599",0,12.5
651,"i5+8GB+256GB+14"" Hp Elitebook 640 G3 Laptop Intel Core i5 6th Gen 8GB 500GB Backlit Keyboard Bluetooth Webcam Intel Graphics 14"" Notebook Windows 11 Office 2019","KSh 21,199",8,14.0
652,Refurbished HP EliteBook 840 G3 8GB RAM 256GB SSD 14 Inch Core I5 2.4GHz Dual Core 6th Gen Touchscreen Windows 10 Slim Laptop,"KSh 27,500",3,14.0
653,Refurbished Lenovo X240 Laptop Intel core i7 8GB RAM 256GB SSD 12.5INCH SCREEN,"KSh 16,999",3,12.5
654,"Brand New Hp 14s-DQ5005NIA Intel® Core™ i5-1235U 8GB Ram 512GB SSD 14"" Full HD Display Natural Silver New Laptops Computer Notebook","KSh 71,499",0,14.0
655,Dell Latitude 3190 X360 4GB RAM 128GB SSD 11.6 Inches Touchscreen Intel Pentium Silver 1.1GHz Quad Core 2-in-1 Convertible Windows 10 Pro Refurbished Laptop,"KSh 16,500",0,11.6
656,Refurbished Lenovo Thinkpad Yoga X370 Laptop i5 7th 8GB 256GB SSD 13.3 Inch x360 Touchscreen Display Windows 11 laptop with Lenovo Digital Stylus.,"KSh 27,899",8,13.3
657,Refurbished HP Probook 640 G2 Intel core i5 6th gen 8GBRAM 256GB SSD - Storage Graphics- 14'' Windows 10 Refurbished Laptops Notebook Computer Refurbished Hp Laptop,"KSh 20,199",5,14.0
658,"TOUCHSCREEN REFURBISHED LENOVO THINKPAD YOGA 11E 4GB RAM 128GB SSD , CELERON, 2 IN 1 LAPTOP , 5TH GENERATION X360","KSh 11,399",4,
659,"Win 11 Refurbished Hp Elitebook 820 G1 Laptop Intel Core i5 8GB Ram 750GB HDD 12.5"" Notebook with Windows 11 Office 2019","KSh 21,999",1,12.5
660,"12GB+512SSD+14""+Free MouseRefurbished HP 348 G3 Notebook Laptop - Intel Core i5 6th - 12GB RAM 512GB SSD ROM - 14'' Windows 10 Bluetooth Webcam Intel HD Graphics Backlit Keyboard Notebook","KSh 30,999",0,14.0
661,Lenovo Thinkpad X260 laptop Core i5 2.40 GHz 4GB Ram 500GB HDD Storage 12.5''INCH HD Screen Display Refurbished School Business Cyber Laptop Computer | Notebook,"KSh 18,999",0,12.5
662,"4GB + 128GB ssd x360Refurbished Hp Probook 11 G5 Laptop Celeron 4GB RAM + 128GB SSD Storage Touchscreen 11.6"" Windows Installed Notebook Bluetooth hp laptops","KSh 16,499",0,11.6
663,Flash Disk +MouseRefurbished HP Elitebook 840 G4 Laptop - Intel Core i5 7th - 8GB RAM 500GB HDD ROM - 14'' Bluetooth Webcam Intel Graphics Windows 10 Notebook,"KSh 29,999",0,14.0
664,"Core i5+8GB+500GB+14""Refurbished Hp Elitebook 640 G2 Laptop Intel Core i5 6th Gen 8GB 500GB Backlit Keyboard Bluetooth Webcam Intel Graphics 14"" Notebook Windows 11 Office 2019","KSh 23,999",0,14.0
665,"Free MouseRefurbished Laptop Lenovo Thinkpad T470 Core i5 6th 8GB+512GB+14"" Windows 10 14"" FHD Display Bluetooth Webcam WiFi Intel Graphics 6 Months Warranty laptops","KSh 24,999",0,14.0
666,"HP Probook 640 G2 6th Laptop - Intel Core i5 8GB Ram 500GB HDD - 14"" HD Screen Refurbished Notebook","KSh 22,999",0,14.0
667,Core i5 + 8GB + 256GB ssd REFURBISHED DELL LATITUDE 7280 CORE I5 8GB RAM + 256 GB SSD NOTEBOOK WINDOWS 10 AND MICROSOFT OFFICE INSTALLED LAPTOPS LAPTOP COMPUTER NOTEBOOK,"KSh 18,999",0,
668,Refurbished HP STREAM LAPTOP CELERON 4GB RAM / 128GB SSD STORAGE 11.6-inch HD Windows Notebook Computers,"KSh 14,999",3,
669,i5+8GB+750GB+Free MouseRefurbished HP Probook 640 G1 Laptop Intel Core i5 8GB RAM / 750GB HDD ROM 14'' Windows 11 6 months warranty Notebook Bluetooth Webcam Laptops,"KSh 21,999",1,14.0
670,Refurbished Lenovo Thinkpad T470 Laptop intel Core i5 6th Gen 8GB Ram 256 SSD Rom 14''Screen HD Display Refurbished Laptop Computer Notebook / Computer,"KSh 19,299",0,14.0
671,Refurbished HP Elitebook 840 G1 4th Laptop - Intel Core i5 8GB Ram 256GB SSD Rom - 14'' Inch Notebook - Windows 11 Ofice 2019,"KSh 17,399",7,14.0
672,Hp ProBook 11e Touchscreen | Core i3 6TH | 8GB RAM | 500GB HDD | 11.6''inch HD Screen Display Refurbished School Business Cyber Laptop Computer | Notebook,"KSh 22,599",0,11.6
673,"REFURBISHED LAPTOP| HP ELITEBOOK 8460P| CORE I5| 4GB RAM |500GB HDD| 3RD GENERATION| 14"" INCH| WINDOWS 10 PRO| FREE MOUSE| BLUETOOTH| WIFI","KSh 14,000",2,14.0
674,Refurbished Lenovo ThinkPad T470s laptop Intel Core i5 6th Gen 8GB RAM 256GB SSD 14'' inch Refurbished Laptops computer notebook Bluetooth Webcam Black,"KSh 22,999",0,14.0
675,i5+16GB+1000GB+MouseRefurbished HP 348 G3 Notebook Laptop - Intel Core i5 6th - 16GB RAM 500GB HDD ROM - 14'' Windows 10 Bluetooth Webcam Intel HD Graphics Backlit Keyboard Notebook,"KSh 25,999",1,14.0
676,"Flash disk+8GB+256GB SSD 14""+mouseRefurbished Hp Elitebook 840 G3 Laptop Intel Core i5 6th Gen 8GB 256GB SSD Backlit Keyboard 14"" Notebook Windows 11 Office 2019 laptop","KSh 24,999",0,14.0
677,Refurbished Laptop Hp EliteBook 840 G1 INTEL CORE I5-4300U @2.30GHz 8GB RAM | 500GB HHD |14'' inch Refurbished Laptop Computer | Notebook,"KSh 18,899",11,14.0
678,"TOUCHSCREEN LENOVO YOGA 11E 2 IN 1 CORE I5 8GB RAM 256GB SSD ,7TH GENERATION, 12 INCH ,REFURBISHED LAPTOP, WINDOWS 10 PRO","KSh 19,999",4,12.0
679,Flashdisk+Mouse HP Elitebook 840 G3 Laptop - Intel Core i5 6th - 8GB RAM 256GB SSD ROM - 14'' Backlit Keyboard Bluetooth Webcam Intel Graphics Windows 1010 Notebook Silver,"KSh 26,999",5,14.0
680,"Lenovo ThinkPad X250 Intel Core I5, 4GB RAM, 500GB SSD WINDOWS 10 PRO ACTIVATED, OFFiCE & BASIC SOFTWARE INSTALLED + FREE LAPTOP BAG","KSh 22,000",0,
681,i5+8GB+500GB+TouchRefurbished HP 840 G1 Touchscreen Notebook Laptop - Intel Core i5 4th - 8GB RAM 500GB HDD ROM - 14'' Windows 11 Bluetooth Webcam Intel HD Graphics Backlit Keyboard Notebook,"KSh 20,399",0,14.0
682,Refurbished Hp Elitebook 820 G2 Laptop - Intel Core i5 5th - 8GB Ram 500GB HDD Rom - 12.5 Inch Notebook,"KSh 21,999",1,12.5
683,"Core i5+8GB+256GB+14'' Refurbished Hp Probook 640 G2 Laptop Intel Core i5 6th Gen 8GB 256GB SSD Backlit Keyboard 14"" Notebook Windows 10 Office 2019","KSh 21,999",1,14.0
684,Refurbished HP EliteBook 840 G6 Core I5 16GB RAM 256GB SSD 8th Gen 14 Inches Full HD Backlit Touchscreen 1.6GHz up to 3.9GHz Quad Core Processor Ultra Slim Laptop,"KSh 38,000",0,14.0
685,i5 16gb + 256gb TouchScreen Laptop Refurbished HP Elitebook X360 1040 G6 Intel Core i5 16GB RAM 256GB SSD ROM - 13.3'' Windows 10 Notebook Refurbished Laptops Computer Notebook,"KSh 39,399",0,13.3
686,"REFURBISHED LAPTOP DELL LATITUDE E6420 INTEL CORE I5 4G RAM 500GB HDD STORAGE , INSTALLED WINDOWS 10 PRO 64 BIT+6 MONTH WARRANTY","KSh 12,499",28,
687,"REFURBISHED LAPTOP DELL LATITUDE E7450 CORE I5 5TH GENERATION 8GB RAM +256GB SSD +14'' INCH WINDOWS 10 PRO, OFFICE 2019+ 6 MONTH WARRANTY","KSh 20,499",3,14.0
688,"Dell Latitude E7270 6th Gen Intel Core i7 Thin & Light FHD Laptop 8 GB DDR4 RAM/256 GB SSD/12.5"" 31.8 cm FHD/Windows 11/MS Office/WiFi/Bluetooth/Webcam/Integrated Graphics","KSh 36,999",0,12.5
689,Lenovo ThinkPad X1 Yoga Touchscreen | 8th generation Core i5 | 8GB RAM | 256GB SSD | Windows 10 | Refurbished Laptop Computer | Notebook Gray 14 inch,"KSh 42,999",1,14.0
690,Free 32GB Flash disk + Mouse Refurbished HP Elitebook 840 G3 6th Generation Notebook Laptop - Intel Core i5 6th - 8GB RAM 256GB SSD ROM - 14'' Windows 10 Bluetooth Webcam Intel HD Graphics Backlit Keyboard Gray 14 inch,"KSh 37,999",0,14.0
691,REFURBISHED HP Elitebook X360 1030 G2 Touch Screen Laptop - Intel Core i7 7th - 16GB RAM 512GB SSD,"KSh 59,999",2,
692,Free MouseRefurbished Lenovo Thinkpad X260 Laptop i5 8GB 512GB SSD 2.40 Ghz 12.5 Inches FHD Windows 11 Intel HD Graphics Bluetooth Webcam,"KSh 22,999",0,12.5
693,i5+8GB+512GB SSD+MouseRefurbished Lenovo Thinkpad X260 Laptop i5 8GB 512GB SSD 2.40 Ghz 12.5 Inches FHD Windows 11 Intel HD Graphics Bluetooth Webcam,"KSh 20,999",0,12.5
694,HP EliteBook 840 G3 | Core i7 | 8GB RAM | 256GB SSD | Refurbished Laptop Computer Notebook,"KSh 29,999",0,
695,Refurbished HP Elitebook 840 G1 14 Inch Laptops Intel Core i5 4G RAM 500G HDD Windows 10 Notebook Office 2019,"KSh 16,899",0,14.0
696,i5+8GB+512GB SSD+Free MouseRefurbished HP Probook 640 G1 Laptop Intel Core i5 8GB RAM 512GB SSD ROM 14'' Windows 11 6 months warranty Notebook Bluetooth Webcam Laptops,"KSh 23,999",0,14.0
697,LENOVO THINKPAD YOGA 11E| 2 IN 1 LAPTOP| 4GB RAM |128GB SSD |TOUCHSCREEN| X360 CELERON WINDOWS 10 PRO+OFFICE 2019+ FREE MOUSE+FREE MOUSE,"KSh 11,999",6,
698,Refurbished HP Elitebook 840 G3 Touch Laptop - Intel Core i7 6th - 8GB Ram 512GB SSD ROM - 14'' Touch Screen Notebook,"KSh 34,999",10,14.0
699,Refurbished HP Elitebook 1030 G3 Laptop - Intel Core i5 8th - 16GB Ram 512GB SSD Rom - 13.3'' Notebook,"KSh 46,999",1,13.3
700,"i5+8GB+500GB+Free MouseRefurbished Hp Probook 430 G3 Laptop i5 6th 8GB RAM 500GB HDD ROM 13.3"" Windows 11 Notebook Bluetooth Webcam refurbished hp laptops","KSh 19,999",0,13.3
701,"LENOVO THINKPAD X270 CORE I5 8GB RAM 256GB SSD 6TH GENERATION ,12.5"" INCH , WINDOWS LAPTOPS","KSh 17,499",3,12.5
702,"Refurbished Hp Elitebook 820 G3 Intel Core i7 6th Gen 8GB Ram 256GB SSD 12.5"" HD Screen Display Laptop Refurbished Laptops Computers Notebook with Windows 10 Office Silver 12.5Inch","KSh 23,599",0,12.5
703,HP ELITEBOOK 840 G5| CORE I5|16GB RAM |512GB SSD| 8TH GENERATION | WINDOWS 10 PRO| 14 INCH LAPTOP|FREE MOUSE,"KSh 39,999",0,14.0
704,"Core i5+8gb+256gb+14'' Refurbished Hp Elitebook 840 G3 Laptop Intel Core i5 6th Gen 8GB 256GB SSD Backlit Keyboard 14"" Notebook Windows 10 Office","KSh 22,599",0,14.0
705,"Refurbished Hp Elitebook 840 G2 Laptop, Intel Core i5, 8GB RAM 500GB HDD STORAGE ROM,14'' Windows 10, MS Office 2019,5th Gen Notebook Laptop Computer Black 14 inch","KSh 18,599",0,14.0
706,"REFURBISHED LAPTOP DELL LATITUDE E6420S CORE I5 4GB RAM 500GB HDD ,INSTALLED WINDOWS 10 PRO ,OFFICE 2019 ACTIVATED, 14"" INCH+FREE MOUSE","KSh 13,299",1,14.0
707,Refurbished HP Elitebook 1030 G3 Laptop - Intel Core i5 8th - 16G Ram 256G SSD Rom - 13.3'' Notebook,"KSh 44,999",0,13.3
708,"Touchscreen Refurbished Lenovo Yoga 380 X360 Core i5 8TH Gen 8GB Ram 256GB SSD Storage 14'' HD Display Refurbished Laptops Notebook Computer Tablet ,STYLUS PEN Plus Free Mouse","KSh 30,299",0,14.0
709,"BRAND NEW LENOVO IDEAPAD 3 CORE I3 4GB RAM 1TB HDD STORAGE 10TH GENERATION, , SILVER 14"" INCH +FREE LAPTOP BAG","KSh 56,000",0,14.0
710,Refurbished Hp EliteBook 820 G4 Intel Core i7 8GB RAM 256GB SSD 12.5 Inches Windows 10 Microsoft Office 2019 Refurbished Laptops Notebooks Computer,"KSh 27,299",1,12.5
711,i7+8GB+500GB Refurbished HP EliteBook Folio 9480 Core i7 8GB RAM 500GB HDD 14 Inch LED Ultrabook Laptop Backlit Keyboard Windows 11,"KSh 20,399",0,14.0
712,Refurbished HP EliteBook Folio 9480 Core i5 8GB RAM 500GB HDD 14 Inch LED Ultrabook Laptop Backlit Keyboard Windows 11,"KSh 19,899",0,14.0
713,"Free MouseRefurbished Laptop Lenovo Thinkpad T470 Core i5 6th 8GB+256GB+14"" Windows 10 14"" FHD Display Bluetooth Webcam WiFi Intel Graphics 6 Months Warranty laptops","KSh 22,999",0,14.0
714,"Brand New Lenovo Ideapad 3 Laptops Core i3 4GB RAM | 1TB HDD 14"" inches, notebook, HD Screen Display Windows 10","KSh 52,999",0,14.0
715,"Free MouseRefurbished Laptop Lenovo Thinkpad T470 Core i5 6th 8GB+512GB+14"" Windows 10 14"" FHD Display Bluetooth Webcam WiFi Intel Graphics 6 Months Warranty laptops","KSh 23,999",0,14.0
716,Refurbished Lenovo Thinkpad Yoga X370 X360 Laptop i5 7th 8GB 128GB SSD 13.3 Inch x360 Touchscreen Display Windows 11 laptop with Lenovo Digital Stylus.,"KSh 26,999",0,13.3
717,DELL LATITUDE 3300 CORE i3 7TH GEN 4GB RAM + 128GB SSD 12.5 INCH INSTALLED WINDOWS 10 VERY SLIM LAPTOP PORTABLE LAPTOPS,"KSh 13,999",0,12.5
718,"Dell Latitude 3520 15 15.6"" FHD Business Laptop, 11th Gen Intel Quad-Core i5-1135G7 up to 4.2GHz 8 GB DDR4 RAM, 512 SSD, WiFi 6, Bluetooth 5.2, Webcam, Type-C, Windows 11 Pro","KSh 97,000",0,15.6
719,Cheap Lenovo ThinkPad 11e Yoga X360 Laptop Touchscreen | Celeron | 8GB RAM |128GB SSD | Refurbished Laptop Computer | Notebook,"KSh 17,399",8,
720,HP ELITEBOOK 840 G5 LAPTOP CORE i5 8TH GENERATION 8GB RAM 256SSD TOUCHSCREEN.,"KSh 34,500",2,
721,"i5+8GB+256GB+Mouse Refurbished Laptop Lenovo Thinkpad T480 Core i5 8th Gen 8GB+256GB+14"" Windows 10 Notebook Black 14 inch Bluetooth Webcam Intel Graphics","KSh 19,999",0,14.0
722,Refurbished Dell Latitude E6420 Laptop Core intel i5 4GB RAM / 500GB HDD 6 months warranty 14 inch installed windows 10 pro Laptops Notebook Computers,"KSh 12,499",2,14.0
723,"Refurbished Hp Elitebook 820 G3 Notebook Intel Core i5 6th Gen 8GB Ram 256gb ssd 12.5"" Laptops with Windows 10 Office 2019 Silver","KSh 19,699",0,12.5
724,"Lenovo ThinkPad Yoga 11e Touchscreen 11.6"" Laptop Intel Celeron 4+128GB SSD Webcam HDMI Wifi With Windows 10 touch screen laptop","KSh 15,888",0,11.6
725,HP EliteBook 850 G3 Intel Core I5 6th Gen 8GB RAM 256GB SSD 15.6 Inches Windows 10 Pro 2.4GHz up to 3.1GHz Dual Core Processor Slim Refurbished Laptop with Numerical Keyboard,"KSh 26,500",0,15.6
726,Refurbished Hp Elitebook 820 G2 Laptop - Intel Core i5 4th- 8GB Ram 500GB HDD Rom - 12.5 Inch Notebook,"KSh 21,999",0,12.5
727,"Refurbished Dell Latitude E7440 i5 4th 8GB 500GB 14.1"" Display 2.4GHz processor laptop Bluetooth Webcam Intel HD Graphics","KSh 22,999",0,14.1
728,"Dell Latitude E7270 6th Gen Intel Core i7 Thin & Light FHD Laptop 8 GB DDR4 RAM/256 GB SSD/12.5"" 31.8 cm FHD/Windows 11/MS Office/WiFi/Bluetooth/Webcam/Integrated Graphics","KSh 32,000",0,12.5
729,"Refurbished Hp Elitebook 840 G1 Laptop - Intel Core i5 - 8GB RAM 500GB HDD Storage - 14'' Display Windows 10 Notebook Computer Black in Colour, 14 inch HD Screen-Windows 10 Office 2019 Pro Edition","KSh 18,999",0,14.0
730,"HP REVOLVE ELITEBOOK 810 G3 CORE I7 8GB RAM 256GB SSD,REFURBISHED LAPTOP, 5TH GENERATION TOUCHSCREEN laptop","KSh 37,000",0,
731,Core i5+8GB+128GB SSDRefurbished Dell Latitude 7240 Laptop |Intel Core i5 | 8GB RAM | 128GB SSD Original Computer | Notebook | 12.5 Inch Display Bluetooth Webcam |Windows 11 | Office 2019,"KSh 17,899",0,12.5
732,i5+8GB+500GBRefurbished HP 840 G1 Notebook Laptop - Intel Core i5 4th - 8GB RAM 500GB HDD ROM - 14'' Windows 10 Backlight Bluetooth Webcam Intel HD Graphics Backlit Keyboard Notebook,"KSh 16,899",0,14.0
733,TOSHIBA DYNABOOK PORTEGE LAPTOP INTEL CORE I5 6TH GENETERATION 6200U CPU,"KSh 25,000",0,
734,"HP ProBook x360 11 EE G3 2-in-1 11.6-inch Touchscreen Display Laptop PC Intel Core I5, 8GB RAM 256GB Solid State Drive ROM, Bluetooth, HDMI,","KSh 19,499",0,
735,Refurbished HP Elitebook 840 G3 Laptop - Intel Core i7 7th - 8GB RAM 256GB SSD ROM - 14'' Windows 10 Notebook,"KSh 29,850",0,14.0
736,HP ProBook 640 G1 | Core i5 | 8GB RAM | 500GB HDD | DISK DRIVE | 14 inch Display | Refurbished Laptop Computer | Notebook,"KSh 20,499",0,14.0
737,"HP 11.6"" ProBook x360 11 G5, 4GB RAM, 128GB SSD Multi-Touch 2-in-1 Laptop","KSh 21,000",0,11.6
738,"i5+8GB+256GB+Free MouseRefurbished Hp Probook 430 G3 Laptop i5 6th 8GB RAM 256GB SSD ROM 13.3"" Windows 11 Notebook Bluetooth Webcam refurbished hp laptops","KSh 22,599",0,13.3
739,"REFURBISHED LENOVO THINKPAD X270 CORE I5 8GB RAM 256GB SSD ,6TH GENERATION ,WINDOWS 10 PRO, COMPUTER, LAPTOP","KSh 19,999",2,
740,i5+8GB+256GB SSD+Free MouseRefurbished HP Probook 640 G1 Laptop Intel Core i5 8GB RAM 256GB SSD ROM 14'' Windows 11 6 months warranty Notebook Bluetooth Webcam Laptops,"KSh 21,999",0,14.0
741,"i5+8GB+500GB+14""Refurbished Hp Elitebook 640 G2 Laptop Intel Core i5 6th Gen 8GB 500GB SSD Backlit Keyboard Bluetooth Webcam Intel Graphics 14"" Laptops","KSh 23,999",0,14.0
742,"Refurbished Laptop Lenovo Thinkpad x250 Core i5 8GB+500GB+12.5"" Windows 10 Notebook Black 12 inch","KSh 16,299",0,12.5
743,DELL LATITUDE 7280 |CORE I5| 6TH GEN |8GB RAM| 256 GB SSD | WINDOWS 10 PRO AND MICROSOFT OFFICE 2019 |Black Gray 12.5 Inches|REFURBISHED LAPTOP,"KSh 20,999",0,12.5
744,Refurbished HP 348 G3 Notebook Laptop - Intel Core i5 6th - 8GB RAM 500GB HDD ROM - 14'' Windows 10 Bluetooth Webcam Intel HD Graphics Backlit Keyboard Notebook,"KSh 20,399",0,14.0
745,Refurbished Laptop Hp Elitebook 840 G3 Intel Core i5 8GB RAM +256GB SSD Storage +14'' Screen Size+ Windows 10 +MS Office 2019 Notebook Computer 1 Free Mouse 6 Month Warranty Free,"KSh 21,899",1,14.0
746,"Refurbished HP PROBOOK X360 11EE G1 | 8G RAM | 128GB SSD | 11.6"" INCH | Windows 10 Laptops Notebook","KSh 14,999",0,11.6
747,"DELL Latitude E7240 Intel® Core™ i7-4600U Laptop 31.8 cm 12.5"" HD 8 GB DDR3-SDRAM 256 GB SSD Windows 10 Professional","KSh 22,999",0,12.5
748,Free MouseRefurbished Lenovo Thinkpad X260 Laptop i5 8GB 256GB SSD 2.40 Ghz 12.5 Inches FHD Windows 11 Intel HD Graphics Bluetooth Webcam,"KSh 19,899",0,12.5
749,Refurbished HP Probook 640 G1 Intel Core i7 8GBRAM 500GB HDD-Storage - Radeon Graphics- 14'' Windows 10 Refurbished Laptops Notebook Computer,"KSh 16,949",10,14.0
750,Hp Elitebook 840 G2 Laptop - Intel Core i5 - 8GB RAM 500GB HDD ROM - 14'' Windows 10 Notebook Black 14 inch,"KSh 19,999",0,14.0
751,"DELL LATITUDE 7390 |CORE I7 | 8TH GEN |8GB RAM| 256 GB SSD | WINDOWS 10 PRO AND MICROSOFT OFFICE 2019 |Black Gray 13"" Inches|REFURBISHED LAPTOP","KSh 32,499",0,13.0
752,Refurbished Hp Probook 430 G3 Touch Screen Laptop - Intel Core i5 - 8GB RAM 256GB SSD ROM - 13.3'' Windows 10 Notebook Black 13.3 inch| 6th generation,"KSh 26,999",1,13.3
753,"Free laptop bag and mouseCore i5+8gb+256gb+14'' Refurbished Hp Elitebook 840 G3 Laptop Intel Core i5 6th Gen 8GB 256GB SSD 14"" Backlit Keyboard Notebook Laptop Computer Windows 10 Office and bag","KSh 25,999",0,14.0
754,HP EliteBook 820 G1 Core I5 8GB RAM 500gb Hdd Slim Ultrabook Laptop Refurbished,"KSh 17,999",0,
755,Refurbished Lenovo Thinkpad T440 Laptop intel Core i5 4th Gen 8GB Ram 500GB HDD Rom 14''Screen HD Display Refurbished Laptop Computer Notebook / Computer,"KSh 18,599",0,14.0
756,Lenovo ThinkPad X240 laptop Core i5 4GB RAM+500GB HDD Storage 12.5''inch HD Screen Display Touch Screen Fingerprint recognition Refurbished Laptop Computer Notebook,"KSh 17,999",0,12.5
757,"Free Mouse 8GB+512GB SSDRefurbished Laptop Lenovo Thinkpad x270 Core i5 6th 8GB+512GB+12.5"" Windows 10 Notebook Bluetooth Webcam Intel HD Graphics","KSh 21,999",0,12.5
758,"+FREE MOUSE Refurbished Dell Latitude E6430s Laptop | Intel Core i5 3th Gen | 4G RAM | 500GB HDD | 14"" INCH | Windows 10 Laptops Notebook","KSh 13,300",15,14.0
759,"Free MouseRefurbished Laptop Lenovo Thinkpad T470 Core i5 6th 8GB+512GB+14"" Windows 10 14"" FHD Display Bluetooth Webcam WiFi Intel Graphics 6 Months Warranty laptops","KSh 24,999",2,14.0
760,"Core i5+8gb+256gb ssd +12.5'' Refurbished Lenovo Thinkpad X260 Intel Core i5 8GB RAM / 256GB SSD Storage 6th Gen 12.5"" inch Notebook Laptop Computer Windows","KSh 19,999",1,12.5
761,"REFURBISHED HP ELITEBOOK 840 G3 CORE I7 8GB RAM 256GB SSD, 6TH GENERATION 6 MONTHS WARRANTY ,14"" LAPTOP ,INSTALLED WINDOWS","KSh 29,499",0,14.0
762,"Brand Dell Latitude E6420 : Storage 500GB HDD -Display : 13.3″ Screen – WiFi, Camera Enjoy business-rugged performance with the redesigned Dell Latitude™ E6420. This laptop is built for the new mobil","KSh 14,900",0,
763,"REFURBISHED HP ELITEBOOK 8460P CORE INTEL I5 4GB RAM 500GB HDD COMPUTER LAPTOP ,WINDOWS 10 PRO +FREE MOUSE ,","KSh 13,299",16,
764,"Refurbrished Lenovo ThinkPad X280 Intel Core i5 - 8350U 8GB RAM 256GB SSD 12.5"" inch HD Display Laptops Computer","KSh 24,999",0,12.5
765,REFURBISHED LAPTOP| HP ELITEBOOK 840 G5| CORE I5|8GB RAM |256GB SSD| TOUCHSCREEN| 8TH GENERATION | WINDOWS 10 PRO| 14 INCH LAPTOP|FREE MOUSE,"KSh 37,999",1,14.0
766,Refurbished HP Elitebook 840 G3 Laptop - Intel Core i7 6th - 8GB Ram 256GB SSD ROM - 14'' Notebook,"KSh 33,999",2,14.0
767,Refurbished Lenovo ThinkPad T470s laptop Intel Core i5 8GB RAM 256GB SSD 14'' inch Refurbished Laptops computer notebook Black 14 inch,"KSh 26,999",0,14.0
768,Refurbished Hp Elitebook 850 G3 Laptop - Intel Core i5 - 8GB RAM 256GB SSD ROM - 15.6'' Windows 10 Notebook,"KSh 30,999",0,15.6
769,Refurbished HP EliteBook 830 G5 Core I5 8GB RAM 256GB SSD 8th Generation 13.3 Inches Full HD Touchscreen 1.6GHz up to 3.9GHz Windows 11 Pro Ultra-Slim Laptop,"KSh 37,000",0,13.3
770,Refurbished Laptop HP Elitebook 820 G1 5th Core i5 8G+500G+12.5″ Windows 10 Notebook with 1 Free Mouse 6 Month Warranty Free Office 2019,"KSh 16,399",1,
