cooktop_name,cooktop_reviews,cooktop_price
Single Spiral Coil Hotplate /Electric Hotplate,(0),KSh 935
"RASHNIK (RN-4079B) DOUBLE ELECTRIC HOTPLATE COOKER - well coated to prevent any form of electric shock, allows you to prepare two meals simultaneously, without soot stains,  Compact size .",(0),"KSh 2,635"
♦️COOK TO PERFECTION 🥰 Nunix ELEGANT CONVINIENT 3 Burner Table Top Gas CookerCooking becomes easy when you have Nunix glass top gas stoves in your kitchen. It helps you to cook more than one dish,(0),"KSh 3,900"
Sokany single plate halogen induction electric cooker,(0),"KSh 4,325"
🤗SUPERIOR QUALITY 😌 SINGLE COOKTOP BURNER TOCK BODY automatica ignition powerful brass burner durable,(0),"KSh 2,323"
"Nunix (LTF04-02) 3 Gas + 1 Electric Table Top Cooker - Featuring an attractive and easy-to-use design, the 4 burner ensures the time you spend cooking is always more productive .",(0),"KSh 6,020"
"RAMTONS (RG-544) STAINLESS STEEL 2 BURNER GAS COOKER - Whirlwind burners, Auto ignition, Low pressure, Energy saving, Stainless Steel body .",(0),"KSh 5,600"
"AILYONS GS014-1, 2 Burner Glass Top & Infrared Double Burner (1YR WRTY)",(0),"KSh 3,700"
Energy Saving Electric Induction Radiant Cooker-Double Plate,(0),"KSh 9,998"
OFFER!! Roch 3 burner stainless cooker,(0),"KSh 3,499"
Sokany Double electric hot plate cooking stove,(0),"KSh 5,999"
Ipcone glass 2 burner cooker,(0),"KSh 3,359"
EUROCHEF 3+1 TABLE TOP COOKER,(0),"KSh 5,859"
Eurochef Table Top Stainless Steel 2 Burner Gas Cooker Plus 6kg Regulator And Pipe,(0),"KSh 2,335"
AILYONS 2 Burner Table Top Stainless Steel Gas Stove Cooker,(0),"KSh 2,700"
"Nunix (LTF04-01) 4 Gas Burner Table Top Cooker Bigger Size - Metallic Lid
Durable, Reliable, Aluminum .",(0),"KSh 5,114"
"Nunix (LTO4-02) 3 Gas +1 Electric Table Top Cooker - 3+1 gas  table top cooker, Metallic Lid, Durable, Reliable, Aluminum.",(0),"KSh 5,805"
Jikokoa QUALITY MODERN CHARCOAL STOVE,(0),"KSh 4,299"
Table Top Stainless Steel 2 Burner Gas Cooker,(0),"KSh 2,795"
ROCH 3 BURNER STAINLESS STEEL COOKER,(0),"KSh 3,160"
"Nunix (LT04-01) 4 Burner Full Gas Table Top Cooker - Faster Cooking Time, 4 gas  table top cooker, Metallic Lid, Durable, Reliable, Aluminum .",(0),"KSh 4,785"
Electric Cooker / Single Spiral Coil,(0),KSh 989
Rashnik 2 burner cooktop,(0),"KSh 2,799"
Starlux 4 in 1 table top gas burner manual ignition,(0),"KSh 3,999"
Electric Tabletop Double Hotplate Coil Cooker,(0),"KSh 1,766"
Nunix Full gas 4 burner Table Top Cooker,(0),"KSh 5,115"
Amaze single burner The stove has an auto-ignition feature for lighting the burner‎‎‎.‎‎‎Simply turn the burner knob to the desired flame size and the sparking is turned off automatically when the fla,(0),"KSh 1,700"
Nunix Full gas 4 burner Table Top Cooker This gas-burner will help you cook your food perfectly every time. It provides even distribution of heat and emits less wasted heat than electric stoves.,(0),"KSh 4,879"
AILYONS Metal Top  Infrared Double Burner Gas stove Super Infrared Heater Saving Gas cooker,(0),"KSh 2,190"
"🤑😝AILYONS Gas Efficient 2 Burner - Glass Top Gas Stove Double Burner With Gas Pipe and Regulator.Whirlwind burners
Auto ignition
Low pressure
Energy saving
Stainless Steel body
Gas stove
6kg regulat",(0),"KSh 3,388"
Eurochef Electric Cooker / Single Spiral Coil Hotplate,(0),"KSh 1,299"
Electric Cooker / Single Hotplate,(0),KSh 989
Ipcone 3 burner glass top cooker,(0),"KSh 3,500"
2 burner Amaze stainless hob cooker,(0),"KSh 6,249"
Nunix Top Table 4 Burner Cooker 3 Gas + 1 Electric Hot Plate,(0),"KSh 6,160"
Nunix 3 Burner Table Top Infrared Glass Table Top Gas Cooker,(0),"KSh 7,999"
"💫SHOP NOW👌IPcone 2 burner stainless cooker IPCONE offers affordable,‎ quality‎,‎ energy‎-efficient home appliances ‎.‎ The brand is well known for their high‎-quality‎,‎ top of the range products.",(0),"KSh 2,212"
Sokany Electric Induction Cooker Single Plate Smart Cooker,(0),"KSh 5,499"
Ipcone 2 burner stainless cooker,(0),"KSh 3,399"
Sokany Electric Induction Cooker Single Plate Smart Cooker,(0),"KSh 5,499"
Electric Tabletop Single Hotplate Coil Cooker,(0),KSh 956
Jikokoa Jiko Ecoa,(0),"KSh 5,000"
"Ipcone Energy Efficient 2 Gas Burner,Gas Table Top Cooker Ipcone home cooking gas stove Double Burner Gas Stove- Gas Cooker offers affordable‎,‎ quality‎,‎ energy‎-efficient home appliances‎.‎ The bra",(0),"KSh 3,322"
Amaze Stainless Steel 3 Burner Table Top Gas Stove,(0),"KSh 3,476"
"Nunix Table Top Cooker 3 Gas + 1 Electric Burner Stove This  3 Gas plus 1 electric Burner Table Top is an affordable, high quality,‎ energy-efficient home appliances ‎.‎ The brand is well known for th",(0),"KSh 6,200"
Ipcone 3 burner glass top cooker,(0),"KSh 5,479"
💫BEST OFFERS💥Nunix Table Top Cooker 3 Gas + 1 Electric Burner Stove,(0),"KSh 5,888"
"EuroChef(3+1) Table Top Burner 3+1 gas  table top cooker
Metallic Lid
Durable
Reliable
Aluminum",(0),"KSh 5,180"
"EuroChef Black Burner The ease of cleaning with Eurochef 2 Burner Glass Gas Stove Stainless is out of the world. Moreover, the material and design of the stove make it simple to wipe down and maintain",(0),"KSh 2,475"
"Starlux(All Gas) Table Top Burner Steel body for durability & easy cleaning.
Efficient burner for economic gas consumption.
Auto ignition for easy usage.
Detachable trivet & tray for easy cleaning.
Us",(0),"KSh 4,185"
Electric Cooker / Single Hotplate,(0),KSh 990
"👏Eurochef 3+1 Table Top with Automatic Ignition.Featuring three powerful gas burners and one electric hotplate, this versatile cooker offers the flexibility you need for all your culinary adventures.",(0),"KSh 5,200"
TWO BURNER COOKTOP. Nunix Auto Ignition Glass Top Infrared Gas Stove Double Burner-2 Burner,(0),"KSh 4,609"
Nunix Infra-red Glass Tampered Table Top 2 Burner,(0),"KSh 4,350"
"Single Plate Sokany Radiant Cooker 

 (Save Energy and Time)",(0),"KSh 4,969"
Rashnick Single Coil Hot Plate Stainless Electric Burner,(0),"KSh 1,899"
🔥super deal🔥🔥60*60 VON Cooker 3 Gas + 1 Electric - VAC6SV31UY standing cooker 🔥🔥,(0),"KSh 45,555"
20% GAS SAVING  cooker Infra red cooker- VDouble burner,(0),"KSh 2,899"
IPCONE 2 BURNER STAINLESS STEEL GASTABLE TOP COOKER,(0),"KSh 2,295"
♦️IRRESTIBLE SAVINGS 🥰🥳Nunix QUALITY CONVINIENT 3 Burner Table Top Gas Cooker WITH FREE 6KG GAS REGULATOR AND 2MPIPE,(0),"KSh 4,388"
Table Top Double Burner Gas Stove Cooker,(0),"KSh 2,550"
Ipcone 2 Burner Cooktop,(0),"KSh 2,299"
LT04-01 Nunix 4 Gas Table Top auto ignition  COOKER BURNER Stove Portable NUNIX 4 gas table top burner,(1),"KSh 4,400"
Jikokoa Medium Classic Jiko Koa Stove,(0),"KSh 6,200"
Ipcone glass 2 burner cooker,(0),"KSh 4,589"
Nunix Auto Ignition Table Top 2 Burner Gas Cooker,(0),"KSh 2,805"
Rebune stainless steel single burner,(0),"KSh 2,040"
Jikokoa QUALITY MODERN CHARCOAL STOVE.,(0),"KSh 4,650"
Premier 2 Burner Stainless Steel Cooktop,(0),"KSh 3,999"
2 burner Amaze stainless hob cooker The stove has an auto ignition feature for lighting the burner.Simply turn the burner knob to the desired flame size and the sparking is turned off automatically wh,(0),"KSh 5,980"
Rashnik Double Hot Plate-white,(0),"KSh 2,587"
Nunix High Quality 3 +1 table top burner,(0),"KSh 8,299"
OFFER‼️‼️Durable Rashnik Two Burner Stainless Steel Burner,(0),"KSh 2,959"
"Ipcone Energy Efficient 2 Gas Burner,Gas Table Top Cooker  Ipcone home cooking gas stove Double Burner Gas Stove- Gas Cooker offers affordable‎,‎ quality‎,‎ energy‎-efficient home appliances‎.‎ The br",(0),"KSh 3,075"
"Amaze tabletop single gas burner cooker

Colour - stainless steel only",(0),"KSh 2,159"
Double Burner -electric Coil/ HOT Plate Cooker,(0),"KSh 2,399"
COOKTOP. Ipcone Cooker 3 Burner - Glass Top And Gas Stove Double Burner,(0),"KSh 3,842"
SILVER CREST DOUBLE BURNER INDUCTION COOKER - Fast Induction Electric cooker,(0),"KSh 10,125"
Zaryt Glass Top Burner…Simply turn the burner knob to the desired flame size and the sparking is turned off automatically when the flame lights.,(0),"KSh 3,250"
Ipcone Glass 2 Burner  Cooker  - Glass Top And Gas Stove Double Burner,(0),"KSh 3,218"
High quality Energy Conserving Kitchen Jiko Koa,(0),"KSh 5,000"
Rebune Table Top Single Gas Cooker With Auto Ignition,(0),"KSh 2,040"
Nunix SC-002 Table Top Double Burner Gas Stove Cooker,(0),"KSh 3,999"
Amaze Autoignition Table Top Single Burner Gas Cooker,(0),"KSh 1,700"
"IPCONE Energy Efficient 2 Gas Burners, Gas Table Top Cooker",(0),"KSh 2,700"
[FREE GIFTS] Nunix 2 burner Gas cooker + Free Pipe +13KG Regular Knob + a Nonstick Pan,(0),"KSh 4,879"
"Eurochef EK-B002C Glass Gas Stove, 2 Burners Gas Cooker, Table Top",(0),"KSh 3,890"
"🤪😁**COOK IN STYLE WITH THESE2 burner Amaze stainless hob cooker Amaze is trusted for producing quality,long lasting and beautiful products that are easy and safe to use. Stainless steel amaze gas co",(0),"KSh 6,000"
Single Coil Portable Electric Cooker,(7),KSh 935
Double Burner -electric Coil/ HOT Plate Cooker,(0),"KSh 2,399"
Nunix 2 Burner Glass Table Cooker,(0),"KSh 3,634"
Amaze single burner cooktop,(0),"KSh 2,169"
Nunix SS-002 Tabletop Gas cooker,(0),"KSh 2,699"
"BEST OFFER Nunix Automatic Gas Cooker/Stove WITH TWO Burner+ Pipe+ 13KG Regulator,Table Top Gas stove or gas cooker has an auto ignition feature for lighting the burner",(1),"KSh 3,500"
Electric cooker / Single Sprial Hotplate,(4),KSh 999
"Single Coil Portable Electric Cooker Hot Plate,",(0),"KSh 1,357"
CLEARANCE OFFER Amaze TableTop Single Gas Burner Cooker Stove,(0),"KSh 1,899"
"IPCONE Energy Efficient 2 Gas Burner,Gas Table Top Cooker",(0),"KSh 2,700"
BIO-LITE JIKO SAFI,(0),"KSh 3,875"
Boma electric Infrared Single plate Burner BM-15 boma single radiant cooker cooktop 2500W,(0),"KSh 4,500"
"Glass Gas Stove, 2 Burners Gas Cooker, Table Top",(7),"KSh 2,700"
RASHNIK Double Electric Cooker /Spiral Coil Hotplate,(2),"KSh 2,450"
"BioLite JikoSafi(Saves Charcoal plus,Lights and cooks Faster,Environmental Safe)",(0),"KSh 3,899"
Ramtons RG/515 - 2 Burner Gas Cooker S/S Burner -,(0),"KSh 6,350"
3 burner eurochef table top burner,(0),"KSh 3,049"
Ipcone 3 burner glass top cooker,(0),"KSh 3,799"
Rashnik Hot Plate Single SOLID,(0),"KSh 1,899"
AILYONS 2 Burner Glass Top Gas Cooker & Infrared Double Burner,(0),"KSh 2,999"
"👏✔️AFFORDABLE QUALITY 👏✔️AILYONS GS013 - 2 Gas Cooker Stainless Steel Double Burner - Black.Stainless Steel
Auto Ignition with piezo
Whirlwind burner for more durability and efficiency
Exquisite fin",(0),"KSh 2,299"
Ipcone 2 Glass Burner Cooktop,(0),"KSh 2,999"
Hot Plate Single Coil,(0),KSh 999
IPCONE 2 BURNER GLASS TABLE TOP COOKER,(0),"KSh 3,135"
Rashnik Modern Double Spiral Electric Hotplate -Cooker/burner,(1),"KSh 1,949"
🤗QUALITY GUARANTEED 👌 👏 Nunix Full gas 4 burner Table Top Cooker,(0),"KSh 4,747"
Ailyons 2 Burner Gas Stove Stainless Steel Double Burner Gas Cooker Saving Gas cooker,(0),"KSh 1,999"
Single Coil Portable Electric Cooker,(6),KSh 949
Ramtons 4 burner standing cooker with shelf,(0),"KSh 15,399"
Glass Table Top Double Burner Gas Stove,(0),"KSh 2,850"
Eurochef QUALITY Table Top Glass Top Two Burner Gas Cooker,(0),"KSh 4,999"
Double coil electric Hotplate,(0),"KSh 2,299"
Eurochef Portable Quality Electric Counter Double Cooker,(0),"KSh 2,700"
New in stock 🔥 💯 Rashnik Double Electric Burner Hotplate don't miss out this 🔥🎉,(0),"KSh 2,740"
"🤪🤪SHOP AT DISCOUNTED PRICE 🤪🥑AILYONS Table Top Stainless Steel 2 Burner Gas Cooker Plus 6kg Regulator And Pipe.2burner
Strong stainless steel 
Auto ignition system
New stylish design 
Temper glass",(0),"KSh 2,770"
AILYONS GS014 Table Top Gas Cooker With Two Burners,(0),"KSh 3,160"
Rashnik 2 double electric hot plate cooker,(0),"KSh 2,805"
Nunix INFRARED GAS BURNER GP-007,(0),"KSh 7,999"
"Ramtons RG/529 2 BURNER GAS COOKER CERAMIC TOP,Dual gas burners, Stylish ceramic finish, Efficient Whirlwind burners, 6mm toughened glass top, Pulse auto-ignition,",(0),"KSh 10,999"
[FREE GIFTS] Nunix 2 burner Gas cooker + Free Pipe +13KG Regular Knob + a Nonstick Pan,(0),"KSh 4,879"
Premier 4 Burner Table Top Cooker,(0),"KSh 9,399"
"Eurochef Glass Gas Stove, 2 Burners Gas Cooker, Table Top",(0),"KSh 3,822"
OFFER!!!!!!! EUROCHEF COOKER3+1 TABLE TOP EC-531,(0),"KSh 6,469"
Nunix 4 gas table top cooker Metallic Lid Durable Reliable Aluminum  This gas-burner will help you cook your food perfectly every time. It provides even distribution of heat and emits less wasted heat,(0),"KSh 6,512"
[FREE GIFTS] Nunix 2 burner Gas cooker + Free Pipe +13KG Regular Knob + a Nonstick Pan,(0),"KSh 5,486"
Rashnik Modern Double Spiral Electric Double coil hot plate which is portable and energy efficient at affordable price? Then look no further than from Karnik by Rashnik. Rashnik is home for quality,(0),"KSh 3,500"
🌽💐💐(ELEVATE YOUR COOKING EXPERIENCE STYLE )🥑🥑IPCONE Table Top Stainless Steel 2 Burner Gas Cooker Plus 6kg Regulator And Pipe,(0),"KSh 2,799"
[FREE GIFTS] Nunix 2 burner Gas cooker + Free Pipe +13KG Regular Knob + a Nonstick Pan,(0),"KSh 4,899"
Electric Tabletop Double Hotplate Coil Cooker,(0),"KSh 2,289"
Electric TWO Double Burner Spiral Cooker/coil,(1),"KSh 1,799"
"🌿🥰ELEVATE YOUR COOKING STYLE🌿Rashnik Single Solid Hot Plate.Temperature range of ambient to 550 degrees C is adjustable in 5-degree increments
White glass-ceramic top plate for fast heating and res",(0),"KSh 1,880"
Hot Plate Single SOLID,(0),"KSh 1,299"
Nunix LT04-02 - 3 Gas Burner + 1 electric Table Top Cooker Silver 3 + 1 Nunix 4 gas burner,(5),"KSh 6,000"
Ramtons rg/544 double burner gas Cooker,(0),"KSh 6,349"
"Amaze single burner Auto Ignition
Durable
Saves Energy
Easy to use
high quality",(0),"KSh 1,750"
Kitchen Strong Tight 3kg & 6kg Meko Gas Burner (non Leak) Silver,(6),KSh 490
Rashnik Modern Double Spiral Electric Hotplate -Cooker/burner,(0),"KSh 1,959"
Eurochef Single coil electric cooker,(0),"KSh 1,500"
Ipcone 3 burner glass top cooker,(0),"KSh 5,249"
2 burner Amaze glass inbuilt hob cooker,(0),"KSh 7,685"
Eurochef 3+1 Table Top burner,(0),"KSh 6,849"
AMAZE 2 BURNER STAINLESS HOB COOKER,(0),"KSh 5,920"
ROCH 4 GAS TOP STAINLESS STEEL,(0),"KSh 7,399"
Rashnik 2 double electric hot plate cooker,(0),"KSh 2,599"
Nunix Infrared 3 Burner Glass Table Top Gas Stove Low Gas Consumption Cooker,(0),"KSh 4,599"
AMAZE 2 BURNER STAINLESS HOB COOKER,(0),"KSh 5,920"
Rashnik Single SOLID Hot Plate Electric Burner,(0),"KSh 1,264"
Rashnik Modern Double Spiral Electric Hotplate -Cooker/burner,(5),"KSh 2,399"
Compact 1000W Sokany Single Burner Electric Stove – Adjustable Temperature Hot Plate for Home Use – Portable Stainless Steel Cooktop,(0),"KSh 1,900"
2  burner table top gas  stainless steel body,(0),"KSh 2,722"
Rashnik Double Electric Burner Hotplate,(0),"KSh 2,635"
Jikokoa Medium Classic Jiko Koa Stove,(0),"KSh 7,440"
Sokany Double electric hot plate cooking stove,(0),"KSh 5,999"
Electric Hot Plate -Single Coiled Burner as per the picture,(14),KSh 990
Amaze 3 burner table top cooker,(0),"KSh 3,669"
Ramtons induction cooker with free pan,(0),"KSh 12,299"
TWO BURNER; PLUS A [GIFT] INSIDE  AILYONS/LYONS GS013-1 Gas Cooker Double Burner Gas stove Super Infrared Heater Desktop Gas Stove Stainless Steel Double Stove Silver,(1),"KSh 2,999"
Rashnik Single SOLID Hot Plate Electric Burner,(0),"KSh 1,499"
EUROCHEF 3+1 TABLE TOP COOKER,(0),"KSh 5,749"
Rashnik single electric hot plate cooker,(0),"KSh 1,799"
Nunix Glass Table Top Double Burner Gas Stove + Pipe + 6kg Regulator + Tighten,(6),"KSh 3,500"
KN-4078 Rashnik double electric coil cooker - 2000watts/ Table burner,(9),"KSh 2,699"
Nunix 3 Burner Auto Ignition Table Top Gas Stove Stainless Steel Three Burner Gas Cooker Saving Gas cooker,(0),"KSh 2,549"
Heavy stainless material ailyons 2 burner,(0),"KSh 2,759"
Amaze Auto Ignition Single Gas Burner- Stainless Steel,(0),"KSh 1,700"
AILYONS 2 Burner Glass Top Gas Cooker & Infrared Double Burner,(0),"KSh 3,299"
Premier 4 Burner Gas Table (self Ignition),(0),"KSh 9,399"
EDENBERG Infrared Table Top Stove,(0),"KSh 4,500"
JIKOKOA QUALITY MODERN CHARCOAL STOVE,(0),"KSh 4,650"
Eurochef SINGLE HOT PLATE,(0),"KSh 1,499"
Nunix Gas Stove Table Top Double /2 Burner cooker,(10),"KSh 2,899"
Nunix 2 Burner Glass Table Cooker + Free GasPipe + 13KGRegulator,(0),"KSh 3,799"
"Generic Strong Non-leak Meko Gas Burner, Strong and durable Non leak Strong regulating knob Does not change color due to burn Can be used on any type of cooking gas cylinder",(6),KSh 602
Nunix Classic Design Single Gas Burner,(0),"KSh 1,999"
AILYONS 2 Burner Glass Top Gas Cooker & Infrared Double Burner,(0),"KSh 3,798"
JIKOKOA EXTRA LARGE CHARCOAL STOVE,(0),"KSh 5,476"
Eurochef Free Standing 4 Burner  Gas Cooker With gas Oven,(0),"KSh 23,279"
Nunix 2 Burner Glass Table top Gas Stove Double Burner Gas Cooker Saving Gas cooker,(0),"KSh 3,599"
Strong quality stainless steel table top two burner gas cooke,(0),"KSh 4,896"
3 IGNITION HIGH PRESSURE GAS STOVE,(0),"KSh 8,500"
Nunix GP-007 3 Burners Table Top Glass,(0),"KSh 7,999"
"Nunix 4 Gas Burner Table Top Cooker(AUTO IGNITION)Cook different kinds of food as the same time using this cooker. Time is food!Featuring an attractive and easy-to-use design, the 4 burner ensures the",(0),"KSh 5,940"
Eurochef 3G +1E Table Top Cooker,(0),"KSh 5,365"
Eurochef SINGLE COIL HOT PLATE,(0),"KSh 1,499"
EUROCHEF 3 GAS AND 1 ELECTRIC PLATE TABLE TOP GAS COOKER,(0),"KSh 5,075"
AILYONS 2 Burner Table Top stainless steel gas stove cooker,(0),"KSh 2,299"
Generic Electric Tabletop Double Hotplate Coil Cooker,(2),"KSh 1,749"
IPCONE 2 Gas Cooker 02 Glass Top Double Burner Gas stove【flowers pattern random】gas cooker 【hot】gas cooker/stove gas cooker cooking gas cooker burner gas cooker stainless,(0),"KSh 2,400"
Jikokoa Medium Size  Xtra Stove,(0),"KSh 4,805"
Rashnik single electric hot plate cooker,(0),"KSh 1,599"
2 burner Amaze glass inbuilt hob cooker,(0),"KSh 7,685"
Hot Sizzling Plate With Bamboo Holder,(0),"KSh 1,655"
Eurochef Table Top Two Burner Gas Cooker-,(0),"KSh 3,900"
EUROCHEF 3 GAS AND 1 ELECTRIC PLATE TABLE TOP GAS COOKER,(0),"KSh 5,180"
Ipcone 3 burner glass top cooker,(0),"KSh 3,600"
4 Burner Table Top Cooker Burner Stove,(0),"KSh 6,999"
Nunix 2 Gas Burner Table Top – GCModel,(0),"KSh 5,899"
Nunix Two Gas Burners Stainless Steel Gas Table Top Cooker,(2),"KSh 2,199"
"3 Gas, 1 Electric with Stand Nunix  (Model: LTS-02) - 3 Gas, 1 Electric with Stand",(0),"KSh 9,360"
EUROCHEF 3+1 TABLE TOP COOKER,(0),"KSh 5,739"
IPCONE 3 BURNER TABLE TOP COOKER,(0),"KSh 3,792"
AILYONS GS017 Gas Cooker Double Burner Stainless Steel Table Top,(0),"KSh 2,599"
AILYONS GS013-2 Gas Cooker Stainless Steel Double Burner Black (1YR WRTY),(0),"KSh 2,500"
Rashnik single electric cooktop hot plate cooker,(0),"KSh 1,779"
