product_name,product_reviews,product_price
"Samsung 43 Inch FULL HD SMART TV, NETFLIX, YOUTUBE UA43T5300AU+2 YEARS WARRANTY",(1),"KSh 40,999"
Vitron 24 Inch HTC2446D Digital LED TV,(0),"KSh 9,590"
"Amtec 32R1 FRAMELESS,32"" inch Bluetooth enabled Television Smart Android TV Digital TV Inbuilt Decoder Built-in WIFI Appstore 1GB DDR,8GB RAM,4-CORE LED TV+3 EXTRA FREE GIFTS",(0),"KSh 12,999"
"AIYLONS 32 Inches, BLUETOOTH, SMART ANDROID TV +FREE TV GUARD",(0),"KSh 12,999"
"Vitron HTC3200S,FRAMELESS TELEVISION 32 Inch Smart Android 11.0 TV Inbuilt Decoder ELECTRONICS HDMI,USB,Netflix,Youtube, APPSTORE + 7 EXTRA ACCESSORIES",(0),"KSh 15,590"
"VITRON 43"" INCH TV  BLUETOOTH FRAMELESS FHD SMART TV ANDROID TV HTC 4388FS NETFLIX ,YOUTUBE TELEVISION BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM+FREE TV GUARD+HEAVYDUTY EXTENSION",(1),"KSh 20,995"
"TCL 50 Inch Google android Tv UHD 4K Frameless LED TV-YouTube, Netflix-Smart Tvs",(0),"KSh 44,999"
"SYINIX 43S65 43"" inch BLUETOOTH ENABLED Frameless Smart  Andorid TV HDR INBUILT DECODER  Chromecast Built-in Netflix You-tube Dolby Wide Color Enhancer DVBT2+S2 Google +  FREE TV Guard + Wall Bracket",(0),"KSh 24,999"
"Amtec32"" INCH 32R1S FRAMELESS Bluetooth CONNECTIVITY Television Smart Android TV Digital TV Inbuilt Decoder Built-in WIFI Appstore 1GB DDR,8GB RAM,4-CORE LED TV+FREE BRACKET+RCA/AUDIO CABLE",(0),"KSh 12,395"
"BLUETOOTH -ENABLED Vision Plus VP8843SF 43"" Inch Television Frameless FHD Smart Android TV,NETFLIX,YOUTUBE,HDMI,USB+2 YEARS WARRANTY+6 FREE GIFTS",(0),"KSh 25,999"
Vitron 50 Inch 4KUHD BLUETOOTH FRAMELESS Android TV+FREE TVGuard+BRACKET+32GB FLASHDISK,(4),"KSh 35,999"
"TCL 43''  FRAMELESS SMART 4K HDR, NETFLIX, 2022 MODEL,GOOGLE TV,BLUETOOTH,Inbuilt WIFI TELEVISION",(0),"KSh 34,999"
"Hisense 43A6H 43""  Inches Smart UHD 4K HDR Frameless LED TV (2023) TELEVISION+2 YEARS WARRANTY",(0),"KSh 35,999"
Hisense 55A6K 55 inch 4K UHD Frameless Television VIDAA Smart TV with Netflix Youtube USB/SD Bluetooth WIFI Television Multifuctional TV,(2),"KSh 53,999"
"VITRON HTC3200S, 32"" Inch BLUETOOTH/FRAMELESS,Smart Android 11.0 TV Inbuilt Decoder HDMI,USB,Netflix,Youtube, APPSTORE + 6 FREE GIFTS",(3),"KSh 14,499"
CTC 26''INCHES FREE TO AIR CHANNELS-WITH USB AND HDMI PORTS,(1),"KSh 8,399"
"Vision Plus VP8843SF 43"" Inch BLUETOOTH -ENABLED Television Frameless FHD Smart Android TV+FREE WALL BRACKET+EXTENSION",(0),"KSh 24,999"
"VITRON HTC3200S BLUETOOTH TV 32"" INCH ,FRAMELESS Smart Android 11.0 TV Inbuilt Decoder HDMI USB Ports,Netflix,Youtube, APPSTORE 14 MONTHS WARRANTY+ 8 FREE GIFTS",(0),"KSh 14,390"
Vitron 40 Inch Smart TV HTC4068S Android 11 Smart LED HD Television Youtube Netflix AC Input USB HDMI Multifunctional Frameless TV DVB-T2 1G+8G,(1),"KSh 19,999"
"Skyworth 43"" Inch Frameless FHD ANDROID TV,WI-FI,NETFLIX,YOUTUBE,GOOGLE ASSITANT Television",(2),"KSh 27,990"
"Samsung UA32T5300AU,32"" Inch Smart HD TV Series 5 Inbuilt WIFI-DECODER,TELEVISION",(0),"KSh 28,999"
"VISION PLUS VP8843,43"" INCH FRAMELESS FHD Smart Android TV BLUETOOTH,GOOGLE,NETFLIX,YOUTUBE Inbuilt Decoder Dolby Audio DVBT2+S2 WIFI+ 6 EXTRA ACCESSORIES",(0),"KSh 24,795"
"Hisense 50'' FRAMELESS 4K ULTRA HD SMART TV, BLUETOOTH HDR TELEVISION",(0),"KSh 46,799"
"Hisense 43A6H 43""  Inches Smart UHD 4K HDR Frameless LED TV (2023) TELEVISION+GIFTS",(0),"KSh 35,999"
"Hisense 43"" INCH A6 Series UHD 4K Smart TV,Frameless ,NETFLIX,YOUTUBE TELEVISION",(1),"KSh 33,999"
"VISION43"" inch FRAMELESS Full HD Smart Android TV BLUETOOTH,NETFLIX,YOUTUBE Inbuilt Decoder Dolby Audio WifiBuilt-in DVBT2/S2 Screen-Share + 6 EXTRA  FREE GIFTS",(1),"KSh 24,895"
"Vitron 32"" Inch BLUETOOTH ENABLED Frameless Smart TV HD Netflix TV Youtube Television DVB-T2 Android 11 HTC3200S AC Energy Saving INBUILT Television 1GB+8GB+ FREE POWER-GUARD+WALL BRACKET",(0),"KSh 12,999"
"Skyworth 43"" Inch Full HD (1920 * 1080) Frameless Smart Android,NETFLIX,YOUTUBE TELEVISIONS-BLUETOOTH ENABLED",(1),"KSh 28,900"
"Vitron 5568S,55"" Inch 4K UHD Smart Android TV,Netflix,Youtube-Frameless Television",(1),"KSh 43,999"
"[OFFER OFFER!] Vitron 43"" Inch BLUETOOTH-ENABLED,FRAMELESS Smart Android 11.0 TV WIFI Netflix,Youtube,Playstore +32GB FLASH DISK+TV GUARD",(3),"KSh 20,999"
"AMTEC 43"" inch TV Smart Android TV BLUETOOTH-ENABLED Television, Inbuilt Decoder Netflix Youtube +  FREE Gifts",(0),"KSh 23,899"
"TCL 50P635 50'' 4K UHD,Google TV,Frameless",(0),"KSh 44,600"
"Vision Plus 75 inches FRAMELESS 4K UHD V SERIES SMART TV,(VIDAA OS LATEST 2022 MODEL)",(0),"KSh 99,999"
Skyworth 55 inch 4K Ultra HD AI Frameless Smart TV Android 10.0 2020 Model 55G3A Televisions Black 55 inch+FREE TV GUARD,(2),"KSh 53,999"
"Amtec 32R1 FRAMELESS,32"" inch Bluetooth enabled Television Smart Android TV Digital TV Inbuilt Decoder Built-in WIFI Appstore 1GB DDR,8GB RAM,4-CORE LED TV+ FREE 6 EXTRA GIFTS",(0),"KSh 13,895"
"TCL 50'' SMART ANDROID TV 4K UHD,VOICECONTROL,YOUTUBE",(0),"KSh 54,000"
"CTC 32"" Inch Smart Android 11 TV,Bluetooth_enabled,Decoder/Frameless+FREE TV GUARD+EXTENSION",(0),"KSh 13,290"
TCL 65C645 65 Inch QLED 4K Ultra HD Google TV With Dolby Vision & Dolby Atmos (2023)+Free TV Guard + Wall Mount,(0),"KSh 110,490"
"NEW VISION PLUS 55"" VP8855KV  55 INCHES 4K Frameless V+ OS Smart TV BLUETOOTH BUILT-IN WIFI NETFLIX YOUTUBE DOLBY AUDIO VOICE CONTROL  SCREEN SHARE 2 YEARS WARRANTY",(0),"KSh 44,999"
"Hisense  58'' Smart  Vidaa Os UHD 4K Frameless LED TV-YouTube, Netflix, DSTV, Google assistant-Smart Tvs",(0),"KSh 57,999"
"GLD 32 Inch,BLUETOOTH-ENABLED,Frameless Smart Android Television USB 2,HDMI 3, AV,NETFLIX/YOUTUBE,INBUILT WIFI+14 MONTHS WARRANTY",(0),"KSh 12,999"
"*TCL 32 "" Smart Android 
Now available ‼️🔥t",(0),"KSh 28,555"
SONAR 22&quot; DIGITAL TV WITH INBUILT DECODER AND FREE TO AIR CHANNELS,(2),"KSh 7,999"
"Vitron 50"" Inch UHD FRAMELESS 4K Android TV,BLUETOOTH TELEVISIONS+FREE ACCESSORIES+14 MONTHS WARRANTY",(0),"KSh 36,999"
"Vitron 32"" Smart Android Frameless TV With Bluetooth",(0),"KSh 16,200"
TCL 50″ P635 4K Ultra HD Google TV,(0),"KSh 45,999"
"Vitron HTC4068S,40"" Inch Smart Android TV WIFI Netflix,Youtube,Playstore Television",(1),"KSh 20,999"
"Wyinix 19''Inches LED DigitaL TV,INBUILT DECODER USB PORT,HDMI-VGA",(1),"KSh 5,999"
"CTC 32 Inch Smart Android TV Inbuilt Decoder/WIFI Netflix,Youtube+ Bracket+4 Way",(0),"KSh 16,929"
"TCL 50'' 4K ULTRA HD GOOGLE TV, NETFLIX, BLUETOOTH TELEVISION",(0),"KSh 51,999"
"HISENSE 50A6K- 50"" Inch FRAMELESS,VIDAA OS,DOBLY AUDIO, SMART TV,BLUETOOTH,4K ULTRA HD  TV,NETFLIX,YOUTUBE+2 YEARS WARRANTY+FREE WALL BRACKET+TV GUARD",(0),"KSh 46,999"
"Vitron 32"" Inch Frameless Smart Android TV NETFLIX",(0),"KSh 14,999"
"Samsung 43″ inch 43CU7000 Crystal UHD 4K Smart LED TV(2023),NETFLIX,YOUTUBE TELEVISIONS",(0),"KSh 51,999"
"Vitron HTC3200S,FRAMELESS 32 Inch Smart Android 11.0 TV Inbuilt Decoder HDMI,USB,VGA,Netflix,Youtube,Playstore,14 Months Warranty+ 7 FREE GIFTS",(0),"KSh 15,990"
"Amtec 32M8  32 inch AC/DC FRAMELESS Digital LED TV with Inbuilt Decoder for local Local Channels HDMI and USB ports,VGA+Free Wall Bracket +Free TV Guard",(0),"KSh 12,995"
"BLUETOOTH-ENABLED VITRON HTC4388FS,43"" Inch,FRAMELESS,Smart Android 11.0 TV WIFI Netflix,Youtube,Playstore Television+FREE GIFTS+14 MONTHS WARRANTY",(0),"KSh 22,999"
"Vision Plus VP8832SF - 32″ Frameless Smart Android TV,BLUETOOTH + 3 Months Showmax Subscription+GIFTS BUNDLE",(0),"KSh 19,999"
"VITRON 43"" INCH TV HTC4388FS BLUETOOTH FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM+FREE AERIAL+ WALL BRACKET+",(0),"KSh 20,999"
"HISENSE 50A6K- 50"" Inch FRAMELESS,VIDAA OS,DOBLY AUDIO, SMART TV,BLUETOOTH,4K ULTRA HD  TV,NETFLIX,YOUTUBE+2 YEARS WARRANTY",(0),"KSh 46,999"
"Hisense 43"" Inch FULL HD VIDAA OS,Smart & Digital,NETFLIX,YOUTUBE TELEVISION+2YEARS WARRANTY",(1),"KSh 31,999"
"GLD 32 Inch,BLUETOOTH-ENABLED,Frameless Smart Android Television USB 2,HDMI 3, AV,NETFLIX/YOUTUBE,INBUILT WIFI+14 MONTHS WARRANTY+FREE WALL BRACKET+OTG CABLE",(0),"KSh 12,999"
"Syinix 43A61 43"" Inch A61 Series Frameless Bluetooth Enabled HDR FHD Smart Android Google TV Television Inbuilt Decoder HDR DolbyAudio PrimeVideo Ok Google I-CAST+Free Wall Bracket",(0),"KSh 27,999"
"Vitron 24"" Inch TV Digital AC/DC HD LED TV With Inbuilt Decoder and One Year Warranty",(0),"KSh 10,199"
"Vitron HTC4388FS 43"" inch TV Frameless, Bluetooth Enabled, Full HD ,Smart Android Television, Inbuilt Decoder for local channels, Wi-Fi connectivity, Netflix Youtube App Store +FREE GIFTS",(0),"KSh 23,495"
"Skyworth 75"" Inch 4K UHD QLED Smart Google Android TV, Netflix, Prime Video, Youtube Television with One Year Warranty",(0),"KSh 149,999"
Itel 22'' Inches Led Digital TV With Inbuilt Decoder,(0),"KSh 7,798"
"VITRON43"" INCH TV  BLUETOOTH FRAMELESS FHD SMART TV ANDROID TV HTC 4388FS NETFLIX ,YOUTUBE TELEVISION BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM+FREE TV GUARD+HEAVYDUTY EXTENSION",(1),"KSh 20,895"
"Vitron  HTC3218,32 Inch Frameless Digital LED TV InbuiltDecoder,USB,HDMI,VGA TELEVISION+4 FREE GIFTS",(1),"KSh 12,999"
Amtec 24 INCHES DIGITAL TV WITH INBUILT FREE DECORDER,(0),"KSh 8,390"
"VISION32 PLUS 8832F ,32 inch FRAMELES HD Smart Android TV BLUETOOTH,NETFLIX,YOUTUBE,APP STORE Dolby Audio Inbuilt DecoderDVBT2/S2+FREE BRACKET+FREE TV GUARD",(0),"KSh 14,895"
"Vitron 32"" Inch FRAMELESS Smart Android TV,YOUTUBE,NETFLIX Television",(0),"KSh 14,799"
"Vitron HTC4068S,40"" Inch Smart Android Television WIFI Netflix,Youtube,Playstore+TV Guard",(0),"KSh 21,899"
"TCL 32"" Inch Frameless AI Smart GOOGLE LED TV,NETFLIX,YOUTUBE-GIFTS",(0),"KSh 23,750"
"TCL 43"" 43S5400 Smart FHD Google Tv With Voice Control 2023 Model",(0),"KSh 34,500"
"TCL 55"" C645 QLED 4K UHD GOOGLE Smart TV.",(0),"KSh 71,999"
"Gld 43"" inch FRAMELESS TV,Smart & Digital TV, Android 11 OS, Bluetooth, Inbuilt Decoder+ FREE GIFTS",(0),"KSh 22,999"
"Gld 43"" Inch Smart/Digital TV,Bluetooth Frameless Full HD,Netflix,Youtube+FREE BRACKET",(0),"KSh 22,500"
"TCL 43"" 43S5400 Smart FHD Google Tv With Voice Control 2023 Model",(0),"KSh 34,500"
"TCL 55"" C645 QLED 4K UHD GOOGLE Smart TV.",(0),"KSh 71,999"
"Royal 32"" Inch HD Digital LED TV USB/ VGD PORT + Inbuilt Decoder",(0),"KSh 14,599"
"Hisense 65A6KEN  65'' Inches Smart UHD 4K HDR Frameless LED TV (2022),NETFLIX,YOUTUBE TELEVISIONS",(0),"KSh 90,990"
"Haier - H50K6UG 50"" 4K UHD Android Frameless TV K6 Series",(0),"KSh 50,676"
"Skyworth 43"" Inch Frameless FHD ANDROID TV,WI-FI,NETFLIX,YOUTUBE,GOOGLEPLAY TELEVISION",(0),"KSh 28,990"
"[NEW ARRIVAL]Samsung 65"" inch 65DU7000 Smart UHD 4K clarity Frameless LED TV-YouTube, Netflix-Smart Tvs",(0),"KSh 102,999"
"TCL 43P635, 43"" INCH 4K HDR SMART ANDROID TELEVISION DOLBY AUDIO BLUETOOTH ENABLED GOOGLE TELEVISION NETFLIX YOUTUBE INBUILT DECODER+FREE TV GUARD+32 GB FLASH DISK",(0),"KSh 35,999"
"TCL S5400S,43"" Inch - FHD,GOOGLE-ANDROID TV, Smart TV,Bluetooth TV,Frameless+FREE 32GB FLASH DISK",(0),"KSh 34,500"
"TCL 32 Inches Digital TV With Inbuilt Decoder , FM Radio , USB Port , HDMI",(0),"KSh 21,500"
"TCL 43"" Inch-S5400S - FHD,GOOGLE TV, Smart & Digital TV,Bluetooth TV,Frameless+EXTENSION&32GB FLASH DISK",(0),"KSh 34,999"
"TCL 32"" inch Bluetooth Enabled Smart Android Frameless Google TV Netflix Youtube InbuiltDecoder Built-in wifi Dolby Audio HDR10+Free Bracket+Extension.",(0),"KSh 22,999"
"TCL 32"" Inch FRAMELESS SMART,GOOGLE TV ANDROID TV",(0),"KSh 22,799"
"Vitron HTC3200S,32 Inch BLUETOOTH TV FRAMELESS Smart Android TV Inbuilt Decoder Inbuilt WIFI,Netflix,Youtube Appstore + FREE TV Guard+FREE Extension+32GB Flash Disk",(0),"KSh 12,995"
TCL 55″Inch 55P635 4K Ultra HD Google TV,(0),"KSh 53,999"
"HISENSE 43A4K- 43"" Inch FRAMELESS,VIDAA OS,DOBLY AUDIO, SMART TV,BLUETOOTH,FULL HD  TV,NETFLIX,YOUTUBE+2 YEARS WARRANTY+FREE WALL BRACKET+32GB FLASH DISK",(0),"KSh 32,999"
Hisense 65A6K 65'' 4K UHD Smart TV with HDR & Dolby Digital,(0),"KSh 83,000"
"Gld 32"" Inch Smart Android FRAMELESS,USB,HDMI,INBUILT DECODER, BLUETOOTH ENABLED WIFI,YOUTBE,NETFIX TELEVISIONS+FREE GIFTS+2 YEARS WARRANTY",(0),"KSh 13,399"
Amtec 24 INCHES DIGITAL TV WITH INBUILT FREE DECORDER,(0),"KSh 8,390"
Hisense  98U7HKEN  98 inches Smart ULED 4K UHD HDR Framless U7,(0),"KSh 549,999"
"VISION PLUS VP8843,43"" INCH FRAMELESS FHD Smart Android TV BLUETOOTH,GOOGLE,NETFLIX,YOUTUBE Inbuilt Decoder Dolby Audio DVBT2+S2 WIFI+ 8 Free Gifts",(0),"KSh 24,995"
"GLAZE 50"" INCH TELEVISION INBUILT DECODER BUILT-IN WIFI FRAMELESS SMART ANDROID FULL HD TV NETFLIX YOUTUBE GOOGLE APPSTORE + Free+FREE TILT BRACKET",(0),"KSh 35,995"
"TCL P635-43'' SMART 4K HDR, NETFLIX, 2022 MODEL,GOOGLE TV,BLUETOOTH,Inbuilt WIFI TELEVISION+6 FREE GIFTS",(1),"KSh 34,999"
"Hisense 65"" Inch 4K UHD HDR Frameless Smart TV, Netflix, You Tube - 2022 TELEVISION,65A6HKEN",(0),"KSh 84,900"
"BLUETOOTH-ENABLED VITRON HTC3200S,FRAMELESS TELEVISION  Smart Android 11.0 TV Inbuilt Decoder ,HDMI,USB,Netflix,Youtube, APPSTORE +6  EXTRA GIFTS",(0),"KSh 13,699"
"Hisense 32'' Inch Smart Full HD Frameless LED TV, YouTube, Netflix ,Prime video,DSTV,Smart Vidaa-Smart tvs",(0),"KSh 19,895"
"Hisense 58” INCH 4K ULTRA UHD SMART FRAMELESS TV,BLUETOOTH,NETFLIX&YOUTUBE-WIFI+2 YEARS WARRANTY",(0),"KSh 61,890"
"Vitron 43"" Inch Full HD FRAMELESS Smart Android TV,YOUTUBE,NETFLIX,ANDROID 11,Playstore,Inbuilt Decoder Televisions+24 MONTHS WARRANTY",(0),"KSh 23,799"
Samsung 55 Inch Crystal UHD 4K Smart TV,(0),"KSh 98,000"
Hisense 100L9GE 100 inch 4K UHD Trichroma Laser TV,(0),"KSh 419,999"
"Vision 32"" inch digital frameless Television VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized Connectivity+FREE EXTENSION+BRACKET",(0),"KSh 15,699"
💃SMART LIFE YOUR CHOICE 💫Gld 32 smart android digital tv with Bluetooth,(0),"KSh 16,300"
"Hisense 58'' 4K ULTRA HD SMART TV, FRAMELESS, BLUETOOTH,YOUTUBE,NETFLIX TELEVISION",(0),"KSh 79,599"
"Skyworth32 32"" inch Frameless Smart Android 11.0 TV Netflix Youtube Bluetooth Google App-store Dolby Audio Prime Video Built-in Chrome-cast i-cast",(0),"KSh 19,999"
Hisense 58” Smart 4K 58A6HKEN Frameless smart TVs,(1),"KSh 70,000"
"Hisense 43 Inch 4K UHD Smart TV (43A61G) Bluetooth, Netflix, YouTube with Free Gifts, 16GB HP Flash + 4 Way Extension + Wall Mount + TV Guard",(1),"KSh 39,999"
"Euroken 26 inches digital tv, Flat Screen TV with HDMI, USB, VGA, & V-Chip Parental Controls, Non-Smart TV or Monitor for Home, Kitchen, RV Camper, or Office",(0),"KSh 8,500"
"Vision Plus 43"" Inch FHD Frameless Smart Android TV, Netflix and Youtube Bluetooth Television with One Year Waranty Plus FREE Wall Mount, Flash Disk, Bracket, Tv Guard, aerial and Socket extensions",(0),"KSh 25,305"
"CTC32"" Inch AC/DC Frameless Digital TV LED HD Television Inbuilt Decoder,USB HDMI,VGA Wide Color Enhancer Multilanguage + Free Wall Bracket",(0),"KSh 11,995"
"CTC 32"" Inch AC/DC Frameless Digital TV LED HD Television Inbuilt Decoder,USB HDMI,VGA Wide Color Enhancer Multilanguage + Free Wall Bracket",(0),"KSh 11,995"
"Vitron BLUETOOTH TV FRAMELESS 32"" Inch Television Smart TV Android 11.0 TV Inbuilt Decoder 3*HDMI,2*USB,1GB RAM 8GB ROM,Netflix,Youtube, Appstore Inbuilt Decoder 14 Months Warranty+FREE BRACKE",(0),"KSh 14,999"
"Amtec 32R1S 32"" inch AC/DC Bluetooth enabled Television Smart Android TV Digital TV Inbuilt Decoder Built-in WIFI Appstore 1GB DDR,8GB RAM,4-CORE LED TV+FREE GIFTS",(0),"KSh 13,895"
"Samsung 40T5300 - 40"" FULL HD SMART TV, NETFLIX, YOUTUBE TELEVISION",(0),"KSh 36,990"
"CTC 19"" INCHES LED DIGITAL TV-FREE TO AIR CHANNELS-USB/HDMI/VGA Black 19 inch with free Aerial, mount, and extension cable",(1),"KSh 8,749"
"Skyworth 50 inch Smart Android UHD 4K Frameless TV - 50INCH - Youtube, NetFlix, Bluetooth",(0),"KSh 47,999"
"Skyworth 43"" Inch Full HD (1920 * 1080) Frameless Smart Android,NETFLIX,YOUTUBE TELEVISIONS+2YEARS WARRANTY",(0),"KSh 29,999"
"BLUETOOTH VITRON HTC4388FS 43"" INCH FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2*USB+AERIAL+BRACKET      DM",(0),"KSh 20,999"
"TCL 50P635, 50” FRAMELESS 4K ULTRA HD GOOGLE TV, VOICE CONTROL+Free wall Mount + TV Guard + ExtENSION",(0),"KSh 42,990"
"BLUETOOTH  VITRON 43"" INCH HTC4388FS ,FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM+FREE WALL BRACKET+POWER GUARD",(0),"KSh 20,999"
"GLD 43"" inch TV Smart & DIGITAL Android TV BLUETOOTH-ENABLED Television, Inbuilt Decoder Netflix Youtube VGA HDMI USB Wide Color Enhancer + 7 FREE GIFTS+24 MONTHS WARRANTY",(0),"KSh 23,799"
"Skyworth 75"" Inch 4K UHD QLED  Smart Google Android TV, Netflix, Prime Video, Youtube Television with One Year Waranty Plus FREE Wall Mount, Flash Disk, Bracket, Tv Guard, aerial and extensions",(0),"KSh 134,110"
"Skyworth Frameless Smart Android TV - 43"" Inch,Netflix,Youtube,Appstore+2 YEARS WARRANTY",(1),"KSh 29,599"
"Hisense 50' Inch A6 series,BLUETOOTH TV, Smart ULTRA HD 4K HDR Frameless,Netflix-Youtube LED TV,DOLBY AUDIO+2 YEARS WARRANTY",(0),"KSh 48,999"
"BLUETOOTH VITRON 43"" INCH FRAMELESS FULL HD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2*USB PORTS,3*HDMI+7 GIFTS",(0),"KSh 22,699"
"VISION PLUS VP8843,43"" INCH FRAMELESS FHD Smart Android TV BLUETOOTH,GOOGLE,NETFLIX,YOUTUBE Inbuilt Decoder Dolby Audio DVBT2+S2 WIFI+FREE BRACKET+EXTENSION",(0),"KSh 23,999"
"Syinix32 32S65,32 Inch FRAMELESS SMART ANDROID TV,Dolby Audio Netflix Youtube Appstore i-Cast Screen HIFI Box Speaker S65Series Inbuilt Decoder for Local Channels+FREE Bracket",(0),"KSh 13,895"
"(New arrival) Syinix 32E62M 32"" inch FRAMELESS LED Digital TV A+ Panel i-Cast TV (Screen Mirroring without Network,Data or Cable) DVBT2+S2 Inbuilt Decoder + 3 FREE GIFTS",(0),"KSh 12,595"
"Skyworth 50″ inch TV 4K UHD Android 10 Television Smart  Ok Google TV Hands-Free Voice Control  Appstore Inbuilt Decoder,Netflix,Youtube,PrimeVideo,Bluetooth,Chrome i-cast",(0),"KSh 50,995"
"Vitron 50"" Inch ULTRA HD FRAMELESS 4K Android TV,NETFLIX,YOUTUBE TELEVISION",(1),"KSh 36,999"
"BLUETOOTH AMTEC 32"" Inch Smart Android FRAMELESS,USB,HDMI,INBUILT DECODER, BLUETOOTH ENABLED WIFI,YOUTBE,NETFIX TELEVISIONS+8 GIFTS+2 YEARS WARRANTY",(0),"KSh 15,490"
"[TOP SALE ] TCL 43” INCH FHD Android TV,BLUETOOTH,GOOGLE ASSITANT,YOUTUBE,NETFLIX TELEVISIONS",(3),"KSh 33,690"
"Amtec 43 Inch SMART Android TV,NETFLIX,YOUTUBE,BT,FRAMELESS DESIGN",(0),"KSh 23,999"
Hisense 65A6NKEN 65 Inches VIDAA Smart UHD 4K AI Upscaler LED TV,(0),"KSh 84,995"
"AMTEC 43"" INCH FRAMELESS FHD SMART TV ANDROID TELEVISION NETFLIX YOUTUBE 43 INCH BUILT-IN WIFI APPSTORE 1GB RAM 8GBROM 2*USB PORTS,3*HDMI PORTS + FREE ACCESSORIES",(0),"KSh 23,499"
Hisense 32 inch Smart TV Smart Television HDTV  Netflix Youtube I-cast HDMI USB Dolby Audio VDAA OS Inbuilt Decoder for local channels+ Free Bracket+TV GUARD,(0),"KSh 20,695"
"TCL 43S65A,43 Inch FRAMELESS Smart ANDROID TV,BLUETOOTH,Inbuilt WIFI TELEVISION+TILT BRACKET",(0),"KSh 28,999"
"Vitron HTC4068S,40"" Inch Smart Android TV with Free Gifts",(2),"KSh 21,999"
"Hisense 40A4 A4 Series 40 inch Class FHD Smart TV with DTS Virtual X, Game & Sports Modes, VIDAA Smart TV Television 40"" Inch USB HDMI VGA + FREE GIFTS",(1),"KSh 29,995"
"Vitron  HTC3218,32 Inch Frameless Digital LED TV InbuiltDecoder,USB,HDMI,VGA TELEVISION+TV GUARD",(0),"KSh 12,390"
"GLD 32"" Inch,BLUETOOTH-ENABLED,Frameless Smart Android Television USB 2,HDMI 3, AV,NETFLIX/YOUTUBE,INBUILT WIFI+14 MONTHS WARRANTY+FREE POWER GUARD+WALL BRACKET",(0),"KSh 13,399"
"GLD 32"" Inch,BLUETOOTH-ENABLED,Frameless Smart Android Television USB 2,HDMI 3, AV,NETFLIX/YOUTUBE,INBUILT WIFI+14 MONTHS WARRANTY+FREE POWER GUARD+EXTENSION",(0),"KSh 13,389"
"GLD 32 Inch,BLUETOOTH-ENABLED,Frameless Smart Android Television with 12 Months Warranty USB 2-HDMI 3, AV,NETFLIX+FREE WALL BRACKET",(0),"KSh 12,999"
"VITRON 43"" Inch Full HD FRAMELESS,BLUETOOTH ENABLED Smart Android TV,YOUTUBE,NETFLIX,ANDROID 11,PLAYSTORE TELEVISIONS+8 FREE GIFTS+24 MONTHS WARRANTY",(0),"KSh 22,699"
"Vitron HTC5568US 55"" Frameless 4K Ultra HD Android TV, NETFLIX,YOUTUBE +TV GUARD + WALL BRACKET+32GB FLASH",(1),"KSh 44,999"
"BLUETOOTH-ENABLED 32"" INCH HTC3200S,FRAMELESS Smart Android TV Inbuilt Decoder Inbuilt WIFI Netflix Youtube Appstore 2*USB 3*HDMI 14 MONTHS WARRANTY+8 FREE GIFTS",(0),"KSh 14,799"
"🥰🥰ENNOY A DYNAMIC LIFE😍😇AILYONS  32"" FHD Frameless Digital LED TV Inbuilt Decoder DVB T2/S2 - USB-HDMI-vga",(0),"KSh 14,888"
"Gld 32 Inch, Frameless, Bluetooth, Smart Android TV",(1),"KSh 13,999"
Skyworth32inch Frameless Smart Android TV Netflix Youtube Bluetooth Google Play store Inbuilt decoder Dolby Audio Prime Video + FREE TV GUARD+ WALL BRACKET,(0),"KSh 18,999"
"HISENSE 43"" Inches Smart 4K UHD VIDAA Frameless LED TV PLUS Bluethooth,NETFLIX,WIFI,USB,HDMI",(0),"KSh 35,599"
"Skyworth 32"" Inch FRAMELESS Smart Android TV,INBUILT DECODER+WIFI",(3),"KSh 19,999"
"Samsung UA32T5300AU, 32"" Inch Smart HD TV Series 5 Inbuilt ,DECODER,WIFI TELEVISION+GIFTS BUNDLE",(0),"KSh 29,999"
Amtec 19 INCHES DIGITAL LED TV-USB/HDMI WITH FREE TO AIR CHANNELS,(0),"KSh 6,700"
CTC 19''inches Digital HD LED TV -PLUS FREE AERIAL,(0),"KSh 6,999"
"32 Inch Digital  Frameless LED HD TV,INBUILT DECODER+FREE GIFTS+14MONTHS WARRANTY",(1),"KSh 14,599"
"GLD 32"" Smart Android Digital TV with Bluetooth – HD Display, Built-in Apps & Wireless Connectivity",(0),"KSh 14,449"
