product_name,product_reviews,product_price
"CLEARANCE SALE!!!VITRON 5068US,50"" Inch FRAMELESS 4K UHD Android TV,BLUETOOTH ENABLED/NETFLIX/YOUTUBE+2 YEARS WARRANTY",(0),"KSh 34,999"
"TCL 43S5400 S Series, 43"" Full HD Smart TV - Black +2 YEARS WARRANTY+FREE WALL BRACKET",(0),"KSh 27,999"
"TCL 43"" P635 4K HDR Google TV ,BLUETOOTH TV,FRAMELESS,DOLBY AUDIO,NETFLIX/YOUTUBE+2YEARS WARRANTY+FREE TILT WALL BRACKET+TVPOWER GUARD",(0),"KSh 33,999"
"TCL 43"" P635 4K HDR Google TV ,BLUETOOTH TV,FRAMELESS,DOLBY AUDIO,NETFLIX/YOUTUBE+2YEARS WARRANTY+FREE TILT WALL BRACKET",(0),"KSh 32,999"
"Skyworth 50Q6500G, 50"" inches 4K QLED 2024 MODEL Frameless Google TV,BLUETOOTH-ENABLED/NETFLIX/YOUTUBE+2 YEARS WARRANTY",(0),"KSh 46,999"
"Skyworth  55"" 4K QLED  Frameless Smart Android/GOOGLE  TV,BLUETOOTH-ENABLED,NETFLIX/YOUTUBE+2 YEARS WARRANTY",(0),"KSh 53,999"
"TCL 43"" Inch,FRAMELESS-BLUETOOTH TV,FUL HD-Smart & Digital ANDROID/GOOGLE TELEVISION,DOLBY AUDIO-NETFLIX-YOUTUBE+ FREE AERIAL+EXTENSION",(0),"KSh 28,999"
"TCL 43"" Inch-S5400-BLUETOOTH-ENABLED FHD-Smart & Digital ANDROID/GOOGLE TELEVISION-NETFLIX-YOUTUBE+2 YEARS WARRANTY+7 FREE GIFTS",(0),"KSh 31,999"
"TCL 43"" Inch-S5400-BLUETOOTH TV,FHD-Smart & Digital ANDROID/GOOGLE TELEVISION-NETFLIX-YOUTUBE+FREE AERIAL& WALL BRACKET",(0),"KSh 28,999"
"VISION PLUS 43"" inch VP8843SF FRAMELESS HD Smart Android TV BLUETOOTH-ENABLED,GOOGLE PLAY/HDMI/USB,NETFLIX,YOUTUBE Inbuilt decoder DVBT2/S2 Screen Share +8 FREE GIFTS",(0),"KSh 24,999"
"VISION PLUS 43"" inch VP8843SF FRAMELESS HD Smart Android TV BLUETOOTH-ENABLED,GOOGLE PLAY/HDMI/USB,NETFLIX,YOUTUBE Inbuilt decoder DVBT2/S2 Screen Share + FREE WALL BRACKET+TV GUARD",(0),"KSh 23,999"
"Vision Plus 43"" Inch, FHD, Frameless, Bluetooth, Smart Android TV",(0),"KSh 22,999"
"BLUETOOTH  GLD 43"" INCH TV FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM+7 FREE GIFTS",(0),"KSh 22,999"
Skyworth 43''inch Frameless Smart Android AI TV Bluetooth Enabled Netflix Youtube I-cast Prime VIdeo Google Play Assistant Television Inbuilt Decoder Built-in Wi-FI+FREE TV GUARD+BRACKET,(0),"KSh 28,395"
"Skyworth 43E5500G, 43-inches Full HD 2024 Frameless Google TV-BLACK+1 YEAR WARRANTY",(0),"KSh 29,990"
"TCL 50"" Inch, P635, 4K HDR Google/Android TV,BLUETOOTH-ENABLED+FREE TV MOUNT+EXTENSION, DOLBY SOUND, WIFI,HDMI, YOUTUBE,NETFLIX,PRIME VIDEO, FRAMELESS, HRD 4K TV,Dynamic Color Enhancement.1 YR WARRANT",(0),"KSh 43,799"
"TCL 55'' 4K ULTRA HD GOOGLE TV, VOICE CONTROL, NETFLIX, BLUETOOTH,DOLBY AUDIO,HDR, 55P635+WALL BRACKET+2 YEARS WARRANTY",(0),"KSh 54,999"
"Vitron 32"" Inch Smart Android TV,BLUETOOTH TV,USB/HDMI,Frameless, Netflix + FREE GIFTS",(0),"KSh 12,999"
"Vitron HTC3200S,BLUETOOTH TV FRAMELESS TELEVISION 32"" Inch Smart Android 11.0 TV Inbuilt Decoder ELECTRONICS HDMI,USB,Netflix,Youtube, APPSTORE +  EXTRA ACCESSORIES",(0),"KSh 13,399"
"Vitron HTC3200S,32""Inch Bluetooth Enabled Frameless Smart Android TV Inbuilt Decoder NetflixYoutube Appstore+FREE TVGuard+Bracket+Aerial+Aerial Clips",(0),"KSh 13,699"
"VITRON 43"" INCH BLUETOOTH ENABLED HTC4388FS FRAMELESS FHD SMART TV ANDROID TELEVISION NETFLIX YOUTUBE 43 INCH BUILT-IN WIFI APPSTORE 1GB RAM 8GBROM 2*USB PORTS,3*HDMI PORTS+BRACKET",(0),"KSh 21,599"
"BLUETOOTH VITRON 32"" Inch Smart Android  FRAMELESS TV,Netflix,Youtube,Inbuilt Wifi Television",(4),"KSh 14,499"
"BLUETOOTH GLD 43"" INCH FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2*USB PORTS,3*HDMI+FREE WALL",(0),"KSh 20,880"
"GLD 32 Inch Frameless Smart Android TV（G3200R1-SA）By Android Smart TV LED Television with 12 Months Warranty USB 2-HDMI 3, AV,NETFLIX",(0),"KSh 12,999"
TCL 65P635 65'' Inches Smart UHD 4K With HDR Google TV Frameless/Bluetooth-Enabled - 2024 MODEL+2 YEARS WARRANTY,(0),"KSh 86,599"
"CLEARANCE SALE!!! TCL 65'' 4K ULTRA HD GOOGLE TV, VOICE CONTROL, NETFLIX, BLUETOOTH 65P635+2YRS WARRANTY",(0),"KSh 85,999"
"CLEARANCE SALE!!! Skyworth 55"" 4K QLED 2022 LATEST GOOGLE TV,VOICE CONTROL,QUANTUM DOT,FRAMELESS+2YRS WARRANTY",(0),"KSh 59,999"
"GLD 32"" Inch Frameless Smart Android TV, App-store Bluetooth ,Inbuilt Decoder Netflix Youtube, USB,HDMI + Built-in WIFI ACCESS WideColor Enhancer 1GB RAM+8GB ROM+14 MONTHS WARRANTY",(0),"KSh 12,870"
"Vitron HTC3200S, HD Frameless 32"" Inch TV Smart Android TV, Netflix,Youtube,Android 11,Playstore,Inbuilt Decoder Televisions+8 FREE GIFTS",(6),"KSh 14,850"
"TCL 43"" Inch-S5400-BLUETOOTH TV,FHD-Smart & Digital ANDROID/GOOGLE TELEVISION-NETFLIX-YOUTUBE+FREE AERIAL, WALL BRACKET,TV GUARD&EXTENSION",(0),"KSh 30,999"
Skyworth 43' inch Frameless  FHD Smart GOOGLE TV  Android Bluetooth Enabled Netflix Youtube I-cast Prime Video Google Play Assistant Television CHROME CAST  OK GOOGLE.,(0),"KSh 28,599"
"Hisense 58"" Inch 58A6K VIDAA OS LED ,BLUETOOTH TV,ULTRA HD 4K,Frameless Smart TV +2YRS WRTY",(0),"KSh 63,999"
"Amtec 32 inch 32R1S Bluetooth enabled Television Smart Android TV Digital TV Inbuilt Decoder Built-in WIFI Appstore 1GB DDR,8GB RAM,4-CORE LED TV+ 4 EXTRA FREE GIFTS",(0),"KSh 14,280"
"TCL 43"" P635 4K HDR Google TV ,BLUETOOTH TV,FRAMELESS,DOLBY AUDIO,NETFLIX/YOUTUBE+2YEARS WARRANTY+FREE TV POWER GUARD",(0),"KSh 32,999"
"Vitron 32"" Inch ,Frameless Smart Android Tv with Netflix,Youtube, Bluetooth, Google Play+4 FREE GIFTS",(0),"KSh 13,699"
"Hisense 32A4GKEN 32"" Inch Frameless Smart TV With Inbuilt WIFI,NETFLIX,YOUTUBE TELEVISION",(5),"KSh 20,999"
"Vitron 55"" Inch FRAMELESS,BLUETOOTH,UHD 4k Android Smart TV,NETFLIX+FREE WALL BRACKET",(0),"KSh 43,799"
"Globalstar TV 40"" Inch Smart Android TV, USB, Netflix, Youtube,LED, VGA, HDMI - Black",(0),"KSh 18,899"
"TCL 55"" Inch, P635, 4K HDR Google/Android TV,BLUETOOTH-ENABLED+FREE TV MOUNT+EXTENSION, DOLBY SOUND, WIFI,HDMI, YOUTUBE,NETFLIX,PRIME VIDEO, FRAMELESS, HRD 4K TV,Dynamic Color Enhancement.1 YR WARRANT",(0),"KSh 49,899"
"Hisense 50"" Inch A6 series,BLUETOOTH TV, Smart ULTRA HD 4K HDR Frameless,Netflix-Youtube LED TV,DOLBY AUDIO+2 YEARS WARRANTY+WALL BRACKET+TV GUARD",(1),"KSh 46,999"
"TCL 43"" Inch,FRAMELESS-BLUETOOTH TV,FUL HD-Smart & Digital ANDROID/GOOGLE TELEVISION,DOLBY AUDIO-NETFLIX-YOUTUBE+6 FREE GIFTS",(0),"KSh 30,999"
"Vision Plus 55 inch Smart TV Frameless 4K UHD Frameless V+ OS TV 55"" NETFLIX ,YOUTUBE, DOLBY AUDIO, BLUETOOTH, VP8855KV 1YRS WARRANTY.",(0),"KSh 48,899"
"Vitron HTC4388FS 43"" INCH-BLUETOOTH-ENABLED, FRAMELESS- FULL HD,1080P,SMART TV ANDROID 11 TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI+8 FREE GIFTS+14",(0),"KSh 23,699"
"VITRON 43"" INCH HTC4388FS BLUETOOTH FRAMELESS Full HD SMART ANDROID TV, NETFLIX, Youtube, Inbuilt Decoder 2*USB Ports,3*HDMI Ports,APPSTORE 14 Months Warranty+ 8 FREE GIFTS",(0),"KSh 23,480"
"VITRON HTC4388FS 43"" INCH BLUETOOTH FRAMELESS FHD SMART TV ANDROID TELEVISION NETFLIX ,YOUTUBE 43 INCH BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM + 4 EXTRA ACCESSORIES",(0),"KSh 21,799"
"VITRON HTC4388FS 43"" INCH BLUETOOTH FRAMELESS FHD SMART TV ANDROID TELEVISION NETFLIX YOUTUBE 43 INCH ,WITH BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2*USB PORTS,3*HDMI",(0),"KSh 22,199"
"VITRON HTC 4388FS 43"" INCH FRAMELESS,BLUETOOTH-ENABLED FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APPSTORE+ 6 FREE GIFTS",(0),"KSh 23,218"
"BLUETOOTH VITRON 43"" Inch Full HD FRAMELESS Smart Android TV,YOUTUBE,NETFLIX,ANDROID 11,PLAYSTORE TELEVISIONS+6 FREE GIFTS+24 MONTHS WARRANTY",(0),"KSh 23,180"
"Hisense 32"" Inch Frameless FHD SMART TV,Netflix,WIFI,INBUILT DECODER+FREE TV GUARD+EXTENSION+2YEARS WARRANTY",(0),"KSh 19,999"
"Hisense 58"" Inch 58A6K VIDAA OS LED Frameless Smart TV - Black (2YRS WRTY)",(0),"KSh 63,999"
"TCL 50"" Inch,4K HDR Google TV - BLUETOOTH-ENABLED/ANDROID TV,NETFLIX,VOICE CONTROL+FREE POWER GUARD+2 YEARS WARRANTY",(0),"KSh 44,999"
"Hisense 32"" Inch Frameless FHD SMART TV,Netflix,WIFI,INBUILT DECODER+TV GUARD+BRACKET+2YEARS WARRANTY",(0),"KSh 19,999"
"TCL 50"" Inch,4K HDR Google TV - BLUETOOTH-ENABLED/ANDROID TV,NETFLIX,VOICE CONTROL+FREE POWER GUARD+32GB FLASH DISK+2 YEARS WARRANTY",(0),"KSh 45,999"
"VISION PLUS 32"" inch BLUETOOTH,Frameless Smart &Digital Android 11,BLUETOOTH,GOOGLE PLAY/HDMI/USB,NETFLIX,YOUTUBE Inbuilt decoder DVBT2/S2 Screen Share +FREE 32GB FLASH DISK +WALL BRACKET",(0),"KSh 14,799"
"VISION PLUS 32"" inch VP8832SF FRAMELESS HD Smart Android TV BLUETOOTH-ENABLED,GOOGLE PLAY/HDMI/USB,NETFLIX,YOUTUBE Inbuilt decoder DVBT2/S2 Screen Share +4 FREE ACCESSORIES",(0),"KSh 15,299"
"VISION PLUS 32"" inch BLUETOOTH,Frameless Smart &Digital Android 11,BLUETOOTH,GOOGLE PLAY/HDMI/USB,NETFLIX,YOUTUBE Inbuilt decoder DVBT2/S2 Screen Share +FREE EXTENSION+TV GUARD",(0),"KSh 14,799"
"VISION PLUS 32"" inch BLUETOOTH,Frameless Smart &Digital Android 11,BLUETOOTH,GOOGLE PLAY/HDMI/USB,NETFLIX,YOUTUBE Inbuilt decoder DVBT2/S2 Screen Share +FREE AERIAL+BRACKET",(0),"KSh 14,699"
"GLD 32"" Inch,FRAMELESS SMART BLUETOOTH ENABLED-Android TV,NETFLIX+YOUTUBE-WIFI TELEVISION+FREE 8 GIFTS",(0),"KSh 14,199"
"VISION PLUS 32"" inch VP8832SF FRAMELESS HD Smart Android TV BLUETOOTH-ENABLED,AppStore ,NETFLIX,YOUTUBE Inbuilt decoder DVBT2/S2 Screen Share +FREE 3 GIFTS",(0),"KSh 14,890"
"VISION PLUS 32"" inch VP8832SF FRAMELESS HD Smart Android TV BLUETOOTH-ENABLED,GOOGLE PLAY/HDMI/USB,NETFLIX,YOUTUBE Inbuilt decoder DVBT2/S2 Screen Share + FREE AERIAL+CABLE",(0),"KSh 14,599"
"TCL 50P635 - 50"" Inch- FRAMELESS,BLUETOOTH TV, 4K ULTRA HD GOOGLE-ANDROID TV+TV GUARD+32GB FLASH DISK",(0),"KSh 45,999"
"TCL 50"" Inch,4K HDR Google TV - BLUETOOTH-ENABLED/ANDROID TV,NETFLIX,VOICE CONTROL+BRACKET+32GB FLASH DISK+2 YEARS WARRANTY",(0),"KSh 45,999"
"TCL 50"" Inch, P635, 4K HDR Google/Android TV,BLUETOOTH-ENABLED+FREE GIFTS+2 YEARS WARRANTY",(0),"KSh 45,999"
"Vitron HTC4388FS,43"" Inch,BLUETOOTH-ENABLED,FRAMELESS,Smart Android 11.0 TV WIFI Netflix,Youtube,Playstore Television+FREE 7 GIFT",(0),"KSh 23,588"
"VITRON 43"" INCH TV HTC4388FS BLUETOOTH FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM+FREE WALL",(0),"KSh 21,680"
"TCL 50"" Inch-UHD-4K Smart GOOGLE TV,BLUETOOTH-ENABLED,NETFLIX,FRAMELESS+TILT BRACKET+TV GUARD+2 YEARS WARRANTY",(0),"KSh 45,999"
Skyworth 32 ' inch Frameless  FHD Smart GOOGLE TV  Android Bluetooth Enabled Netflix Youtube I-cast Prime Video Google Play Assistant Television CHROME CAST  In built Wi-FI & OK GOOGLE.,(0),"KSh 17,999"
"VITRON32 32"" Inch HD FRAMELESS LED TV DIGITAL Television Inbuilt Decoder for Local Channels, Wide Color Enhancer 3*HDMI 2*USB Ports HTC3218 + 6 FREE GIFTS",(1),"KSh 12,995"
"TCL 43S5400- 43"" inch FULL HD,Google TV,Android OS,Netflix,Youtube+WALL BRACKET+POWER GUARD+2 YEARS WARRANTY",(0),"KSh 28,999"
"Hisense 32A3KKEN,FRAMELESS 32"" inch LED Television Digital  TV A3 Series Dolby Digital PLUS Inbuilt Decoder Natural Wide Color Enhancer HDMI USB",(1),"KSh 16,395"
"VISION PLUS 32"" inch BLUETOOTH,Frameless Smart &Digital Android 11,BLUETOOTH,GOOGLE PLAY/HDMI/USB,NETFLIX,YOUTUBE Inbuilt decoder DVBT2/S2 Screen Share +FREE EXTENSION+WALL BRACKET",(0),"KSh 14,699"
"VISION PLUS 32"" inch BLUETOOTH,Frameless Smart &Digital Android 11,BLUETOOTH,GOOGLE PLAY/HDMI/USB,NETFLIX,YOUTUBE Inbuilt decoder DVBT2/S2 Screen Share +FREE EXTENSION+WALL BRACKET",(0),"KSh 14,699"
"VISION PLUS 32"" inch VP8832SF FRAMELESS HD Smart Android TV BLUETOOTH-ENABLED,GOOGLE PLAY/HDMI/USB,NETFLIX,YOUTUBE Inbuilt decoder DVBT2/S2 Screen Share + FREE BRACKET+TV GUARD+OTG+AUDIO CABLE",(0),"KSh 14,799"
"BLUETOOTH-ENABLED VITRON 43"" INCH FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2*USB PORTS,3*HDMI+7 FREE GIFTS",(0),"KSh 23,699"
"BLUETOOTH-ENABLED  VITRON 43"" INCH FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2*USB PORTS,3*HDMI+BRACKET+AERIAL+TV GUARD",(0),"KSh 21,999"
"VITRON 43"" INCH-BLUETOOTH/FRAMELESS Full HD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2*USB PORTS,3*HDMI+FREE 32GB FLASH+WALL BRACKET",(0),"KSh 21,890"
"BLUETOOTH-ENABLED  VITRON 43"" INCH FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2*USB PORTS,3*HDMI+BRACKET+TV GUARD",(0),"KSh 21,799"
"BLUETOOTH VITRON 43"" INCH FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2*USB PORTS,3*HDMI+FREE WALL BRACKET+TV GUARD",(0),"KSh 21,890"
"BLUETOOTH VITRON 43"" INCH FRAMELESS FULL- HD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2*USB PORTS,3*HDMI+FREE AERIAL+WALL BRACKET",(0),"KSh 21,890"
"VITRON 43"" INCH ,BLUETOOTH -ENABLED FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2*USB PORTS,3*HDMI+FREE TILT WALL BRACKET",(0),"KSh 21,790"
"VITRON 43"" INCH ,BLUETOOTH -ENABLED FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2*USB PORTS,3*HDMI+FREE TV POWER GUARD",(0),"KSh 21,890"
"BLUETOOTH VITRON 43"" INCH FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2*USB PORTS,3*HDMI+BRACKET+AERIAL+TV GUARD+HDMI CABLE",(0),"KSh 22,199"
"Vision Plus 50"" ULTRA 4K Frameless, Netflix Official Smart Content TV,BLUETOOTH-ENABLED/INBUILT DECODER +Free Wall Mount BRACKET+TV GUARD+2 YEARS WARRANTY",(0),"KSh 44,999"
"VITRON HTC3218-32"" INCH FRAMELESS HD DIGITAL TV WITH INBUILT DECODER FOR  FREE to Air Channels 14 Months Warranty+4 FREE GIFTS",(0),"KSh 12,999"
"TCL 43S5400A,43"" Inch Bluetooth Television Smart ANDROID TV Netflix Youtube Google Appstore Inbuilt WIFI Inbuilt Decoder DOLBY AUDIO HDR10+ FREE TV GUARD+EXTENSION",(0),"KSh 28,999"
"Vitron HTC3218 - 32"" Inch Digital LED,Frameless,Inbuilt Decoder,USB/HDMI +FREE WALL BRACKET+TV GUARD",(0),"KSh 12,399"
"VITRON FRAMELESS DIGITAL TV-HDMI+INBUILT DECODER-32"" Inch+14 MONTHS WARRANTY+FREE WALL BRACKET+32GB FLASH DISK",(0),"KSh 12,299"
"GLOBALSTAR Digital Tv 22''HDMI, USB, LED SCREEN DIGITAL TV",(0),"KSh 7,999"
"Glaze 50"" Inch FULL HD FRAMELESS Android TV,BLUETOOTH,NETFLIX,YOUTUBE-WIFI TELEVISION",(2),"KSh 35,990"
"BLUETOOTH VITRON  43"" INCH FRAMELESS FULL- HD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2*USB PORTS,3*HDMI+FREE 6 GIFTS",(0),"KSh 22,999"
"BLUETOOTH VITRON 43"" INCH FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2*USB PORTS,3*HDMI+8 GIFTS",(0),"KSh 23,699"
"Skyworth 55"" 4K QLED 2022 LATEST GOOGLE TV,VOICE CONTROL,QUANTUM DOT,FRAMELESS-55G3B+FREE GIFTS",(0),"KSh 69,999"
"VITRON FRAMELESS DIGITAL TV-HDMI+INBUILT DECODER-32"" Inch+14 MONTHS WARRANTY+FREE POWER GUARD",(0),"KSh 12,299"
"VITRON HTC3218 - 32"" Inch Digital LED,FRAMELESS,USB,HDMI,Inbuilt Decoder +FREE 32GB FLASH DISK+TV GUARD",(0),"KSh 12,599"
"VITRON 32"" INCH FRAMELESS HD DIGITAL TV WITH INBUILT DECODER FOR  FREE to Air Channels 14 Months Warranty+FREE WALL BRACKET+TV GUARD",(0),"KSh 12,299"
"Royal 43"" Inch SMART ANDROID FRAMELESS TV USB,HDMI+NETFLIX,YOUTUBE TELEVISION+6 FREE GIFTS",(2),"KSh 23,699"
"CTC 32"" inch-CT32F1S,Smart/Android 12 TV,Bluetooth/NETFLIX/YOUTUBE + FREE DELIVERY",(0),"KSh 13,000"
"TCL 75C655 75"" inch QLED PRO UHD 4K with AiPQ PRO PROCESSOR, ONKYO 2.0CH, Dolby Vision Atmos & HDR10+ Google TV NEW",(0),"KSh 153,000"
"GLD 32 Inch,BLUETOOTH-ENABLED,Frameless Smart Android TV（LE3200R1-SATelevision with 12 Months Warranty USB 2-HDMI 3, AV,NETFLIX+FREE 6 EXTRA ACCESSORIES",(0),"KSh 13,990"
"GLD 32"" Inch Frameless/Bluetooth-Enabled,Smart Android  Television,App-store ,Inbuilt Decoder Netflix Youtube, USB,HDMI PORTS+WIFI INBUILT+8 FREE GIFTS",(0),"KSh 14,299"
"TCL 43S5400- 43"" inch FULL HD,Google TV,Android OS,Netflix,Youtube+2 YEARS WARRANTY",(0),"KSh 28,699"
"Hisense 50"" Inch (55A6K) VIDAA OS LED Frameless Smart TV - Black (2YRS WRTY)Dolby Vision,DTS Virtual X,AI 4k Upscaler,Vidaa Voice
Airplay 2,Dual Band Wifi,Resolution: 3840X2160",(0),"KSh 47,999"
"VITRON HTC3218 - 32"" Inch Digital LED,Frameless,Inbuilt Decoder,USB/HDMI +FREE POWER GUARD+4-WAY EXTENSION",(0),"KSh 12,399"
"TCL 43 "" FULL HD ANDROID TV FRAMELESS,NETFLIX,YOUTUBE,PRIME VIDEO,TCL CHANNELS, WIFI, BLUETOOTH,I CAST. ACCESS TO GOOGLE PLAY-STORE,Free wall bracket &FREE extension cable. TCL 43S5400 GOOGLE TV.",(0),"KSh 28,599"
"Syinix 32"" Inch SMART Tv Android Tv FRAMELESS Design YOUTUBE NETFLIX I-CAST IN-BUILT WIFI HDMI HiFi BOX Speaker DVB T2",(0),"KSh 13,999"
"Hisense 55 inch smart 4k UHD Frameless 55A6NKEN-2024 MODEL 
+2YRS WARRANTY",(0),"KSh 55,999"
"CLEARANCE SALE!!! TCL 55"" Inch SMART 4K Frameless/Bluetooth-Enabled, ULTRA HD-4K GOOGLE TV,NETFLIX WITH VOICE CONTROL+2YEARS WARRANTY",(0),"KSh 49,999"
Vitron 24 inch Digital TV HD LED TV AC/DC DVB-T2 V2446D Black 24 inch,(0),"KSh 9,990"
"Vitron 43""inch,INBUILT BLUETOOTH/ Frameless Smart& Digital Android TV InbuiltDecoder+BRACKET&EXTENSION",(0),"KSh 26,000"
"Syinix 32E62M, 32"" Inch Frameless LED Digital TV Smart I-cast Screen Inbuilt Decoder USB ENABLED HDMI",(0),"KSh 11,999"
"VITRON43 BLUETOOTH 43"" INCH TV FRAMELESS FHD SMART ANDROID TV Inbuilt Decoder NETFLIX YOUTUBE APPSTORE 1GBRAM 8GBROM 3*HDMI Ports 2*USB Ports HTC 4388FS+ 8 FREE GIFTS",(1),"KSh 22,595"
"TCL 43' inch P635 FRAMELESS 4K FHD Smart TV OK GOOGLE Android Bluetooth Enabled,Netflix,Youtube,PRIME. QLED TV Google Play Assistant TV CHROME CAST  In built Wi-FI ,HDR & DOLBY sounds.",(0),"KSh 32,899"
"GLD 32 Inch,BLUETOOTH-ENABLED,Frameless Smart Android TV（LE3200R1-SATelevision with 12 Months Warranty USB 2-HDMI 3, AV,NETFLIX+FREE TV AERIAL+14MONTHS WARRANTY",(0),"KSh 12,999"
"GLD 32 Inch,BLUETOOTH-ENABLED,Frameless Smart Android TV（LE3200R1-SATelevision with 12 Months Warranty USB 2-HDMI 3, AV,NETFLIX+FREE 4 GIFTS +14MONTHS WARRANTY",(0),"KSh 13,699"
"Vision Plus 50"" 4K Frameless, Netflix Official Smart Content TV +Free Wall Mount+2 YEARS WARRANTY",(0),"KSh 40,899"
"Vision Plus 43"" Full HD Android Frameless Smart TV,Dvb-T2/S2 +Free Wall Bracket (2YRS WRTY)",(0),"KSh 23,599"
"Skyworth  50"" 4K ULTRA HD Frameless Smart Android TV,BLUETOOTH-ENABLED,NETFLIX/YOUTUBE+2 YEARS WARRANTY",(0),"KSh 44,999"
"Samsung 65'' Crystal UHD 4K Smart TV, Netflix, Youtube (2023) TELEVISIONS+2 YEARS WARRANTY",(1),"KSh 109,999"
"TCL 32S5400 S Series, 32"" FHD/HD HDR Smart TV - Black+2 YEARS WARRANTY",(0),"KSh 19,999"
"VITRON 43"" INCH BLUETOOTH ENABLED HTC4388FS FRAMELESS FHD SMART TV ANDROID TELEVISION NETFLIX YOUTUBE 43 INCH BUILT-IN WIFI APPSTORE 1GB RAM 8GBROM 2*USB PORTS,3*HDMI",(0),"KSh 23,199"
Vitron 55 Inch Smart TV 4K UHD TV HTC5588USWO WebOS LED TV Bluetooth Frameless Television 2G+9G DVB-T2,(5),"KSh 44,599"
"Hisense 58A6KKEN 58 inch 4K UHD Smart TV ,NETFLIX/YOUTUBE+2YEARS WARRANTY-2024 MODEL",(0),"KSh 60,999"
"CTC 19SP17CT2,19&quot;-Digital LED TV Full HD Clear Images AC/DC",(6),"KSh 5,895"
"TCL 43"" P635 4K HDR Google TV ,BLUETOOTH TV,FRAMELESS+2YEARS WARRANTY",(0),"KSh 32,999"
"Hisense 32"" Inch 32A4KKEN Smart TV,VIDAA OS,NETFLIX/YOUTUBE+2YEARS WARRANTY",(0),"KSh 19,899"
"KONKA UDG50JR680ANT 50 inch Television Full HD1080P FRAMELESS SMART ANDROID 11 TV, "" 4K "" ULTRA THIN BEZELS NETFLIX, YOU-TUBE,Facebook,Appstore TV",(1),"KSh 33,490"
"Vitron32 BLUETOOTH TV HTC3200S 32"" Inch FRAMELESS Smart Android TELEVISION with Inbuilt Decoder Inbuilt WIFI,Netflix,Youtube Google Appstore 14 Months Warranty VITRON 32 + 7 FREE GIFTS",(1),"KSh 13,995"
"TCL 43S5400 S Series, 43"" Full HD Smart TV - Black +2 YEARS WARRANTY",(0),"KSh 27,999"
"Vision Plus 43"" Full HD Android Frameless Smart TV,Dvb-T2/S2 +Free Wall Bracket+TV GUARD+2 YEARS WARRANTY",(0),"KSh 24,999"
"VITRON 43"" INCH BLUETOOTH TV HTC4388FS FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM+FREE TV GUARD +WALL",(0),"KSh 21,680"
