product_name,product_reviews,product_price,clean_product_name,description,brand,size
"TCL 50P635, 50” FRAMELESS 4K ULTRA HD GOOGLE TV, VOICE CONTROL+Free wall Mount + TV Guard + ExtENSION",(0),"KSh 42,990","TCL 50P635, 50 FRAMELESS 4K ULTRA HD GOOGLE TV, VOICE CONTROLFree wall Mount  TV Guard  ExtENSION","50P635, 50 FRAMELESS 4K ULTRA HD GOOGLE TV, VOICE CONTROLFree wall Mount  TV Guard  ExtENSION",TCL,
"BLUETOOTH  VITRON 43"" INCH HTC4388FS ,FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM+FREE WALL BRACKET+POWER GUARD",(0),"KSh 20,999","BLUETOOTH  VITRON 43 INCH HTC4388FS ,FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROMFREE WALL BRACKETPOWER GUARD","VITRON  HTC4388FS ,FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROMFREE WALL BRACKETPOWER GUARD",BLUETOOTH,43
"GLD 43"" inch TV Smart & DIGITAL Android TV BLUETOOTH-ENABLED Television, Inbuilt Decoder Netflix Youtube VGA HDMI USB Wide Color Enhancer + 7 FREE GIFTS+24 MONTHS WARRANTY",(0),"KSh 23,799","GLD 43 inch TV Smart  DIGITAL Android TV BLUETOOTH-ENABLED Television, Inbuilt Decoder Netflix Youtube VGA HDMI USB Wide Color Enhancer  7 FREE GIFTS24 MONTHS WARRANTY","TV Smart  DIGITAL Android TV BLUETOOTH-ENABLED Television, Inbuilt Decoder Netflix Youtube VGA HDMI USB Wide Color Enhancer  7 FREE GIFTS24 MONTHS WARRANTY",GLD,43
"Skyworth 75"" Inch 4K UHD QLED  Smart Google Android TV, Netflix, Prime Video, Youtube Television with One Year Waranty Plus FREE Wall Mount, Flash Disk, Bracket, Tv Guard, aerial and extensions",(0),"KSh 134,110","Skyworth 75 Inch 4K UHD QLED  Smart Google Android TV, Netflix, Prime Video, Youtube Television with One Year Waranty Plus FREE Wall Mount, Flash Disk, Bracket, Tv Guard, aerial and extensions","4K UHD QLED  Smart Google Android TV, Netflix, Prime Video, Youtube Television with One Year Waranty Plus FREE Wall Mount, Flash Disk, Bracket, Tv Guard, aerial and extensions",Skyworth,75
"Skyworth Frameless Smart Android TV - 43"" Inch,Netflix,Youtube,Appstore+2 YEARS WARRANTY",(1),"KSh 29,599","Skyworth Frameless Smart Android TV - 43 Inch,Netflix,Youtube,Appstore2 YEARS WARRANTY","Frameless Smart Android TV - ,Netflix,Youtube,Appstore2 YEARS WARRANTY",Skyworth,43
"Hisense 50' Inch A6 series,BLUETOOTH TV, Smart ULTRA HD 4K HDR Frameless,Netflix-Youtube LED TV,DOLBY AUDIO+2 YEARS WARRANTY",(0),"KSh 48,999","Hisense 50 Inch A6 series,BLUETOOTH TV, Smart ULTRA HD 4K HDR Frameless,Netflix-Youtube LED TV,DOLBY AUDIO2 YEARS WARRANTY","A6 series,BLUETOOTH TV, Smart ULTRA HD 4K HDR Frameless,Netflix-Youtube LED TV,DOLBY AUDIO2 YEARS WARRANTY",Hisense,50
"BLUETOOTH VITRON 43"" INCH FRAMELESS FULL HD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2*USB PORTS,3*HDMI+7 GIFTS",(0),"KSh 22,699","BLUETOOTH VITRON 43 INCH FRAMELESS FULL HD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2USB PORTS,3HDMI7 GIFTS","VITRON  FRAMELESS FULL HD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2USB PORTS,3HDMI7 GIFTS",BLUETOOTH,43
"VISION PLUS VP8843,43"" INCH FRAMELESS FHD Smart Android TV BLUETOOTH,GOOGLE,NETFLIX,YOUTUBE Inbuilt Decoder Dolby Audio DVBT2+S2 WIFI+FREE BRACKET+EXTENSION",(0),"KSh 23,999","VISION PLUS VP8843,43 INCH FRAMELESS FHD Smart Android TV BLUETOOTH,GOOGLE,NETFLIX,YOUTUBE Inbuilt Decoder Dolby Audio DVBT2S2 WIFIFREE BRACKETEXTENSION","PLUS VP8843, FRAMELESS FHD Smart Android TV BLUETOOTH,GOOGLE,NETFLIX,YOUTUBE Inbuilt Decoder Dolby Audio DVBT2S2 WIFIFREE BRACKETEXTENSION",VISION,43
"Syinix32 32S65,32 Inch FRAMELESS SMART ANDROID TV,Dolby Audio Netflix Youtube Appstore i-Cast Screen HIFI Box Speaker S65Series Inbuilt Decoder for Local Channels+FREE Bracket",(0),"KSh 13,895","Syinix32 32S65,32 Inch FRAMELESS SMART ANDROID TV,Dolby Audio Netflix Youtube Appstore i-Cast Screen HIFI Box Speaker S65Series Inbuilt Decoder for Local ChannelsFREE Bracket","32S65, FRAMELESS SMART ANDROID TV,Dolby Audio Netflix Youtube Appstore i-Cast Screen HIFI Box Speaker S65Series Inbuilt Decoder for Local ChannelsFREE Bracket",Syinix32,32
"(New arrival) Syinix 32E62M 32"" inch FRAMELESS LED Digital TV A+ Panel i-Cast TV (Screen Mirroring without Network,Data or Cable) DVBT2+S2 Inbuilt Decoder + 3 FREE GIFTS",(0),"KSh 12,595","New arrival Syinix 32E62M 32 inch FRAMELESS LED Digital TV A Panel i-Cast TV Screen Mirroring without Network,Data or Cable DVBT2S2 Inbuilt Decoder  3 FREE GIFTS","arrival Syinix 32E62M  FRAMELESS LED Digital TV A Panel i-Cast TV Screen Mirroring without Network,Data or Cable DVBT2S2 Inbuilt Decoder  3 FREE GIFTS",New,32
"Skyworth 50″ inch TV 4K UHD Android 10 Television Smart  Ok Google TV Hands-Free Voice Control  Appstore Inbuilt Decoder,Netflix,Youtube,PrimeVideo,Bluetooth,Chrome i-cast",(0),"KSh 50,995","Skyworth 50 inch TV 4K UHD Android 10 Television Smart  Ok Google TV Hands-Free Voice Control  Appstore Inbuilt Decoder,Netflix,Youtube,PrimeVideo,Bluetooth,Chrome i-cast","TV 4K UHD Android 10 Television Smart  Ok Google TV Hands-Free Voice Control  Appstore Inbuilt Decoder,Netflix,Youtube,PrimeVideo,Bluetooth,Chrome i-cast",Skyworth,50
"Vitron 50"" Inch ULTRA HD FRAMELESS 4K Android TV,NETFLIX,YOUTUBE TELEVISION",(1),"KSh 36,999","Vitron 50 Inch ULTRA HD FRAMELESS 4K Android TV,NETFLIX,YOUTUBE TELEVISION","ULTRA HD FRAMELESS 4K Android TV,NETFLIX,YOUTUBE TELEVISION",Vitron,50
"BLUETOOTH AMTEC 32"" Inch Smart Android FRAMELESS,USB,HDMI,INBUILT DECODER, BLUETOOTH ENABLED WIFI,YOUTBE,NETFIX TELEVISIONS+8 GIFTS+2 YEARS WARRANTY",(0),"KSh 15,490","BLUETOOTH AMTEC 32 Inch Smart Android FRAMELESS,USB,HDMI,INBUILT DECODER, BLUETOOTH ENABLED WIFI,YOUTBE,NETFIX TELEVISIONS8 GIFTS2 YEARS WARRANTY","AMTEC  Smart Android FRAMELESS,USB,HDMI,INBUILT DECODER,  ENABLED WIFI,YOUTBE,NETFIX TELEVISIONS8 GIFTS2 YEARS WARRANTY",BLUETOOTH,32
"[TOP SALE ] TCL 43” INCH FHD Android TV,BLUETOOTH,GOOGLE ASSITANT,YOUTUBE,NETFLIX TELEVISIONS",(3),"KSh 33,690","TOP SALE  TCL 43 INCH FHD Android TV,BLUETOOTH,GOOGLE ASSITANT,YOUTUBE,NETFLIX TELEVISIONS","SALE  TCL  FHD Android TV,BLUETOOTH,GOOGLE ASSITANT,YOUTUBE,NETFLIX TELEVISIONS",TOP,43
"Amtec 43 Inch SMART Android TV,NETFLIX,YOUTUBE,BT,FRAMELESS DESIGN",(0),"KSh 23,999","Amtec 43 Inch SMART Android TV,NETFLIX,YOUTUBE,BT,FRAMELESS DESIGN","SMART Android TV,NETFLIX,YOUTUBE,BT,FRAMELESS DESIGN",Amtec,43
Hisense 65A6NKEN 65 Inches VIDAA Smart UHD 4K AI Upscaler LED TV,(0),"KSh 84,995",Hisense 65A6NKEN 65 Inches VIDAA Smart UHD 4K AI Upscaler LED TV,65A6NKEN es VIDAA Smart UHD 4K AI Upscaler LED TV,Hisense,65
"AMTEC 43"" INCH FRAMELESS FHD SMART TV ANDROID TELEVISION NETFLIX YOUTUBE 43 INCH BUILT-IN WIFI APPSTORE 1GB RAM 8GBROM 2*USB PORTS,3*HDMI PORTS + FREE ACCESSORIES",(0),"KSh 23,499","AMTEC 43 INCH FRAMELESS FHD SMART TV ANDROID TELEVISION NETFLIX YOUTUBE 43 INCH BUILT-IN WIFI APPSTORE 1GB RAM 8GBROM 2USB PORTS,3HDMI PORTS  FREE ACCESSORIES","FRAMELESS FHD SMART TV ANDROID TELEVISION NETFLIX YOUTUBE  BUILT-IN WIFI APPSTORE 1GB RAM 8GBROM 2USB PORTS,3HDMI PORTS  FREE ACCESSORIES",AMTEC,43
Hisense 32 inch Smart TV Smart Television HDTV  Netflix Youtube I-cast HDMI USB Dolby Audio VDAA OS Inbuilt Decoder for local channels+ Free Bracket+TV GUARD,(0),"KSh 20,695",Hisense 32 inch Smart TV Smart Television HDTV  Netflix Youtube I-cast HDMI USB Dolby Audio VDAA OS Inbuilt Decoder for local channels Free BracketTV GUARD,Smart TV Smart Television HDTV  Netflix Youtube I-cast HDMI USB Dolby Audio VDAA OS Inbuilt Decoder for local channels Free BracketTV GUARD,Hisense,32
"TCL 43S65A,43 Inch FRAMELESS Smart ANDROID TV,BLUETOOTH,Inbuilt WIFI TELEVISION+TILT BRACKET",(0),"KSh 28,999","TCL 43S65A,43 Inch FRAMELESS Smart ANDROID TV,BLUETOOTH,Inbuilt WIFI TELEVISIONTILT BRACKET","43S65A, FRAMELESS Smart ANDROID TV,BLUETOOTH,Inbuilt WIFI TELEVISIONTILT BRACKET",TCL,43
"Vitron HTC4068S,40"" Inch Smart Android TV with Free Gifts",(2),"KSh 21,999","Vitron HTC4068S,40 Inch Smart Android TV with Free Gifts","HTC4068S, Smart Android TV with Free Gifts",Vitron,40
"Hisense 40A4 A4 Series 40 inch Class FHD Smart TV with DTS Virtual X, Game & Sports Modes, VIDAA Smart TV Television 40"" Inch USB HDMI VGA + FREE GIFTS",(1),"KSh 29,995","Hisense 40A4 A4 Series 40 inch Class FHD Smart TV with DTS Virtual X, Game  Sports Modes, VIDAA Smart TV Television 40 Inch USB HDMI VGA  FREE GIFTS","40A4 A4 Series  Class FHD Smart TV with DTS Virtual X, Game  Sports Modes, VIDAA Smart TV Television  USB HDMI VGA  FREE GIFTS",Hisense,40
"Vitron  HTC3218,32 Inch Frameless Digital LED TV InbuiltDecoder,USB,HDMI,VGA TELEVISION+TV GUARD",(0),"KSh 12,390","Vitron  HTC3218,32 Inch Frameless Digital LED TV InbuiltDecoder,USB,HDMI,VGA TELEVISIONTV GUARD","HTC3218, Frameless Digital LED TV InbuiltDecoder,USB,HDMI,VGA TELEVISIONTV GUARD",Vitron,32
"GLD 32"" Inch,BLUETOOTH-ENABLED,Frameless Smart Android Television USB 2,HDMI 3, AV,NETFLIX/YOUTUBE,INBUILT WIFI+14 MONTHS WARRANTY+FREE POWER GUARD+WALL BRACKET",(0),"KSh 13,399","GLD 32 Inch,BLUETOOTH-ENABLED,Frameless Smart Android Television USB 2,HDMI 3, AV,NETFLIXYOUTUBE,INBUILT WIFI14 MONTHS WARRANTYFREE POWER GUARDWALL BRACKET",",BLUETOOTH-ENABLED,Frameless Smart Android Television USB 2,HDMI 3, AV,NETFLIXYOUTUBE,INBUILT WIFI14 MONTHS WARRANTYFREE POWER GUARDWALL BRACKET",GLD,32
"GLD 32"" Inch,BLUETOOTH-ENABLED,Frameless Smart Android Television USB 2,HDMI 3, AV,NETFLIX/YOUTUBE,INBUILT WIFI+14 MONTHS WARRANTY+FREE POWER GUARD+EXTENSION",(0),"KSh 13,389","GLD 32 Inch,BLUETOOTH-ENABLED,Frameless Smart Android Television USB 2,HDMI 3, AV,NETFLIXYOUTUBE,INBUILT WIFI14 MONTHS WARRANTYFREE POWER GUARDEXTENSION",",BLUETOOTH-ENABLED,Frameless Smart Android Television USB 2,HDMI 3, AV,NETFLIXYOUTUBE,INBUILT WIFI14 MONTHS WARRANTYFREE POWER GUARDEXTENSION",GLD,32
"GLD 32 Inch,BLUETOOTH-ENABLED,Frameless Smart Android Television with 12 Months Warranty USB 2-HDMI 3, AV,NETFLIX+FREE WALL BRACKET",(0),"KSh 12,999","GLD 32 Inch,BLUETOOTH-ENABLED,Frameless Smart Android Television with 12 Months Warranty USB 2-HDMI 3, AV,NETFLIXFREE WALL BRACKET",",BLUETOOTH-ENABLED,Frameless Smart Android Television with 12 Months Warranty USB 2-HDMI 3, AV,NETFLIXFREE WALL BRACKET",GLD,32
"VITRON 43"" Inch Full HD FRAMELESS,BLUETOOTH ENABLED Smart Android TV,YOUTUBE,NETFLIX,ANDROID 11,PLAYSTORE TELEVISIONS+8 FREE GIFTS+24 MONTHS WARRANTY",(0),"KSh 22,699","VITRON 43 Inch Full HD FRAMELESS,BLUETOOTH ENABLED Smart Android TV,YOUTUBE,NETFLIX,ANDROID 11,PLAYSTORE TELEVISIONS8 FREE GIFTS24 MONTHS WARRANTY","Full HD FRAMELESS,BLUETOOTH ENABLED Smart Android TV,YOUTUBE,NETFLIX,ANDROID 11,PLAYSTORE TELEVISIONS8 FREE GIFTS24 MONTHS WARRANTY",VITRON,43
"Vitron HTC5568US 55"" Frameless 4K Ultra HD Android TV, NETFLIX,YOUTUBE +TV GUARD + WALL BRACKET+32GB FLASH",(1),"KSh 44,999","Vitron HTC5568US 55 Frameless 4K Ultra HD Android TV, NETFLIX,YOUTUBE TV GUARD  WALL BRACKET32GB FLASH","HTC5568US 55 Frameless 4K Ultra HD Android TV, NETFLIX,YOUTUBE TV GUARD  WALL BRACKET32GB FLASH",Vitron,
"BLUETOOTH-ENABLED 32"" INCH HTC3200S,FRAMELESS Smart Android TV Inbuilt Decoder Inbuilt WIFI Netflix Youtube Appstore 2*USB 3*HDMI 14 MONTHS WARRANTY+8 FREE GIFTS",(0),"KSh 14,799","BLUETOOTH-ENABLED 32 INCH HTC3200S,FRAMELESS Smart Android TV Inbuilt Decoder Inbuilt WIFI Netflix Youtube Appstore 2USB 3HDMI 14 MONTHS WARRANTY8 FREE GIFTS","HTC3200S,FRAMELESS Smart Android TV Inbuilt Decoder Inbuilt WIFI Netflix Youtube Appstore 2USB 3HDMI 14 MONTHS WARRANTY8 FREE GIFTS",BLUETOOTH-ENABLED,32
"🥰🥰ENNOY A DYNAMIC LIFE😍😇AILYONS  32"" FHD Frameless Digital LED TV Inbuilt Decoder DVB T2/S2 - USB-HDMI-vga",(0),"KSh 14,888",ENNOY A DYNAMIC LIFEAILYONS  32 FHD Frameless Digital LED TV Inbuilt Decoder DVB T2S2 - USB-HDMI-vga,A DYNAMIC LIFEAILYONS  32 FHD Frameless Digital LED TV Inbuilt Decoder DVB T2S2 - USB-HDMI-vga,ENNOY,
"Gld 32 Inch, Frameless, Bluetooth, Smart Android TV",(1),"KSh 13,999","Gld 32 Inch, Frameless, Bluetooth, Smart Android TV",", Frameless, Bluetooth, Smart Android TV",Gld,32
Skyworth32inch Frameless Smart Android TV Netflix Youtube Bluetooth Google Play store Inbuilt decoder Dolby Audio Prime Video + FREE TV GUARD+ WALL BRACKET,(0),"KSh 18,999",Skyworth32inch Frameless Smart Android TV Netflix Youtube Bluetooth Google Play store Inbuilt decoder Dolby Audio Prime Video  FREE TV GUARD WALL BRACKET,Frameless Smart Android TV Netflix Youtube Bluetooth Google Play store Inbuilt decoder Dolby Audio Prime Video  FREE TV GUARD WALL BRACKET,Skyworth32inch,32
"HISENSE 43"" Inches Smart 4K UHD VIDAA Frameless LED TV PLUS Bluethooth,NETFLIX,WIFI,USB,HDMI",(0),"KSh 35,599","HISENSE 43 Inches Smart 4K UHD VIDAA Frameless LED TV PLUS Bluethooth,NETFLIX,WIFI,USB,HDMI","es Smart 4K UHD VIDAA Frameless LED TV PLUS Bluethooth,NETFLIX,WIFI,USB,HDMI",HISENSE,43
"Skyworth 32"" Inch FRAMELESS Smart Android TV,INBUILT DECODER+WIFI",(3),"KSh 19,999","Skyworth 32 Inch FRAMELESS Smart Android TV,INBUILT DECODERWIFI","FRAMELESS Smart Android TV,INBUILT DECODERWIFI",Skyworth,32
"Samsung UA32T5300AU, 32"" Inch Smart HD TV Series 5 Inbuilt ,DECODER,WIFI TELEVISION+GIFTS BUNDLE",(0),"KSh 29,999","Samsung UA32T5300AU, 32 Inch Smart HD TV Series 5 Inbuilt ,DECODER,WIFI TELEVISIONGIFTS BUNDLE","UA32T5300AU,  Smart HD TV Series 5 Inbuilt ,DECODER,WIFI TELEVISIONGIFTS BUNDLE",Samsung,32
Amtec 19 INCHES DIGITAL LED TV-USB/HDMI WITH FREE TO AIR CHANNELS,(0),"KSh 6,700",Amtec 19 INCHES DIGITAL LED TV-USBHDMI WITH FREE TO AIR CHANNELS,ES DIGITAL LED TV-USBHDMI WITH FREE TO AIR CHANNELS,Amtec,19
CTC 19''inches Digital HD LED TV -PLUS FREE AERIAL,(0),"KSh 6,999",CTC 19inches Digital HD LED TV -PLUS FREE AERIAL,es Digital HD LED TV -PLUS FREE AERIAL,CTC,19
"32 Inch Digital  Frameless LED HD TV,INBUILT DECODER+FREE GIFTS+14MONTHS WARRANTY",(1),"KSh 14,599","32 Inch Digital  Frameless LED HD TV,INBUILT DECODERFREE GIFTS14MONTHS WARRANTY","Inch Digital  Frameless LED HD TV,INBUILT DECODERFREE GIFTS14MONTHS WARRANTY",32,32
"GLD 32"" Smart Android Digital TV with Bluetooth – HD Display, Built-in Apps & Wireless Connectivity",(0),"KSh 14,449","GLD 32 Smart Android Digital TV with Bluetooth  HD Display, Built-in Apps  Wireless Connectivity","32 Smart Android Digital TV with Bluetooth  HD Display, Built-in Apps  Wireless Connectivity",GLD,
"Euroken 26'' Inch AC/DC LED Digital TV with Inbuilt Decoder & CAST TV - Energy-Efficient, Multi-Function Entertainment",(0),"KSh 8,199","Euroken 26 Inch ACDC LED Digital TV with Inbuilt Decoder  CAST TV - Energy-Efficient, Multi-Function Entertainment","ACDC LED Digital TV with Inbuilt Decoder  CAST TV - Energy-Efficient, Multi-Function Entertainment",Euroken,26
"Glaze GZ-4010S,40 Inch Full HD Smart Android Television +FREE TV GUARD+ WALLBRACKET",(1),"KSh 25,500","Glaze GZ-4010S,40 Inch Full HD Smart Android Television FREE TV GUARD WALLBRACKET","GZ-4010S, Full HD Smart Android Television FREE TV GUARD WALLBRACKET",Glaze,40
"LG UHD 4K TV 55 Inch UQ7500 Series, Cinema Screen Design 4K Active HDR WebOS Smart AI ThinQ",(0),"KSh 75,000","LG UHD 4K TV 55 Inch UQ7500 Series, Cinema Screen Design 4K Active HDR WebOS Smart AI ThinQ","UHD 4K TV  UQ7500 Series, Cinema Screen Design 4K Active HDR WebOS Smart AI ThinQ",LG,55
"Gld 32"" Inch SMART ANDROID 11 TV, USB, NETFLIX,BLUETOOTH",(3),"KSh 13,190","Gld 32 Inch SMART ANDROID 11 TV, USB, NETFLIX,BLUETOOTH","SMART ANDROID 11 TV, USB, NETFLIX,BLUETOOTH",Gld,32
TCL 55C645 55'' QLED Gaming in Dolby Vision Smart TV 2023 Model,(0),"KSh 85,000",TCL 55C645 55 QLED Gaming in Dolby Vision Smart TV 2023 Model,55C645 55 QLED Gaming in Dolby Vision Smart TV 2023 Model,TCL,
Hisense 85A7HKEN  85 inch 4K UHD Smart TV,(0),"KSh 239,999",Hisense 85A7HKEN  85 inch 4K UHD Smart TV,85A7HKEN   4K UHD Smart TV,Hisense,85
CTC 24'' INCH AC/DC LED DIGITAL TV With Inbuilt Decorder,(2),"KSh 9,399",CTC 24 INCH ACDC LED DIGITAL TV With Inbuilt Decorder,ACDC LED DIGITAL TV With Inbuilt Decorder,CTC,24
"BLUETOOTH VITRON HTC4388FS 43"" INCH FRAMELESS FHD SMART TV ANDROID TELEVISION NETFLIX YOUTUBE 43 INCH BUILT-IN WIFI APPSTORE 1GB RAM 8GBROM 2*USB PORTS,3*HDMI PORTS +FREE BRACKET",(0),"KSh 20,690","BLUETOOTH VITRON HTC4388FS 43 INCH FRAMELESS FHD SMART TV ANDROID TELEVISION NETFLIX YOUTUBE 43 INCH BUILT-IN WIFI APPSTORE 1GB RAM 8GBROM 2USB PORTS,3HDMI PORTS FREE BRACKET","VITRON HTC4388FS  FRAMELESS FHD SMART TV ANDROID TELEVISION NETFLIX YOUTUBE  BUILT-IN WIFI APPSTORE 1GB RAM 8GBROM 2USB PORTS,3HDMI PORTS FREE BRACKET",BLUETOOTH,43
Itel 22'' Inches LED Digital TV AC/DC- (HDMI/USB Ports) With Inbuilt Decoder + Aerial,(0),"KSh 8,199",Itel 22 Inches LED Digital TV ACDC- HDMIUSB Ports With Inbuilt Decoder  Aerial,es LED Digital TV ACDC- HDMIUSB Ports With Inbuilt Decoder  Aerial,Itel,22
"Vitron 32"" Inch BLUETOOTH ENABLED Frameless Smart TV HD Netflix TV Youtube Television DVB-T2 Android 11 HTC3200S AC Energy Saving INBUILT Television 1GB+8GB+ FREE EXTENSION+WALL BRACKET",(0),"KSh 12,999",Vitron 32 Inch BLUETOOTH ENABLED Frameless Smart TV HD Netflix TV Youtube Television DVB-T2 Android 11 HTC3200S AC Energy Saving INBUILT Television 1GB8GB FREE EXTENSIONWALL BRACKET,BLUETOOTH ENABLED Frameless Smart TV HD Netflix TV Youtube Television DVB-T2 Android 11 HTC3200S AC Energy Saving INBUILT Television 1GB8GB FREE EXTENSIONWALL BRACKET,Vitron,32
"Synix 32 Inch Digital TV Icast TV with  inbuilt Decorder Television with 1 Year Waranty Plus FREE Wall Mount, Flash Disk, Bracket, Tv Guard, aerial and Socket extension",(0),"KSh 13,649","Synix 32 Inch Digital TV Icast TV with  inbuilt Decorder Television with 1 Year Waranty Plus FREE Wall Mount, Flash Disk, Bracket, Tv Guard, aerial and Socket extension","Digital TV Icast TV with  inbuilt Decorder Television with 1 Year Waranty Plus FREE Wall Mount, Flash Disk, Bracket, Tv Guard, aerial and Socket extension",Synix,32
"Vitron 55"" Inch SMART Android TV,FRAMELESS,UHD+WALL BRACKET+TV GUARD",(0),"KSh 44,795","Vitron 55 Inch SMART Android TV,FRAMELESS,UHDWALL BRACKETTV GUARD","SMART Android TV,FRAMELESS,UHDWALL BRACKETTV GUARD",Vitron,55
"VisionPlus32 32"" inch digital frameless Television VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized Connectivity+6 Free Gifts",(0),"KSh 14,595","VisionPlus32 32 inch digital frameless Television VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized Connectivity6 Free Gifts","digital frameless Television VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized Connectivity6 Free Gifts",VisionPlus32,32
"TCL 43P635, 43'' SMART 4K HDR, NETFLIX, 2022 MODEL,BLUETOOTH,Inbuilt WIFI TELEVISION+BRACKET+GUARD",(1),"KSh 32,999","TCL 43P635, 43 SMART 4K HDR, NETFLIX, 2022 MODEL,BLUETOOTH,Inbuilt WIFI TELEVISIONBRACKETGUARD","43P635, 43 SMART 4K HDR, NETFLIX, 2022 MODEL,BLUETOOTH,Inbuilt WIFI TELEVISIONBRACKETGUARD",TCL,
"SAMSUNG 65-Inch Class OLED 4K S90C Series Quantum HDR, Dolby Atmos Object Tracking Sound Lite, Ultra Thin, Q-Symphony 3.0, Gaming Hub, Smart TV with Alexa Built-in (QN65S90C, 2023 Model), Titan Black",(0),"KSh 350,000","SAMSUNG 65-Inch Class OLED 4K S90C Series Quantum HDR, Dolby Atmos Object Tracking Sound Lite, Ultra Thin, Q-Symphony 3.0, Gaming Hub, Smart TV with Alexa Built-in QN65S90C, 2023 Model, Titan Black","65-Inch Class OLED 4K S90C Series Quantum HDR, Dolby Atmos Object Tracking Sound Lite, Ultra Thin, Q-Symphony 3.0, Gaming Hub, Smart TV with Alexa Built-in QN65S90C, 2023 Model, Titan Black",SAMSUNG,
"Vitron 24""inches Digital Tv Inbuilt Decoder-USB/HDMI Ports AC/DC",(0),"KSh 9,999",Vitron 24inches Digital Tv Inbuilt Decoder-USBHDMI Ports ACDC,es Digital Tv Inbuilt Decoder-USBHDMI Ports ACDC,Vitron,24
"Samsung 43T5300- 43"" INCH Smart LED Full HD TV,NETFLIX,YOUTUBE+2 YEARS WARRANTY",(0),"KSh 45,800","Samsung 43T5300- 43 INCH Smart LED Full HD TV,NETFLIX,YOUTUBE2 YEARS WARRANTY","43T5300-  Smart LED Full HD TV,NETFLIX,YOUTUBE2 YEARS WARRANTY",Samsung,43
"Amtec 32M8  32 inch AC/DC FRAMELESS Digital LED TV with Inbuilt Decoder for local Local Channels HDMI and USB ports,VGA+ 5 EXTRA Free GIFTS",(0),"KSh 13,795","Amtec 32M8  32 inch ACDC FRAMELESS Digital LED TV with Inbuilt Decoder for local Local Channels HDMI and USB ports,VGA 5 EXTRA Free GIFTS","32M8   ACDC FRAMELESS Digital LED TV with Inbuilt Decoder for local Local Channels HDMI and USB ports,VGA 5 EXTRA Free GIFTS",Amtec,32
"Vitron 32"" Inch -Frameless Digital HD LED,Inbuilt Decoder,HDMI,VGA Television",(0),"KSh 11,999","Vitron 32 Inch -Frameless Digital HD LED,Inbuilt Decoder,HDMI,VGA Television","-Frameless Digital HD LED,Inbuilt Decoder,HDMI,VGA Television",Vitron,32
Synix 32” Inch Digital TV With Inbuilt Decoder,(1),"KSh 12,999",Synix 32 Inch Digital TV With Inbuilt Decoder,Digital TV With Inbuilt Decoder,Synix,32
(LIMITED OFFER) LG Gen5 AI Processor 4k with AI 4K upscaling with Magic Remote smart TV UHD 4K TV 43 Inch UQ7500 Series 43UQ75006LG Cinema Screen Design 4K Active HDR WebOS Smart AI Unlimited Gaming,(0),"KSh 73,399",LIMITED OFFER LG Gen5 AI Processor 4k with AI 4K upscaling with Magic Remote smart TV UHD 4K TV 43 Inch UQ7500 Series 43UQ75006LG Cinema Screen Design 4K Active HDR WebOS Smart AI Unlimited Gaming,OFFER LG Gen5 AI Processor 4k with AI 4K upscaling with Magic Remote smart TV UHD 4K TV  UQ7500 Series 43UQ75006LG Cinema Screen Design 4K Active HDR WebOS Smart AI Un Gaming,LIMITED,43
"GLD 43"" inch TV Smart Android TV Bluetooth Connectivity Television, Inbuilt Decoder Netflix Youtube VGA HDMI USB Wide Color Enhancer + FREE WALL BRACKET+TVGUARD+AERIAL",(0),"KSh 20,895","GLD 43 inch TV Smart Android TV Bluetooth Connectivity Television, Inbuilt Decoder Netflix Youtube VGA HDMI USB Wide Color Enhancer  FREE WALL BRACKETTVGUARDAERIAL","TV Smart Android TV Bluetooth Connectivity Television, Inbuilt Decoder Netflix Youtube VGA HDMI USB Wide Color Enhancer  FREE WALL BRACKETTVGUARDAERIAL",GLD,43
