clean_product_name,brand,size,tv_type,product_reviews,product_price
"Skyworth 50Q6500G, 50 inches 4K QLED 2024 MODEL Frameless Google TV,BLUETOOTH-ENABLEDNETFLIXYOUTUBE2 YEARS WARRANTY",skyworth,50,Unknown Type,0,46999
"Skyworth  55 4K QLED  Frameless Smart AndroidGOOGLE  TV,BLUETOOTH-ENABLED,NETFLIXYOUTUBE2 YEARS WARRANTY",skyworth,55,smart,0,53999
"TCL 43 Inch,FRAMELESS-BLUETOOTH TV,FUL HD-Smart  Digital ANDROIDGOOGLE TELEVISION,DOLBY AUDIO-NETFLIX-YOUTUBE FREE AERIALEXTENSION",tcl,43,smart,0,28999
TCL 43 Inch-S5400-BLUETOOTH-ENABLED FHD-Smart  Digital ANDROIDGOOGLE TELEVISION-NETFLIX-YOUTUBE2 YEARS WARRANTY7 FREE GIFTS,tcl,43,smart,0,31999
"TCL 43 Inch-S5400-BLUETOOTH TV,FHD-Smart  Digital ANDROIDGOOGLE TELEVISION-NETFLIX-YOUTUBEFREE AERIAL WALL BRACKET",tcl,43,smart,0,28999
"VISION PLUS 43 inch VP8843SF FRAMELESS HD Smart Android TV BLUETOOTH-ENABLED,GOOGLE PLAYHDMIUSB,NETFLIX,YOUTUBE Inbuilt decoder DVBT2S2 Screen Share 8 FREE GIFTS",vision,43,smart,0,24999
"VISION PLUS 43 inch VP8843SF FRAMELESS HD Smart Android TV BLUETOOTH-ENABLED,GOOGLE PLAYHDMIUSB,NETFLIX,YOUTUBE Inbuilt decoder DVBT2S2 Screen Share  FREE WALL BRACKETTV GUARD",vision,43,smart,0,23999
"Vision Plus 43 Inch, FHD, Frameless, Bluetooth, Smart Android TV",vision,43,smart,0,22999
"BLUETOOTH  GLD 43 INCH TV FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM7 FREE GIFTS",vision,43,smart,0,22999
Skyworth 43inch Frameless Smart Android AI TV Bluetooth Enabled Netflix Youtube I-cast Prime VIdeo Google Play Assistant Television Inbuilt Decoder Built-in Wi-FIFREE TV GUARDBRACKET,vision,43,smart,0,28395
"Skyworth 43E5500G, 43-inches Full HD 2024 Frameless Google TV-BLACK1 YEAR WARRANTY",skyworth,43,Unknown Type,0,29990
"TCL 50 Inch, P635, 4K HDR GoogleAndroid TV,BLUETOOTH-ENABLEDFREE TV MOUNTEXTENSION, DOLBY SOUND, WIFI,HDMI, YOUTUBE,NETFLIX,PRIME VIDEO, FRAMELESS, HRD 4K TV,Dynamic Color Enhancement.1 YR WARRANT",tcl,50,Unknown Type,0,43799
"TCL 55 4K ULTRA HD GOOGLE TV, VOICE CONTROL, NETFLIX, BLUETOOTH,DOLBY AUDIO,HDR, 55P635WALL BRACKET2 YEARS WARRANTY",tcl,55,Unknown Type,0,54999
"Vitron 32 Inch Smart Android TV,BLUETOOTH TV,USBHDMI,Frameless, Netflix  FREE GIFTS",vitron,32,smart,0,12999
"Vitron HTC3200S,BLUETOOTH TV FRAMELESS TELEVISION 32 Inch Smart Android 11.0 TV Inbuilt Decoder ELECTRONICS HDMI,USB,Netflix,Youtube, APPSTORE   EXTRA ACCESSORIES",vitron,32,smart,0,13399
"Vitron HTC3200S,32Inch Bluetooth Enabled Frameless Smart Android TV Inbuilt Decoder NetflixYoutube AppstoreFREE TVGuardBracketAerialAerial Clips",vitron,32,smart,0,13699
"VITRON 43 INCH BLUETOOTH ENABLED HTC4388FS FRAMELESS FHD SMART TV ANDROID TELEVISION NETFLIX YOUTUBE 43 INCH BUILT-IN WIFI APPSTORE 1GB RAM 8GBROM 2USB PORTS,3HDMI PORTSBRACKET",vitron,43,smart,0,21599
"BLUETOOTH VITRON 32 Inch Smart Android  FRAMELESS TV,Netflix,Youtube,Inbuilt Wifi Television",vitron,32,smart,4,14499
"BLUETOOTH GLD 43 INCH FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2USB PORTS,3HDMIFREE WALL",vision,43,smart,0,20880
"GLD 32 Inch Frameless Smart Android TVG3200R1-SABy Android Smart TV LED Television with 12 Months Warranty USB 2-HDMI 3, AV,NETFLIX",vision,32,smart,0,12999
TCL 65P635 65 Inches Smart UHD 4K With HDR Google TV FramelessBluetooth-Enabled - 2024 MODEL2 YEARS WARRANTY,tcl,65,smart,0,86599
"CLEARANCE SALE TCL 65 4K ULTRA HD GOOGLE TV, VOICE CONTROL, NETFLIX, BLUETOOTH 65P6352YRS WARRANTY",tcl,65,Unknown Type,0,85999
"CLEARANCE SALE Skyworth 55 4K QLED 2022 LATEST GOOGLE TV,VOICE CONTROL,QUANTUM DOT,FRAMELESS2YRS WARRANTY",skyworth,55,Unknown Type,0,59999
"GLD 32 Inch Frameless Smart Android TV, App-store Bluetooth ,Inbuilt Decoder Netflix Youtube, USB,HDMI  Built-in WIFI ACCESS WideColor Enhancer 1GB RAM8GB ROM14 MONTHS WARRANTY",gld,32,smart,0,12870
"Vitron HTC3200S, HD Frameless 32 Inch TV Smart Android TV, Netflix,Youtube,Android 11,Playstore,Inbuilt Decoder Televisions8 FREE GIFTS",vitron,32,smart,6,14850
"TCL 43 Inch-S5400-BLUETOOTH TV,FHD-Smart  Digital ANDROIDGOOGLE TELEVISION-NETFLIX-YOUTUBEFREE AERIAL, WALL BRACKET,TV GUARDEXTENSION",tcl,43,smart,0,30999
Skyworth 43 inch Frameless  FHD Smart GOOGLE TV  Android Bluetooth Enabled Netflix Youtube I-cast Prime Video Google Play Assistant Television CHROME CAST  OK GOOGLE.,vision,43,smart,0,28599
"Hisense 58 Inch 58A6K VIDAA OS LED ,BLUETOOTH TV,ULTRA HD 4K,Frameless Smart TV 2YRS WRTY",hisense,,smart,0,63999
"Amtec 32 inch 32R1S Bluetooth enabled Television Smart Android TV Digital TV Inbuilt Decoder Built-in WIFI Appstore 1GB DDR,8GB RAM,4-CORE LED TV 4 EXTRA FREE GIFTS",vision,32,smart,0,14280
"TCL 43 P635 4K HDR Google TV ,BLUETOOTH TV,FRAMELESS,DOLBY AUDIO,NETFLIXYOUTUBE2YEARS WARRANTYFREE TV POWER GUARD",tcl,43,Unknown Type,0,32999
"Vitron 32 Inch ,Frameless Smart Android Tv with Netflix,Youtube, Bluetooth, Google Play4 FREE GIFTS",vitron,32,smart,0,13699
"Hisense 32A4GKEN 32 Inch Frameless Smart TV With Inbuilt WIFI,NETFLIX,YOUTUBE TELEVISION",hisense,32,smart,5,20999
"Vitron 55 Inch FRAMELESS,BLUETOOTH,UHD 4k Android Smart TV,NETFLIXFREE WALL BRACKET",vitron,55,smart,0,43799
"Globalstar TV 40 Inch Smart Android TV, USB, Netflix, Youtube,LED, VGA, HDMI - Black",globalstar,40,smart,0,18899
"TCL 55 Inch, P635, 4K HDR GoogleAndroid TV,BLUETOOTH-ENABLEDFREE TV MOUNTEXTENSION, DOLBY SOUND, WIFI,HDMI, YOUTUBE,NETFLIX,PRIME VIDEO, FRAMELESS, HRD 4K TV,Dynamic Color Enhancement.1 YR WARRANT",tcl,55,Unknown Type,0,49899
"Hisense 50 Inch A6 series,BLUETOOTH TV, Smart ULTRA HD 4K HDR Frameless,Netflix-Youtube LED TV,DOLBY AUDIO2 YEARS WARRANTYWALL BRACKETTV GUARD",hisense,50,smart,1,46999
"TCL 43 Inch,FRAMELESS-BLUETOOTH TV,FUL HD-Smart  Digital ANDROIDGOOGLE TELEVISION,DOLBY AUDIO-NETFLIX-YOUTUBE6 FREE GIFTS",tcl,43,smart,0,30999
"Vision Plus 55 inch Smart TV Frameless 4K UHD Frameless V OS TV 55 NETFLIX ,YOUTUBE, DOLBY AUDIO, BLUETOOTH, VP8855KV 1YRS WARRANTY.",vision,55,smart,0,48899
"Vitron HTC4388FS 43 INCH-BLUETOOTH-ENABLED, FRAMELESS- FULL HD,1080P,SMART TV ANDROID 11 TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI8 FREE GIFTS14",vitron,43,smart,0,23699
"VITRON 43 INCH HTC4388FS BLUETOOTH FRAMELESS Full HD SMART ANDROID TV, NETFLIX, Youtube, Inbuilt Decoder 2USB Ports,3HDMI Ports,APPSTORE 14 Months Warranty 8 FREE GIFTS",vitron,43,smart,0,23480
"VITRON HTC4388FS 43 INCH BLUETOOTH FRAMELESS FHD SMART TV ANDROID TELEVISION NETFLIX ,YOUTUBE 43 INCH BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM  4 EXTRA ACCESSORIES",vitron,43,smart,0,21799
"VITRON HTC4388FS 43 INCH BLUETOOTH FRAMELESS FHD SMART TV ANDROID TELEVISION NETFLIX YOUTUBE 43 INCH ,WITH BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2USB PORTS,3HDMI",vitron,43,smart,0,22199
"VITRON HTC 4388FS 43 INCH FRAMELESS,BLUETOOTH-ENABLED FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APPSTORE 6 FREE GIFTS",vitron,43,smart,0,23218
"BLUETOOTH VITRON 43 Inch Full HD FRAMELESS Smart Android TV,YOUTUBE,NETFLIX,ANDROID 11,PLAYSTORE TELEVISIONS6 FREE GIFTS24 MONTHS WARRANTY",vitron,43,smart,0,23180
"Hisense 32 Inch Frameless FHD SMART TV,Netflix,WIFI,INBUILT DECODERFREE TV GUARDEXTENSION2YEARS WARRANTY",hisense,32,smart,0,19999
Hisense 58 Inch 58A6K VIDAA OS LED Frameless Smart TV - Black 2YRS WRTY,hisense,,smart,0,63999
"TCL 50 Inch,4K HDR Google TV - BLUETOOTH-ENABLEDANDROID TV,NETFLIX,VOICE CONTROLFREE POWER GUARD2 YEARS WARRANTY",tcl,50,Unknown Type,0,44999
"Hisense 32 Inch Frameless FHD SMART TV,Netflix,WIFI,INBUILT DECODERTV GUARDBRACKET2YEARS WARRANTY",hisense,32,smart,0,19999
"TCL 50 Inch,4K HDR Google TV - BLUETOOTH-ENABLEDANDROID TV,NETFLIX,VOICE CONTROLFREE POWER GUARD32GB FLASH DISK2 YEARS WARRANTY",tcl,32,Unknown Type,0,45999
"VISION PLUS 32 inch BLUETOOTH,Frameless Smart Digital Android 11,BLUETOOTH,GOOGLE PLAYHDMIUSB,NETFLIX,YOUTUBE Inbuilt decoder DVBT2S2 Screen Share FREE 32GB FLASH DISK WALL BRACKET",vision,32,smart,0,14799
"VISION PLUS 32 inch VP8832SF FRAMELESS HD Smart Android TV BLUETOOTH-ENABLED,GOOGLE PLAYHDMIUSB,NETFLIX,YOUTUBE Inbuilt decoder DVBT2S2 Screen Share 4 FREE ACCESSORIES",vision,32,smart,0,15299
"VISION PLUS 32 inch BLUETOOTH,Frameless Smart Digital Android 11,BLUETOOTH,GOOGLE PLAYHDMIUSB,NETFLIX,YOUTUBE Inbuilt decoder DVBT2S2 Screen Share FREE EXTENSIONTV GUARD",vision,32,smart,0,14799
"VISION PLUS 32 inch BLUETOOTH,Frameless Smart Digital Android 11,BLUETOOTH,GOOGLE PLAYHDMIUSB,NETFLIX,YOUTUBE Inbuilt decoder DVBT2S2 Screen Share FREE AERIALBRACKET",vision,32,smart,0,14699
"GLD 32 Inch,FRAMELESS SMART BLUETOOTH ENABLED-Android TV,NETFLIXYOUTUBE-WIFI TELEVISIONFREE 8 GIFTS",vision,32,smart,0,14199
"VISION PLUS 32 inch VP8832SF FRAMELESS HD Smart Android TV BLUETOOTH-ENABLED,AppStore ,NETFLIX,YOUTUBE Inbuilt decoder DVBT2S2 Screen Share FREE 3 GIFTS",vision,32,smart,0,14890
"VISION PLUS 32 inch VP8832SF FRAMELESS HD Smart Android TV BLUETOOTH-ENABLED,GOOGLE PLAYHDMIUSB,NETFLIX,YOUTUBE Inbuilt decoder DVBT2S2 Screen Share  FREE AERIALCABLE",vision,32,smart,0,14599
"TCL 50P635 - 50 Inch- FRAMELESS,BLUETOOTH TV, 4K ULTRA HD GOOGLE-ANDROID TVTV GUARD32GB FLASH DISK",tcl,32,Unknown Type,0,45999
"TCL 50 Inch,4K HDR Google TV - BLUETOOTH-ENABLEDANDROID TV,NETFLIX,VOICE CONTROLBRACKET32GB FLASH DISK2 YEARS WARRANTY",tcl,32,Unknown Type,0,45999
"TCL 50 Inch, P635, 4K HDR GoogleAndroid TV,BLUETOOTH-ENABLEDFREE GIFTS2 YEARS WARRANTY",tcl,50,Unknown Type,0,45999
"Vitron HTC4388FS,43 Inch,BLUETOOTH-ENABLED,FRAMELESS,Smart Android 11.0 TV WIFI Netflix,Youtube,Playstore TelevisionFREE 7 GIFT",vitron,43,smart,0,23588
"VITRON 43 INCH TV HTC4388FS BLUETOOTH FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROMFREE WALL",vitron,43,smart,0,21680
"TCL 50 Inch-UHD-4K Smart GOOGLE TV,BLUETOOTH-ENABLED,NETFLIX,FRAMELESSTILT BRACKETTV GUARD2 YEARS WARRANTY",tcl,50,smart,0,45999
Skyworth 32  inch Frameless  FHD Smart GOOGLE TV  Android Bluetooth Enabled Netflix Youtube I-cast Prime Video Google Play Assistant Television CHROME CAST  In built Wi-FI  OK GOOGLE.,vision,32,smart,0,17999
"VITRON32 32 Inch HD FRAMELESS LED TV DIGITAL Television Inbuilt Decoder for Local Channels, Wide Color Enhancer 3HDMI 2USB Ports HTC3218  6 FREE GIFTS",vitron,32,digital,1,12995
"TCL 43S5400- 43 inch FULL HD,Google TV,Android OS,Netflix,YoutubeWALL BRACKETPOWER GUARD2 YEARS WARRANTY",tcl,43,Unknown Type,0,28999
"Hisense 32A3KKEN,FRAMELESS 32 inch LED Television Digital  TV A3 Series Dolby Digital PLUS Inbuilt Decoder Natural Wide Color Enhancer HDMI USB",hisense,32,digital,1,16395
"VISION PLUS 32 inch BLUETOOTH,Frameless Smart Digital Android 11,BLUETOOTH,GOOGLE PLAYHDMIUSB,NETFLIX,YOUTUBE Inbuilt decoder DVBT2S2 Screen Share FREE EXTENSIONWALL BRACKET",vision,32,smart,0,14699
"VISION PLUS 32 inch BLUETOOTH,Frameless Smart Digital Android 11,BLUETOOTH,GOOGLE PLAYHDMIUSB,NETFLIX,YOUTUBE Inbuilt decoder DVBT2S2 Screen Share FREE EXTENSIONWALL BRACKET",vision,32,smart,0,14699
"VISION PLUS 32 inch VP8832SF FRAMELESS HD Smart Android TV BLUETOOTH-ENABLED,GOOGLE PLAYHDMIUSB,NETFLIX,YOUTUBE Inbuilt decoder DVBT2S2 Screen Share  FREE BRACKETTV GUARDOTGAUDIO CABLE",vision,32,smart,0,14799
"BLUETOOTH-ENABLED VITRON 43 INCH FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2USB PORTS,3HDMI7 FREE GIFTS",vitron,43,smart,0,23699
"BLUETOOTH-ENABLED  VITRON 43 INCH FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2USB PORTS,3HDMIBRACKETAERIALTV GUARD",vitron,43,smart,0,21999
"VITRON 43 INCH-BLUETOOTHFRAMELESS Full HD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2USB PORTS,3HDMIFREE 32GB FLASHWALL BRACKET",vitron,32,smart,0,21890
"BLUETOOTH-ENABLED  VITRON 43 INCH FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2USB PORTS,3HDMIBRACKETTV GUARD",vitron,43,smart,0,21799
"BLUETOOTH VITRON 43 INCH FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2USB PORTS,3HDMIFREE WALL BRACKETTV GUARD",vitron,43,smart,0,21890
"BLUETOOTH VITRON 43 INCH FRAMELESS FULL- HD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2USB PORTS,3HDMIFREE AERIALWALL BRACKET",vitron,43,smart,0,21890
"VITRON 43 INCH ,BLUETOOTH -ENABLED FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2USB PORTS,3HDMIFREE TILT WALL BRACKET",vitron,43,smart,0,21790
"VITRON 43 INCH ,BLUETOOTH -ENABLED FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2USB PORTS,3HDMIFREE TV POWER GUARD",vitron,43,smart,0,21890
"BLUETOOTH VITRON 43 INCH FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2USB PORTS,3HDMIBRACKETAERIALTV GUARDHDMI CABLE",vitron,43,smart,0,22199
"Vision Plus 50 ULTRA 4K Frameless, Netflix Official Smart Content TV,BLUETOOTH-ENABLEDINBUILT DECODER Free Wall Mount BRACKETTV GUARD2 YEARS WARRANTY",vision,50,smart,0,44999
VITRON HTC3218-32 INCH FRAMELESS HD DIGITAL TV WITH INBUILT DECODER FOR  FREE to Air Channels 14 Months Warranty4 FREE GIFTS,vitron,32,digital,0,12999
"TCL 43S5400A,43 Inch Bluetooth Television Smart ANDROID TV Netflix Youtube Google Appstore Inbuilt WIFI Inbuilt Decoder DOLBY AUDIO HDR10 FREE TV GUARDEXTENSION",tcl,43,smart,0,28999
"Vitron HTC3218 - 32 Inch Digital LED,Frameless,Inbuilt Decoder,USBHDMI FREE WALL BRACKETTV GUARD",vitron,32,digital,0,12399
VITRON FRAMELESS DIGITAL TV-HDMIINBUILT DECODER-32 Inch14 MONTHS WARRANTYFREE WALL BRACKET32GB FLASH DISK,vitron,32,digital,0,12299
"GLOBALSTAR Digital Tv 22HDMI, USB, LED SCREEN DIGITAL TV",globalstar,22,digital,0,7999
"Glaze 50 Inch FULL HD FRAMELESS Android TV,BLUETOOTH,NETFLIX,YOUTUBE-WIFI TELEVISION",vision,50,Unknown Type,2,35990
"BLUETOOTH VITRON  43 INCH FRAMELESS FULL- HD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2USB PORTS,3HDMIFREE 6 GIFTS",vitron,43,smart,0,22999
"BLUETOOTH VITRON 43 INCH FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2USB PORTS,3HDMI8 GIFTS",vitron,43,smart,0,23699
"Skyworth 55 4K QLED 2022 LATEST GOOGLE TV,VOICE CONTROL,QUANTUM DOT,FRAMELESS-55G3BFREE GIFTS",skyworth,55,Unknown Type,0,69999
VITRON FRAMELESS DIGITAL TV-HDMIINBUILT DECODER-32 Inch14 MONTHS WARRANTYFREE POWER GUARD,vitron,32,digital,0,12299
"VITRON HTC3218 - 32 Inch Digital LED,FRAMELESS,USB,HDMI,Inbuilt Decoder FREE 32GB FLASH DISKTV GUARD",vitron,32,digital,0,12599
VITRON 32 INCH FRAMELESS HD DIGITAL TV WITH INBUILT DECODER FOR  FREE to Air Channels 14 Months WarrantyFREE WALL BRACKETTV GUARD,vitron,32,digital,0,12299
"Royal 43 Inch SMART ANDROID FRAMELESS TV USB,HDMINETFLIX,YOUTUBE TELEVISION6 FREE GIFTS",vision,43,smart,2,23699
"CTC 32 inch-CT32F1S,SmartAndroid 12 TV,BluetoothNETFLIXYOUTUBE  FREE DELIVERY",ctc,32,smart,0,13000
"TCL 75C655 75 inch QLED PRO UHD 4K with AiPQ PRO PROCESSOR, ONKYO 2.0CH, Dolby Vision Atmos  HDR10 Google TV NEW",tcl,55,Unknown Type,0,153000
"GLD 32 Inch,BLUETOOTH-ENABLED,Frameless Smart Android TVLE3200R1-SATelevision with 12 Months Warranty USB 2-HDMI 3, AV,NETFLIXFREE 6 EXTRA ACCESSORIES",vision,32,smart,0,13990
"GLD 32 Inch FramelessBluetooth-Enabled,Smart Android  Television,App-store ,Inbuilt Decoder Netflix Youtube, USB,HDMI PORTSWIFI INBUILT8 FREE GIFTS",vision,32,smart,0,14299
"TCL 43S5400- 43 inch FULL HD,Google TV,Android OS,Netflix,Youtube2 YEARS WARRANTY",tcl,43,Unknown Type,0,28699
"Hisense 50 Inch 55A6K VIDAA OS LED Frameless Smart TV - Black 2YRS WRTYDolby Vision,DTS Virtual X,AI 4k Upscaler,Vidaa Voice
Airplay 2,Dual Band Wifi,Resolution 3840X2160",hisense,50,smart,0,47999
"VITRON HTC3218 - 32 Inch Digital LED,Frameless,Inbuilt Decoder,USBHDMI FREE POWER GUARD4-WAY EXTENSION",vitron,32,digital,0,12399
"TCL 43  FULL HD ANDROID TV FRAMELESS,NETFLIX,YOUTUBE,PRIME VIDEO,TCL CHANNELS, WIFI, BLUETOOTH,I CAST. ACCESS TO GOOGLE PLAY-STORE,Free wall bracket FREE extension cable. TCL 43S5400 GOOGLE TV.",tcl,43,Unknown Type,0,28599
Syinix 32 Inch SMART Tv Android Tv FRAMELESS Design YOUTUBE NETFLIX I-CAST IN-BUILT WIFI HDMI HiFi BOX Speaker DVB T2,syinix,32,smart,0,13999
"Hisense 55 inch smart 4k UHD Frameless 55A6NKEN-2024 MODEL 
2YRS WARRANTY",hisense,55,smart,0,55999
"CLEARANCE SALE TCL 55 Inch SMART 4K FramelessBluetooth-Enabled, ULTRA HD-4K GOOGLE TV,NETFLIX WITH VOICE CONTROL2YEARS WARRANTY",tcl,55,smart,0,49999
Vitron 24 inch Digital TV HD LED TV ACDC DVB-T2 V2446D Black 24 inch,vitron,24,digital,0,9990
"Vitron 43inch,INBUILT BLUETOOTH Frameless Smart Digital Android TV InbuiltDecoderBRACKETEXTENSION",vitron,43,smart,0,26000
"Syinix 32E62M, 32 Inch Frameless LED Digital TV Smart I-cast Screen Inbuilt Decoder USB ENABLED HDMI",syinix,32,smart,0,11999
VITRON43 BLUETOOTH 43 INCH TV FRAMELESS FHD SMART ANDROID TV Inbuilt Decoder NETFLIX YOUTUBE APPSTORE 1GBRAM 8GBROM 3HDMI Ports 2USB Ports HTC 4388FS 8 FREE GIFTS,vitron,43,smart,1,22595
"TCL 43 inch P635 FRAMELESS 4K FHD Smart TV OK GOOGLE Android Bluetooth Enabled,Netflix,Youtube,PRIME. QLED TV Google Play Assistant TV CHROME CAST  In built Wi-FI ,HDR  DOLBY sounds.",tcl,43,smart,0,32899
"GLD 32 Inch,BLUETOOTH-ENABLED,Frameless Smart Android TVLE3200R1-SATelevision with 12 Months Warranty USB 2-HDMI 3, AV,NETFLIXFREE TV AERIAL14MONTHS WARRANTY",vision,32,smart,0,12999
"GLD 32 Inch,BLUETOOTH-ENABLED,Frameless Smart Android TVLE3200R1-SATelevision with 12 Months Warranty USB 2-HDMI 3, AV,NETFLIXFREE 4 GIFTS 14MONTHS WARRANTY",vision,32,smart,0,13699
"Vision Plus 50 4K Frameless, Netflix Official Smart Content TV Free Wall Mount2 YEARS WARRANTY",vision,50,smart,0,40899
"Vision Plus 43 Full HD Android Frameless Smart TV,Dvb-T2S2 Free Wall Bracket 2YRS WRTY",vision,43,smart,0,23599
"Skyworth  50 4K ULTRA HD Frameless Smart Android TV,BLUETOOTH-ENABLED,NETFLIXYOUTUBE2 YEARS WARRANTY",skyworth,50,smart,0,44999
"Samsung 65 Crystal UHD 4K Smart TV, Netflix, Youtube 2023 TELEVISIONS2 YEARS WARRANTY",vision,65,smart,1,109999
"TCL 32S5400 S Series, 32 FHDHD HDR Smart TV - Black2 YEARS WARRANTY",tcl,32,smart,0,19999
"VITRON 43 INCH BLUETOOTH ENABLED HTC4388FS FRAMELESS FHD SMART TV ANDROID TELEVISION NETFLIX YOUTUBE 43 INCH BUILT-IN WIFI APPSTORE 1GB RAM 8GBROM 2USB PORTS,3HDMI",vitron,43,smart,0,23199
Vitron 55 Inch Smart TV 4K UHD TV HTC5588USWO WebOS LED TV Bluetooth Frameless Television 2G9G DVB-T2,vitron,55,smart,5,44599
"Hisense 58A6KKEN 58 inch 4K UHD Smart TV ,NETFLIXYOUTUBE2YEARS WARRANTY-2024 MODEL",hisense,24,smart,0,60999
"CTC 19SP17CT2,19quot-Digital LED TV Full HD Clear Images ACDC",ctc,19,digital,6,5895
"TCL 43 P635 4K HDR Google TV ,BLUETOOTH TV,FRAMELESS2YEARS WARRANTY",tcl,43,Unknown Type,0,32999
"Hisense 32 Inch 32A4KKEN Smart TV,VIDAA OS,NETFLIXYOUTUBE2YEARS WARRANTY",hisense,32,smart,0,19899
"KONKA UDG50JR680ANT 50 inch Television Full HD1080P FRAMELESS SMART ANDROID 11 TV,  4K  ULTRA THIN BEZELS NETFLIX, YOU-TUBE,Facebook,Appstore TV",vision,50,smart,1,33490
"Vitron32 BLUETOOTH TV HTC3200S 32 Inch FRAMELESS Smart Android TELEVISION with Inbuilt Decoder Inbuilt WIFI,Netflix,Youtube Google Appstore 14 Months Warranty VITRON 32  7 FREE GIFTS",vitron,32,smart,1,13995
"TCL 43S5400 S Series, 43 Full HD Smart TV - Black 2 YEARS WARRANTY",tcl,43,smart,0,27999
"Vision Plus 43 Full HD Android Frameless Smart TV,Dvb-T2S2 Free Wall BracketTV GUARD2 YEARS WARRANTY",vision,43,smart,0,24999
"VITRON 43 INCH BLUETOOTH TV HTC4388FS FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROMFREE TV GUARD WALL",vitron,43,smart,0,21680
"VITRON 43 INCH BLUETOOTH TV HTC4388FS FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROMFREE TV GUARD WALL",vitron,43,smart,0,21880
"VITRON 43 INCH BLUETOOTH TV HTC4388FS FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROMFREE TV GUARD WALL",vitron,43,smart,0,23699
"VITRON HTC 4388FS 43 INCH BLUETOOTH FRAMELESS FHD SMART TV ANDROID TELEVISION NETFLIX YOUTUBE  43 INCH ,WITH BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2USB PORTS,3HDMI PORTS 7 FREE GIFTS",vitron,43,smart,1,22595
CTC 22 Inch Digital TV Full HD Television Energy Saving with 12 Months Warranty black,vision,22,digital,10,7599
Infinix X1 32 Inch Television 32 inch Smart Android TV Bluetooth Television Netflix YouTube App Store Inbuilt Decoder Chrome Cast Built-in  6 EXTRA Accessories,vision,32,smart,4,16299
"Syinix 43 inch 43S65  BLUETOOTH ENABLED FRAMELESS FULL HD SMART Android TV,  NETFLIX YOUTUBE S65 SERIES,HDR ,DOLBY AUDIO, INBUILT DECODER BUILT-IN WIFI Chromecast built-in,Prime Video",syinix,43,smart,2,23999
