product_name,product_reviews,product_price,clean_product_name,brand,size,tv_type
"Hisense 32A4KKEN, 32 Inch, A4 Series, Frameless  Smart TV",(1),"KSh 18,599","Hisense 32A4KKEN, 32 Inch, A4 Series, Frameless  Smart TV",hisense,32,smart
"Haier 32"" Digital TV Frameless LED Television(LE32B9600T) Ultra Slim Design USB and HDMI Ports with 1 Year Warranty LED32B9600T",(17),"KSh 13,599",Haier 32 Digital TV Frameless LED TelevisionLE32B9600T Ultra Slim Design USB and HDMI Ports with 1 Year Warranty LED32B9600T,vision,32,digital
"Skyworth 43E5500G, 43-inches Full HD 2024 Frameless Google TV, Black (1YR WRTY)",(0),"KSh 27,999","Skyworth 43E5500G, 43-inches Full HD 2024 Frameless Google TV, Black 1YR WRTY",skyworth,43,Unknown Type
"BLUETOOTH VITRON HTC4388FS 43"" INCH FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2*USB PORTS,3*HDMI+14 MONTHS WARRANTY+GIFTS",(2),"KSh 20,799","BLUETOOTH VITRON HTC4388FS 43 INCH FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2USB PORTS,3HDMI14 MONTHS WARRANTYGIFTS",vitron,43,smart
"BLUETOOTH -ENABLED GLD 43"" INCH-FRAMELESS Full HD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2*USB PORTS,3*HDMI+FREE 32GB FLASH+TV GUARD",(0),"KSh 20,499","BLUETOOTH -ENABLED GLD 43 INCH-FRAMELESS Full HD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2USB PORTS,3HDMIFREE 32GB FLASHTV GUARD",vision,32,smart
"GLD 32"" Inch Frameless/Bluetooth-Enabled,Smart Android TV 32 inch Television,App-store ,Inbuilt Decoder Netflix Youtube, USB,HDMI PORTS+WIFI INBUILT+7 FREE GIFTS",(4),"KSh 13,890","GLD 32 Inch FramelessBluetooth-Enabled,Smart Android TV 32 inch Television,App-store ,Inbuilt Decoder Netflix Youtube, USB,HDMI PORTSWIFI INBUILT7 FREE GIFTS",vision,32,smart
"VITRON HTC 4388FS 43"" INCH BLUETOOTH FRAMELESS FHD SMART ANDROID TV Inbuilt Decoder NETFLIX YOUTUBE APP STORE 1GBRAM 8GBROM 3*HDMI Ports 2*USB Ports + 4 FREE GIFTS",(0),"KSh 22,720",VITRON HTC 4388FS 43 INCH BLUETOOTH FRAMELESS FHD SMART ANDROID TV Inbuilt Decoder NETFLIX YOUTUBE APP STORE 1GBRAM 8GBROM 3HDMI Ports 2USB Ports  4 FREE GIFTS,vitron,43,smart
HIFINIT 43 inch smart tv SMART FHD TV ATV+DVB-T2  Android 43E3S Television TV,(15),"KSh 19,359",HIFINIT 43 inch smart tv SMART FHD TV ATVDVB-T2  Android 43E3S Television TV,vision,43,smart
"TCL 43"" Inch,FRAMELESS, 4K Ultra HD Smart LED Google/Android TV,Bluetooth-Enabled+2 YEARS WARRANTY",(1),"KSh 32,999","TCL 43 Inch,FRAMELESS, 4K Ultra HD Smart LED GoogleAndroid TV,Bluetooth-Enabled2 YEARS WARRANTY",tcl,43,smart
"BLUETOOTH  GLD 43"" INCH TV FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM+FREE BRACKET+,POWER GUARD",(1),"KSh 20,599","BLUETOOTH  GLD 43 INCH TV FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROMFREE BRACKET,POWER GUARD",vision,43,smart
"Gld 32” Inch, BLUETOOTH, FRAMELESS LED SMART ANDROID TV + GIFTS",(45),"KSh 13,490","Gld 32 Inch, BLUETOOTH, FRAMELESS LED SMART ANDROID TV  GIFTS",gld,32,smart
"[OFFER OFFER] VITRON HTC3218 32"" INCH FRAMELESS HD DIGITAL TV WITH INBUILT DECODER FOR  FREE to Air Channels 14 Months Warranty+FREE AERIAL+EXTENSION + FLASH DISK",(0),"KSh 12,799",OFFER OFFER VITRON HTC3218 32 INCH FRAMELESS HD DIGITAL TV WITH INBUILT DECODER FOR  FREE to Air Channels 14 Months WarrantyFREE AERIALEXTENSION  FLASH DISK,vitron,32,digital
"Vitron HTC3200S,BLUETOOTH TV FRAMELESS 32 Inch Television Smart TV Android 11.0 TV Inbuilt Decoder 3*HDMI Ports,2*USB ports,1GB RAM 8GB ROM,Netflix,Youtube, Appstore Inbuilt Decoder 14 Months Warranty",(1),"KSh 12,988","Vitron HTC3200S,BLUETOOTH TV FRAMELESS 32 Inch Television Smart TV Android 11.0 TV Inbuilt Decoder 3HDMI Ports,2USB ports,1GB RAM 8GB ROM,Netflix,Youtube, Appstore Inbuilt Decoder 14 Months Warranty",vitron,32,smart
"GLD 32"" Inch Frameless Smart  Android TV, App-store Bluetooth ,Inbuilt Decoder Netflix Youtube, USB,HDMI + Built-in WIFI ACCESS WideColor Enhancer 1GBRam8GBrom",(53),"KSh 12,795","GLD 32 Inch Frameless Smart  Android TV, App-store Bluetooth ,Inbuilt Decoder Netflix Youtube, USB,HDMI  Built-in WIFI ACCESS WideColor Enhancer 1GBRam8GBrom",gld,32,smart
"EOCO 43"" INCH BLUETOOTH FRAMELESS FHD SMART TV ANDROID TELEVISION NETFLIX ,YOUTUBE BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM +14 MONTHS WARRANTY+6 FREE GIFTS",(0),"KSh 20,699","EOCO 43 INCH BLUETOOTH FRAMELESS FHD SMART TV ANDROID TELEVISION NETFLIX ,YOUTUBE BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 14 MONTHS WARRANTY6 FREE GIFTS",vision,43,smart
"TCL 43"" Inch-S5400-BLUETOOTH TV,FHD-Smart & Digital ANDROID/GOOGLE TELEVISION-NETFLIX-YOUTUBE+2 YEARS WARRANTY+8 FREE GIFTS",(0),"KSh 29,999","TCL 43 Inch-S5400-BLUETOOTH TV,FHD-Smart  Digital ANDROIDGOOGLE TELEVISION-NETFLIX-YOUTUBE2 YEARS WARRANTY8 FREE GIFTS",tcl,43,smart
"AMTEC 43 inch TV Bluetooth Enabled Frameless Television Full HD Smart Android TV Built-in WIFI, Inbuilt Decoder 3*HDMI 2*USB Ports Wide Color Enhancer",(18),"KSh 19,999","AMTEC 43 inch TV Bluetooth Enabled Frameless Television Full HD Smart Android TV Built-in WIFI, Inbuilt Decoder 3HDMI 2USB Ports Wide Color Enhancer",vision,43,smart
"[Best Bundle] VITRON 4388FS -43"" inch Smart TV ,BLUETOOTH-ENABLED Android Television Full HD Frameless TV with Netflix Youtube Television",(43),"KSh 22,899","Best Bundle VITRON 4388FS -43 inch Smart TV ,BLUETOOTH-ENABLED Android Television Full HD Frameless TV with Netflix Youtube Television",vitron,43,smart
"Hisense 32"" inch 32A4K VIDAA OS Full HD FRAMELESS Smart  TV Television Inbuilt WIFI A4 Series Dobly Audio Inbuilt Decoder USB HDMI 24 Months Warranty",(0),"KSh 19,995",Hisense 32 inch 32A4K VIDAA OS Full HD FRAMELESS Smart  TV Television Inbuilt WIFI A4 Series Dobly Audio Inbuilt Decoder USB HDMI 24 Months Warranty,hisense,32,smart
"CTC 50 Inch Android Smart TV HD Television with 24 Months Warranty(CTC50F1S), Multi-screen, HDMI, Android 11.0, USB 2.0, Eco friendly, DVB-T2, YouTube, Netflix, Prime Video",(21),"KSh 32,099","CTC 50 Inch Android Smart TV HD Television with 24 Months WarrantyCTC50F1S, Multi-screen, HDMI, Android 11.0, USB 2.0, Eco friendly, DVB-T2, YouTube, Netflix, Prime Video",vision,50,smart
"VITRON HTC3200S - 32"" Inch Frameless Smart Android TV Inbuilt WIFI,Bluetooth -Netflix,Youtube Television+FREE AERIAL+CABLE.",(0),"KSh 12,690","VITRON HTC3200S - 32 Inch Frameless Smart Android TV Inbuilt WIFI,Bluetooth -Netflix,Youtube TelevisionFREE AERIALCABLE.",vitron,32,smart
Amtec 24  Inch frameless Digital LED TV AC/DC with inbuilt decorder,(0),"KSh 8,395",Amtec 24  Inch frameless Digital LED TV ACDC with inbuilt decorder,amtec,24,digital
"Amtec 32R1 AC/DC 32"" inch Bluetooth enabled Television Smart Android TV Digital TV Inbuilt Decoder Built-in WIFI Appstore 1GB DDR,8GB RAM,4-CORE LED TV+ 7 FREE GIFTS",(0),"KSh 14,760","Amtec 32R1 ACDC 32 inch Bluetooth enabled Television Smart Android TV Digital TV Inbuilt Decoder Built-in WIFI Appstore 1GB DDR,8GB RAM,4-CORE LED TV 7 FREE GIFTS",vision,32,smart
"VITRON BLUETOOTH-ENABLED 32"" INCH HTC3200S,FRAMELESS Smart Android TV Inbuilt Decoder Inbuilt WIFI Netflix Youtube Appstore 2*USB 3*HDMI 14MONTHS WARRANTY+ FREE WALL BRACKET+32GB FLASH DISK",(0),"KSh 12,899","VITRON BLUETOOTH-ENABLED 32 INCH HTC3200S,FRAMELESS Smart Android TV Inbuilt Decoder Inbuilt WIFI Netflix Youtube Appstore 2USB 3HDMI 14MONTHS WARRANTY FREE WALL BRACKET32GB FLASH DISK",vitron,32,smart
"Hisense 32"" inch 32A4K VIDAA OS Full HD FRAMELESS Smart  TV Television Inbuilt WIFI A4 Series Dobly Audio Inbuilt Decoder USB HDMI 24 Months Warranty+FREE TV GUARD+ POWER EXTENSION CABLE",(0),"KSh 20,695",Hisense 32 inch 32A4K VIDAA OS Full HD FRAMELESS Smart  TV Television Inbuilt WIFI A4 Series Dobly Audio Inbuilt Decoder USB HDMI 24 Months WarrantyFREE TV GUARD POWER EXTENSION CABLE,hisense,32,smart
"VITRON 32"" INCH HTC3200S,FRAMELESS Smart Android 11 TV Inbuilt Decoder Inbuilt WIFI Netflix Youtube Appstore 2*USB 3*HDMI+14  MONTHS WARRANTY+FREE 6 GIFTS",(34),"KSh 13,490","VITRON 32 INCH HTC3200S,FRAMELESS Smart Android 11 TV Inbuilt Decoder Inbuilt WIFI Netflix Youtube Appstore 2USB 3HDMI14  MONTHS WARRANTYFREE 6 GIFTS",vitron,32,smart
"VITRON 32"" INCH FRAMELESS HD DIGITAL TV WITH INBUILT DECODER FOR  FREE to Air Channels 14 Months Warranty+7 FREE GIFTS",(0),"KSh 13,499",VITRON 32 INCH FRAMELESS HD DIGITAL TV WITH INBUILT DECODER FOR  FREE to Air Channels 14 Months Warranty7 FREE GIFTS,vitron,32,digital
"VITRON HTC3200S 32"" Inch BLUETOOTH TV FRAMELESS Smart Android TV with Inbuilt Decoder Inbuilt WIFI,Netflix,Youtube Google Appstore 14 Months Warranty + 6 FREE GIFTS",(0),"KSh 13,999","VITRON HTC3200S 32 Inch BLUETOOTH TV FRAMELESS Smart Android TV with Inbuilt Decoder Inbuilt WIFI,Netflix,Youtube Google Appstore 14 Months Warranty  6 FREE GIFTS",vitron,32,smart
"GLD 32"" Inch Frameless/Bluetooth-Enabled,Smart Android TV 32 inch Television,App-store ,Inbuilt Decoder Netflix Youtube, USB,HDMI PORTS+WIFI INBUILT+4 FREE GIFTS",(0),"KSh 13,199","GLD 32 Inch FramelessBluetooth-Enabled,Smart Android TV 32 inch Television,App-store ,Inbuilt Decoder Netflix Youtube, USB,HDMI PORTSWIFI INBUILT4 FREE GIFTS",vision,32,smart
"GLD 32 Inch,BLUETOOTH-ENABLED,Frameless Smart Android TV（LE3200R1-SATelevision with 12 Months Warranty USB 2-HDMI 3, AV,NETFLIX+FREE ACCESSORIES",(0),"KSh 12,999","GLD 32 Inch,BLUETOOTH-ENABLED,Frameless Smart Android TVLE3200R1-SATelevision with 12 Months Warranty USB 2-HDMI 3, AV,NETFLIXFREE ACCESSORIES",vision,32,smart
"GLD 32"" Inch Frameless Smart  Android TV, App-store Bluetooth ,Inbuilt Decoder Netflix Youtube, USB,HDMI + Built-in WIFI ACCESS WideColor Enhancer+FREE TV GUARD+BRACKET+AERIAL",(5),"KSh 13,299","GLD 32 Inch Frameless Smart  Android TV, App-store Bluetooth ,Inbuilt Decoder Netflix Youtube, USB,HDMI  Built-in WIFI ACCESS WideColor EnhancerFREE TV GUARDBRACKETAERIAL",gld,32,smart
"Hisense 32"" Inch 32A4KKEN Smart TV,VIDAA OS,NETFLIX/YOUTUBE+2YEARS WARRANTY+FREE WALL BRACKET",(0),"KSh 18,999","Hisense 32 Inch 32A4KKEN Smart TV,VIDAA OS,NETFLIXYOUTUBE2YEARS WARRANTYFREE WALL BRACKET",hisense,32,smart
"Gld 32"" Inch Smart Android FRAMELESS,USB,HDMI,INBUILT DECODER, BLUETOOTH ENABLED WIFI,YOUTBE,NETFIX TELEVISIONS+3 FREE GIFTS+2 YEARS WARRANTY",(0),"KSh 13,450","Gld 32 Inch Smart Android FRAMELESS,USB,HDMI,INBUILT DECODER, BLUETOOTH ENABLED WIFI,YOUTBE,NETFIX TELEVISIONS3 FREE GIFTS2 YEARS WARRANTY",vision,32,smart
