product_name,product_reviews,product_price,clean_product_name,brand,size,tv_type
"Vitron AC/DC LED DIGITAL TV With Inbuilt Decorder 22'' INCHESDigital TV Screen size: 22"" Screen type: Clear Motion Screen resolution: Dynamic Contrast Ratio Connectivity: 1x HDMI,  1 x USB",(0),"KSh 11,000","Vitron ACDC LED DIGITAL TV With Inbuilt Decorder 22 INCHESDigital TV Screen size 22 Screen type Clear Motion Screen resolution Dynamic Contrast Ratio Connectivity 1x HDMI,  1 x USB",vitron,22,digital
"TCL 32"" Inch Frameless AI Smart GOOGLE LED TV,NETFLIX,YOUTUBE-GIFTS",(0),"KSh 23,750","TCL 32 Inch Frameless AI Smart GOOGLE LED TV,NETFLIX,YOUTUBE-GIFTS",tcl,32,smart
"Skyworth 43'' Smart Google TV android  Frameless LED TV-YouTube, Netflix-Smart Tvs",(0),"KSh 29,999","Skyworth 43 Smart Google TV android  Frameless LED TV-YouTube, Netflix-Smart Tvs",skyworth,43,smart
Samsung 98 Inch QA98Q80CAU Smart Tv,(0),"KSh 810,000",Samsung 98 Inch QA98Q80CAU Smart Tv,samsung,,smart
Hisense 75A62GS 75 inch 4K UHD Smart TV,(0),"KSh 154,000",Hisense 75A62GS 75 inch 4K UHD Smart TV,hisense,75,smart
"NEW VISION 55"" VP8855KV  55 INCHES 4K Frameless V+ OS Smart TV BLUETOOTH BUILT-IN WIFI NETFLIX YOUTUBE DOLBY AUDIO VOICE CONTROL  SCREEN SHARE 2 YEARS WARRANTY",(0),"KSh 44,999",NEW VISION 55 VP8855KV  55 INCHES 4K Frameless V OS Smart TV BLUETOOTH BUILT-IN WIFI NETFLIX YOUTUBE DOLBY AUDIO VOICE CONTROL  SCREEN SHARE 2 YEARS WARRANTY,vision,55,smart
"Gld 43"" inch FRAMELESS TV,Smart & Digital TV, Android 11 OS, Bluetooth, Inbuilt Decoder+ FREE GIFTS",(0),"KSh 22,999","Gld 43 inch FRAMELESS TV,Smart  Digital TV, Android 11 OS, Bluetooth, Inbuilt Decoder FREE GIFTS",gld,43,smart
CTC 22 INCH AC/DC LED DIGITAL TV With Inbuilt Decorder,(1),"KSh 7,399",CTC 22 INCH ACDC LED DIGITAL TV With Inbuilt Decorder,Unknown,22,digital
"Vitron 40"" Inch Smart TV Inbuilt,Android TV, WIFI Netflix, Youtube",(0),"KSh 20,990","Vitron 40 Inch Smart TV Inbuilt,Android TV, WIFI Netflix, Youtube",vitron,40,smart
LG 65NANO80 Al Nanocell WebOS smart tv with magic remote,(0),"KSh 135,000",LG 65NANO80 Al Nanocell WebOS smart tv with magic remote,lg,65,smart
"Ica 19"" LED DigitaL TV,INBUILT DECODER USB PORT,HDMI-VGA WITH DAMAGED BOX",(0),"KSh 5,700","Ica 19 LED DigitaL TV,INBUILT DECODER USB PORT,HDMI-VGA WITH DAMAGED BOX",Unknown,19,digital
"Amtec 50"" SMART Android TV- INBUILT DECORDER+ WIFI Netflix,Youtube Black",(0),"KSh 35,000","Amtec 50 SMART Android TV- INBUILT DECORDER WIFI Netflix,Youtube Black",amtec,50,smart
CTC 26 INCH LED DIGITAL TV...,(0),"KSh 9,599",CTC 26 INCH LED DIGITAL TV...,Unknown,26,digital
"Gld 32 led tv with a new feature ""Bluetooth"" the tv is a modern and classic with a 4k HD enabled and clear resolution  SMART ADROID tv enjoy our new gld tv with a warrant",(1),"KSh 14,999",Gld 32 led tv with a new feature Bluetooth the tv is a modern and classic with a 4k HD enabled and clear resolution  SMART ADROID tv enjoy our new gld tv with a warrant,gld,32,smart
"Euroken 26"" Inches Digital Led Tv With FREE TO AIR CHANNEl with cast screen",(0),"KSh 8,399",Euroken 26 Inches Digital Led Tv With FREE TO AIR CHANNEl with cast screen,euroken,26,digital
"Hisense  58'' Smart UHD 4K Frameless LED TV-YouTube, Netflix-Smart Tvs",(0),"KSh 59,450","Hisense  58 Smart UHD 4K Frameless LED TV-YouTube, Netflix-Smart Tvs",hisense,,smart
"[NEW] VITRON 32 INCH, FRAMELESS DIGITAL TV with INBUILT DECODER",(1),"KSh 12,999","NEW VITRON 32 INCH, FRAMELESS DIGITAL TV with INBUILT DECODER",vitron,32,digital
24INCH DIGITAL TV(OFFER)GLAZE,(0),"KSh 10,499",24INCH DIGITAL TVOFFERGLAZE,glaze,24,digital
"VITRON 32"" Inch Frameless Smart Android TV Netflix Youtube Appstore+FREE GIFTS+14 MONTHS WARRANTY",(0),"KSh 13,799",VITRON 32 Inch Frameless Smart Android TV Netflix Youtube AppstoreFREE GIFTS14 MONTHS WARRANTY,vitron,32,smart
"Amtec 43 Inch SMART Android TV,NETFLIX,YOUTUBE,BT,FRAMELESS DESIGN",(0),"KSh 23,999","Amtec 43 Inch SMART Android TV,NETFLIX,YOUTUBE,BT,FRAMELESS DESIGN",amtec,43,smart
"Samsung 50CU8000 50'' 4K CRYSTAL ULTRA HD SMART TV, NETFLIX, YOUTUBE SERIES 8 TELEVISIONS",(0),"KSh 69,990","Samsung 50CU8000 50 4K CRYSTAL ULTRA HD SMART TV, NETFLIX, YOUTUBE SERIES 8 TELEVISIONS",vision,50,smart
Hisense 90 Inches MEGA ULED 4K TV – 90L5HG,(0),"KSh 319,999",Hisense 90 Inches MEGA ULED 4K TV  90L5HG,hisense,90,Unknown Type
"Vitron 50"" Inch FRAMELESS 4K UHD Android TV,INBUILT WIFI,DECODER,USB,HDMI+TV GUARD+EXTENSION",(1),"KSh 35,999","Vitron 50 Inch FRAMELESS 4K UHD Android TV,INBUILT WIFI,DECODER,USB,HDMITV GUARDEXTENSION",vitron,50,Unknown Type
TCL 65C645 65'' QLED Gaming in Dolby Vision Smart TV 2023 Model,(0),"KSh 108,500",TCL 65C645 65 QLED Gaming in Dolby Vision Smart TV 2023 Model,tcl,65,smart
"BLUETOOTH-ENABLED VITRON HTC4388FS,43"" Inch,FRAMELESS,Smart Android 11.0 TV WIFI Netflix,Youtube,Playstore Television+FREE 8 GIFTS+14 MONTHS WARRANTY",(0),"KSh 23,899","BLUETOOTH-ENABLED VITRON HTC4388FS,43 Inch,FRAMELESS,Smart Android 11.0 TV WIFI Netflix,Youtube,Playstore TelevisionFREE 8 GIFTS14 MONTHS WARRANTY",vitron,43,smart
TCL 55C645 55 Inch QLED 4K Ultra HD (GoogleTV) With Dolby Vision & Dolby Atmos 2023-Free TV Guard+ Wall Mount + 32GB Flash Drive,(0),"KSh 66,999",TCL 55C645 55 Inch QLED 4K Ultra HD GoogleTV With Dolby Vision  Dolby Atmos 2023-Free TV Guard Wall Mount  32GB Flash Drive,tcl,32,Unknown Type
"Hisense 50"" Inch 4K UHD HDR Frameless Smart TV, Netflix, You Tube - 2022 TELEVISION+BRACKET+2 YEARS WARRANTY",(0),"KSh 50,999","Hisense 50 Inch 4K UHD HDR Frameless Smart TV, Netflix, You Tube - 2022 TELEVISIONBRACKET2 YEARS WARRANTY",hisense,50,smart
"Hisense 50 Inch Smart 4K UHD LED TV (50A6BG) Voice Control, WI-FI, Google Assistant, Netflix, YouTube",(0),"KSh 50,999","Hisense 50 Inch Smart 4K UHD LED TV 50A6BG Voice Control, WI-FI, Google Assistant, Netflix, YouTube",hisense,50,smart
Hisense 75U7G 75″ Inches ULED 4K HDR LED TV - Black,(0),"KSh 250,000",Hisense 75U7G 75 Inches ULED 4K HDR LED TV - Black,hisense,75,Unknown Type
"[BLACK FRIDAY ] Vitron HTC5568US, 55"" 4K UHD Smart Android Bluetooth TV, Netflix, Youtube+5 FREE ACCESSORIES+14 MONTHS WARRANTY",(0),"KSh 47,999","BLACK FRIDAY  Vitron HTC5568US, 55 4K UHD Smart Android Bluetooth TV, Netflix, Youtube5 FREE ACCESSORIES14 MONTHS WARRANTY",vitron,55,smart
"[ OFFER! ] Vitron HTC5568US 55"" Frameless 4K Ultra HD Android TV, NETFLIX,YOUTUBE +TV GUARD + WALL BRACKET+32GB FLASH",(0),"KSh 47,999"," OFFER  Vitron HTC5568US 55 Frameless 4K Ultra HD Android TV, NETFLIX,YOUTUBE TV GUARD  WALL BRACKET32GB FLASH",vitron,32,Unknown Type
"[BLACK FRIDAY ] Vitron 55"" Inch 4K UHD,BLUETOOTH ENABLED,SMART TV,8GB ROM,1.5GB RAM,Android+14 MONTHS WARRANTY",(0),"KSh 47,999","BLACK FRIDAY  Vitron 55 Inch 4K UHD,BLUETOOTH ENABLED,SMART TV,8GB ROM,1.5GB RAM,Android14 MONTHS WARRANTY",vitron,55,smart
(LIMITED OFFER) LG LED Smart 43LM6370PVA Series Full HDR Smart LED TV,(0),"KSh 58,399",LIMITED OFFER LG LED Smart 43LM6370PVA Series Full HDR Smart LED TV,lg,43,smart
"GLAZE 50"" INCH FRAMELESS SMART ANDROID FULL HD Television NETFLIX YOUTUBE GOOGLE PLAYSTORE Inbuilt Decoder Bluetooth 1GBRAM 8GBROM 3*HDMI 2*USB Enabled",(0),"KSh 34,999",GLAZE 50 INCH FRAMELESS SMART ANDROID FULL HD Television NETFLIX YOUTUBE GOOGLE PLAYSTORE Inbuilt Decoder Bluetooth 1GBRAM 8GBROM 3HDMI 2USB Enabled,vision,50,smart
Samsung 75inch 75QN800CAU 8K Smart Neo QLED Tv,(0),"KSh 615,000",Samsung 75inch 75QN800CAU 8K Smart Neo QLED Tv,samsung,75,smart
"[BLACK FRIDAY ] Vitron HTC5568US, 55"" 4K UHD Smart Android Bluetooth TV, Netflix, Youtube+FREE BRACKET+TV GUARD",(0),"KSh 43,999","BLACK FRIDAY  Vitron HTC5568US, 55 4K UHD Smart Android Bluetooth TV, Netflix, YoutubeFREE BRACKETTV GUARD",vitron,55,smart
TCL 55C645 55 Inch QLED 4K Ultra HD (GoogleTV) With Dolby Vision & Dolby Atmos,(0),"KSh 68,000",TCL 55C645 55 Inch QLED 4K Ultra HD GoogleTV With Dolby Vision  Dolby Atmos,tcl,55,Unknown Type
"TCL 50 Inch 4K HDR Google TV (50P635), YouTube, Netflix, Edgeless Design, Dynamic Color Enhancement, Dolby Audio with Free Gifts, 16GB HP Flash + 4 Way Extension + Wall Mount + TV Guard",(0),"KSh 52,499","TCL 50 Inch 4K HDR Google TV 50P635, YouTube, Netflix, Edgeless Design, Dynamic Color Enhancement, Dolby Audio with Free Gifts, 16GB HP Flash  4 Way Extension  Wall Mount  TV Guard",tcl,50,Unknown Type
"Hisense 43A4K, 43 Inches FHD, Youtube, Netflix Smart TV",(0),"KSh 33,999","Hisense 43A4K, 43 Inches FHD, Youtube, Netflix Smart TV",hisense,43,smart
"Hisense 50"" Inch 4K UHD HDR Frameless Smart TV, Netflix, You Tube - 2022 TELEVISION+BRACKET",(0),"KSh 46,999","Hisense 50 Inch 4K UHD HDR Frameless Smart TV, Netflix, You Tube - 2022 TELEVISIONBRACKET",hisense,50,smart
"Vitron 4388-FS 43"" FHD Frameless Smart/Android TV InbuiltDecoder TELEVISION+FREE GIFTS",(0),"KSh 20,899",Vitron 4388-FS 43 FHD Frameless SmartAndroid TV InbuiltDecoder TELEVISIONFREE GIFTS,vitron,43,smart
Samsung - 32 Inch Smart LED Full HD TV,(0),"KSh 48,000",Samsung - 32 Inch Smart LED Full HD TV,samsung,32,smart
"Hisense 50"" Inch 4K UHD HDR Frameless Smart TV, Netflix, You Tube - 2022 TELEVISION-50A6HKEN",(0),"KSh 46,999","Hisense 50 Inch 4K UHD HDR Frameless Smart TV, Netflix, You Tube - 2022 TELEVISION-50A6HKEN",hisense,50,smart
"Syinix 43"" Inch Frameless FHD Smart Android  Television A51 Series,2 years warranty",(1),"KSh 33,999","Syinix 43 Inch Frameless FHD Smart Android  Television A51 Series,2 years warranty",vision,43,smart
"VITRON 32"" Inch Frameless Smart Android TV, Inbuilt Decoder Netflix, Appstore",(0),"KSh 12,997","VITRON 32 Inch Frameless Smart Android TV, Inbuilt Decoder Netflix, Appstore",vitron,32,smart
CTC 24 INCH LED DIGITAL TV -USB AND HDMI + AERIAL,(3),"KSh 9,499",CTC 24 INCH LED DIGITAL TV -USB AND HDMI  AERIAL,Unknown,24,digital
Vitron 50 Inch Frameless Television HTC 5068US Ultra HD Android Smart TV with Bluetooth Netflix Youtube 1.5G+8G USB/SD WIFI Television Multifuctional TV,(0),"KSh 39,999",Vitron 50 Inch Frameless Television HTC 5068US Ultra HD Android Smart TV with Bluetooth Netflix Youtube 1.5G8G USBSD WIFI Television Multifuctional TV,vitron,50,smart
"Vitron 24"" INCH WITH Inbuilt Decocder Digital AC/DC LED TV",(1),"KSh 9,999",Vitron 24 INCH WITH Inbuilt Decocder Digital ACDC LED TV,vitron,24,digital
"Hisense 50” INCH 4K ULTRA UHD SMART FRAMELESS TV,BLUETOOTH,NETFLIX&YOUTUBE-WIFI+2 EAST AFRICA YEARS WARRANTY",(0),"KSh 46,699","Hisense 50 INCH 4K ULTRA UHD SMART FRAMELESS TV,BLUETOOTH,NETFLIXYOUTUBE-WIFI2 EAST AFRICA YEARS WARRANTY",hisense,50,smart
Vitron AC/DC LED DIGITAL TV With Inbuilt Decorder 22'' INCHES,(3),"KSh 7,800",Vitron ACDC LED DIGITAL TV With Inbuilt Decorder 22 INCHES,vitron,22,digital
Samsung QA75Q60CAU 75 inch Smart QLED TV,(0),"KSh 205,000",Samsung QA75Q60CAU 75 inch Smart QLED TV,samsung,75,smart
"Vitron 32"" Inch Frameless Smart Android TV Inbuilt WIFI,PLAYSTORE,NETFLIX,YOUTUBE+BRACKET&GUARD",(0),"KSh 13,590","Vitron 32 Inch Frameless Smart Android TV Inbuilt WIFI,PLAYSTORE,NETFLIX,YOUTUBEBRACKETGUARD",vitron,32,smart
LG OLED55C26LA OLED evo 55 Inch Cinema Screen Design 4K Cinema HDR webOS22 with ThinQ AI Pixel Dimming (2022),(0),"KSh 195,000",LG OLED55C26LA OLED evo 55 Inch Cinema Screen Design 4K Cinema HDR webOS22 with ThinQ AI Pixel Dimming 2022,lg,55,Unknown Type
"Vitron 3200S,32"" Inch TV Framelss Smart Android TV,NetflixYoutube+FREE TVGuard+Bracket",(0),"KSh 14,250","Vitron 3200S,32 Inch TV Framelss Smart Android TV,NetflixYoutubeFREE TVGuardBracket",vitron,32,smart
"Amtec 43"" Inch,FRAMELESS SMART Android TV,BLUETOOTH,NETFLIX+YOUTUBE-WIFI TELEVISION+8 FREE GIFTS",(0),"KSh 23,999","Amtec 43 Inch,FRAMELESS SMART Android TV,BLUETOOTH,NETFLIXYOUTUBE-WIFI TELEVISION8 FREE GIFTS",vision,43,smart
"BLUETOOTH VITRON 43"" Inches FRAMELESS Full HD Smart Android Television,YOUTUBE,NETFLIX,USB,HDMI",(0),"KSh 23,899","BLUETOOTH VITRON 43 Inches FRAMELESS Full HD Smart Android Television,YOUTUBE,NETFLIX,USB,HDMI",vitron,43,smart
"Skyworth 55G3B, 55” 4K QLED 2022 Frameless Smart Android TV +2 YEARS WARRANTY+FREE TV GUARD+WALL BRACKET",(0),"KSh 60,999","Skyworth 55G3B, 55 4K QLED 2022 Frameless Smart Android TV 2 YEARS WARRANTYFREE TV GUARDWALL BRACKET",skyworth,55,smart
"Skyworth 32'' FRAMELESS ANDROID TV, NETFLIX, YOUTUBE",(0),"KSh 20,000","Skyworth 32 FRAMELESS ANDROID TV, NETFLIX, YOUTUBE",skyworth,32,Unknown Type
Vitron 43 inch Smart TV HTC Android Television Full HD Frameless TV with Netflix Youtube Television,(0),"KSh 24,699",Vitron 43 inch Smart TV HTC Android Television Full HD Frameless TV with Netflix Youtube Television,vitron,43,smart
"Samsung 43""  Inch FULL HD SMART TV, NETFLIX, YOUTUBE UA43T5300AU-BLACK",(0),"KSh 43,999","Samsung 43  Inch FULL HD SMART TV, NETFLIX, YOUTUBE UA43T5300AU-BLACK",samsung,43,smart
TCL 98 INCH 98C755 QD-Mini LED 4K TV,(0),"KSh 527,800",TCL 98 INCH 98C755 QD-Mini LED 4K TV,tcl,55,Unknown Type
"TCL 32D3000 32"" Inch Digital HD LED TV,Dolby Audio,HDMI USB,EPG,Energy Saving,SLIM,Dynamic Contrast",(0),"KSh 16,000","TCL 32D3000 32 Inch Digital HD LED TV,Dolby Audio,HDMI USB,EPG,Energy Saving,SLIM,Dynamic Contrast",tcl,32,digital
"Hisense 55'' Smart UHD 4K Frameless LED TV-YouTube, Netflix Televsions",(0),"KSh 54,990","Hisense 55 Smart UHD 4K Frameless LED TV-YouTube, Netflix Televsions",hisense,55,smart
"Gld 50"" Inch SMART ANDROID 4K FHD FRAMELESS TV,YOUTUBE,NETFLIX,WIFI Television",(0),"KSh 35,990","Gld 50 Inch SMART ANDROID 4K FHD FRAMELESS TV,YOUTUBE,NETFLIX,WIFI Television",vision,50,smart
"Vitron 40"" Inches 4068FS SMART ANDROID TV, NETFLIX, YOU-TUBE TV+FREE AERIAL+CABLE",(1),"KSh 21,699","Vitron 40 Inches 4068FS SMART ANDROID TV, NETFLIX, YOU-TUBE TVFREE AERIALCABLE",vitron,40,smart
"Vitron 32"" Inch Smart Android Tv,Frameless, Netflix,Youtube + GIFTS PACK",(1),"KSh 13,899","Vitron 32 Inch Smart Android Tv,Frameless, Netflix,Youtube  GIFTS PACK",vitron,32,smart
"TCL 4K HDR FRAMELESS Google TV, WORK WITH ALEXA",(0),"KSh 75,000","TCL 4K HDR FRAMELESS Google TV, WORK WITH ALEXA",tcl,,Unknown Type
TCL 55P635 55'' Smart UHD 4K With HDR Google TV Frameless - 2022,(1),"KSh 50,599",TCL 55P635 55 Smart UHD 4K With HDR Google TV Frameless - 2022,tcl,55,smart
"32"" Inch - HD LED Digital TV+ A FREE TV Guard",(0),"KSh 12,999",32 Inch - HD LED Digital TV A FREE TV Guard,Unknown,32,digital
"Konka smart Tv 43 inch. Full HD 1080p. Ultra thin bezels, energy saving.",(0),"KSh 25,250","Konka smart Tv 43 inch. Full HD 1080p. Ultra thin bezels, energy saving.",Unknown,43,smart
Samsung 85 Inch Q60C QLED 4K Smart TV (2023) – QA85Q60CAU,(0),"KSh 335,000",Samsung 85 Inch Q60C QLED 4K Smart TV 2023  QA85Q60CAU,samsung,85,smart
Samsung 85″ CU8000 Crystal 4K UHD Smart TV – CU8000 (New Model – 2023),(0),"KSh 279,999",Samsung 85 CU8000 Crystal 4K UHD Smart TV  CU8000 New Model  2023,samsung,85,smart
Sony Bravia 85″ 85X80L Smart 4k HDR Google Tv,(0),"KSh 314,999",Sony Bravia 85 85X80L Smart 4k HDR Google Tv,sony,85,smart
"[OFFER] Vitron 50"" Inch TV BLUETOOTH Frameless 4K UHD Smart Android TV,NETFLIX,YOUTUBE,PLAYSTORE,ANDROID 11, 1.5GBRAM,8GB ROM TELEVISIONS+ 14 MONTHS WARRANTY",(0),"KSh 36,999","OFFER Vitron 50 Inch TV BLUETOOTH Frameless 4K UHD Smart Android TV,NETFLIX,YOUTUBE,PLAYSTORE,ANDROID 11, 1.5GBRAM,8GB ROM TELEVISIONS 14 MONTHS WARRANTY",vitron,50,smart
"Vitron 32"" Inch Digital LED TV Inbuilt Decoder USB,HDMI Television",(0),"KSh 11,999","Vitron 32 Inch Digital LED TV Inbuilt Decoder USB,HDMI Television",vitron,32,digital
TCL 58P635 58'' Smart UHD 4K With HDR Google TV Frameless - 2024,(0),"KSh 58,990",TCL 58P635 58 Smart UHD 4K With HDR Google TV Frameless - 2024,tcl,24,smart
"Skyworth Frameless Smart Android TV - 43"" Inch,Netflix,Youtube+Wall Bracket",(0),"KSh 30,999","Skyworth Frameless Smart Android TV - 43 Inch,Netflix,YoutubeWall Bracket",skyworth,43,smart
Samsung 75″ Q60C QLED 4K Smart TV (2023) – 75Q60C,(0),"KSh 209,999",Samsung 75 Q60C QLED 4K Smart TV 2023  75Q60C,samsung,75,smart
"Amtec 43 "" Inch, FHD, Frameless, Bluetooth, Smart Android TV with Netflix, Youtube",(0),"KSh 23,599","Amtec 43  Inch, FHD, Frameless, Bluetooth, Smart Android TV with Netflix, Youtube",amtec,43,smart
"CTC 22 Inches Led Digital Tv, Full HD",(0),"KSh 7,999","CTC 22 Inches Led Digital Tv, Full HD",Unknown,22,digital
Vitron 32 inch Frameless Television HTC 3218 LED Digital TV DVBT2 1G+8G,(1),"KSh 11,899",Vitron 32 inch Frameless Television HTC 3218 LED Digital TV DVBT2 1G8G,vitron,32,digital
"Hisense 43A4KEN,43"" Inch A4 Series-FHD Frameless Smart TV,NETFLIX,YOUTUBE+2YEARS WARRANTY",(0),"KSh 32,990","Hisense 43A4KEN,43 Inch A4 Series-FHD Frameless Smart TV,NETFLIX,YOUTUBE2YEARS WARRANTY",hisense,43,smart
"Vitron 32""INCHES SMART ANDROID HD TV YOUTUBE,NEFLIX+ AERIAL + WALL BRACKET.",(0),"KSh 16,399","Vitron 32INCHES SMART ANDROID HD TV YOUTUBE,NEFLIX AERIAL  WALL BRACKET.",vitron,32,smart
"BLUETOOTH-ENABLED GLD 43"" Smart Android Frameless FULL HD LED Television ,NETFLIX,YOUTUBE- TELEVISIONS",(0),"KSh 22,690","BLUETOOTH-ENABLED GLD 43 Smart Android Frameless FULL HD LED Television ,NETFLIX,YOUTUBE- TELEVISIONS",vision,43,smart
"32"" Inch Bluetooth Frameless SMART Android TV",(0),"KSh 13,798",32 Inch Bluetooth Frameless SMART Android TV,Unknown,32,smart
"Samsung 50CU7000, 50 INCH 4K UHD Smart TV, Youtube, Netflix-Black 2023 TELEVISIONS",(0),"KSh 64,780","Samsung 50CU7000, 50 INCH 4K UHD Smart TV, Youtube, Netflix-Black 2023 TELEVISIONS",vision,50,smart
Samsung 85CU8000 85 Inch Crystal 4K UHD Smart LED TV With Built In Receiver (2023),(0),"KSh 300,000",Samsung 85CU8000 85 Inch Crystal 4K UHD Smart LED TV With Built In Receiver 2023,samsung,85,smart
"[NEW] VITRON 32 INCH, FRAMELESS DIGITAL TV with INBUILT DECODER+ GIFTS",(2),"KSh 14,999","NEW VITRON 32 INCH, FRAMELESS DIGITAL TV with INBUILT DECODER GIFTS",vitron,32,digital
"Hisense 43"" Inch A4 Series-FHD Frameless Smart TV,NETFLIX,YOUTUBE,2 YEARS WARRANTY",(0),"KSh 32,990","Hisense 43 Inch A4 Series-FHD Frameless Smart TV,NETFLIX,YOUTUBE,2 YEARS WARRANTY",hisense,43,smart
Hisense 65A6H 65'' Inches Smart UHD 4K HDR Frameless TV,(0),"KSh 88,999",Hisense 65A6H 65 Inches Smart UHD 4K HDR Frameless TV,hisense,65,smart
"Glaze GZ-43FS,43"" Inch Full HD Smart Android TV WIFI Netflix, Youtube Television",(1),"KSh 22,990","Glaze GZ-43FS,43 Inch Full HD Smart Android TV WIFI Netflix, Youtube Television",vision,43,smart
"Gld 32''INCH ,Frameless 32Inch Smart Android Tv,Netflix,Youtube",(0),"KSh 13,999","Gld 32INCH ,Frameless 32Inch Smart Android Tv,Netflix,Youtube",gld,32,smart
"Samsung 50CU8000 50'' 4K CRYSTAL ULTRA HD SMART TV, NETFLIX, YOUTUBE TELEVISIONS-2023 MODEL",(0),"KSh 68,999","Samsung 50CU8000 50 4K CRYSTAL ULTRA HD SMART TV, NETFLIX, YOUTUBE TELEVISIONS-2023 MODEL",vision,50,smart
"Gld 32"" Inch Smart Android FRAMELESS, BLUETOOTH ENABLED WIFI,YOUTBE,NETFIX TELEVISIONS+8 GIFTS",(0),"KSh 14,599","Gld 32 Inch Smart Android FRAMELESS, BLUETOOTH ENABLED WIFI,YOUTBE,NETFIX TELEVISIONS8 GIFTS",vision,32,smart
"BLUETOOTH GLD 43 Inch Full HD Smart TV Android LED Television,Full HD 1080P, USB 2-HDMI 3,Technology-Netflix Youtube",(0),"KSh 20,799","BLUETOOTH GLD 43 Inch Full HD Smart TV Android LED Television,Full HD 1080P, USB 2-HDMI 3,Technology-Netflix Youtube",vision,43,smart
"TCL 43P635,43” Smart UHD 4K With HDR Google TV Frameless – 2023",(0),"KSh 36,000","TCL 43P635,43 Smart UHD 4K With HDR Google TV Frameless  2023",tcl,43,smart
"GLAZE 50"" SMART ANDROID UHD FRAMELESS TV-USB/HDMI/VGA-YOUTUBE/PLAYSTORE/NETFLIX+FREE WALL MOUNT+TV GUARD",(0),"KSh 36,980",GLAZE 50 SMART ANDROID UHD FRAMELESS TV-USBHDMIVGA-YOUTUBEPLAYSTORENETFLIXFREE WALL MOUNTTV GUARD,glaze,50,smart
"Vision Plus 43""inch Frameless FHD Smart Android TELEVISION+FREE WALL BRACKET&TV GUARD",(0),"KSh 23,799",Vision Plus 43inch Frameless FHD Smart Android TELEVISIONFREE WALL BRACKETTV GUARD,vision,43,smart
"CTC "" Inches 24 Digital Tv With Inbuilt Decoder-USB/HDMI Ports + Aerial AC/DC",(0),"KSh 8,999",CTC  Inches 24 Digital Tv With Inbuilt Decoder-USBHDMI Ports  Aerial ACDC,Unknown,24,digital
TCL 98 INCH 98C755 QD-Mini LED 4K TV,(0),"KSh 534,990",TCL 98 INCH 98C755 QD-Mini LED 4K TV,tcl,55,Unknown Type
"Ailynos 32 inch smartDisplay Screen

TV Technology: SMART Android - YouTube & Netflix. 
Size: 32"" Smart HD/FHD
Super Bright Presentation for YouTube, Netflix and Cinema
Wide Color Enhancer
Wide Voltag",(0),"KSh 17,500","Ailynos 32 inch smartDisplay Screen

TV Technology SMART Android - YouTube  Netflix. 
Size 32 Smart HDFHD
Super Bright Presentation for YouTube, Netflix and Cinema
Wide Color Enhancer
Wide Voltag",Unknown,32,smart
Vitron HTC3218 32 Inch Frameless Digital LED TV with 4 FREE GIFTS,(0),"KSh 13,999",Vitron HTC3218 32 Inch Frameless Digital LED TV with 4 FREE GIFTS,vitron,32,digital
"Synix 55'' 4K ULTRA HD ANDROID TV, BLUETOOTH, VOICE CONTROL",(0),"KSh 75,000","Synix 55 4K ULTRA HD ANDROID TV, BLUETOOTH, VOICE CONTROL",Unknown,55,Unknown Type
Vitron 24 Inch Digital LED TV & Free TV Aerial,(0),"KSh 9,800",Vitron 24 Inch Digital LED TV  Free TV Aerial,vitron,24,digital
"Skyworth 50'' Inch 4K UHD ANDROID Television,FRAMELESS,NETFLIX,YOUTUBE",(1),"KSh 50,999","Skyworth 50 Inch 4K UHD ANDROID Television,FRAMELESS,NETFLIX,YOUTUBE",vision,50,Unknown Type
"GLD 43"" Inch,FRAMELESS SMART Android TV,NETFLIX+YOUTUBE-WIFI TELEVISION+BRACKET+GUARD+EXTENSION+FLASH",(0),"KSh 21,599","GLD 43 Inch,FRAMELESS SMART Android TV,NETFLIXYOUTUBE-WIFI TELEVISIONBRACKETGUARDEXTENSIONFLASH",vision,43,smart
"Samsung 55CU8000 55'' 4K CRYSTAL UHD SMART TV, NETFLIX, YOUTUBE-2023 TELEVISIONS+2 YEARS WARRANTY",(0),"KSh 84,999","Samsung 55CU8000 55 4K CRYSTAL UHD SMART TV, NETFLIX, YOUTUBE-2023 TELEVISIONS2 YEARS WARRANTY",vision,55,smart
"Vitron 6588USWO, 65"" Inch Television Smart 4K WebOS TV DVBT2/S2 HDR DolbyAudio",(0),"KSh 69,999","Vitron 6588USWO, 65 Inch Television Smart 4K WebOS TV DVBT2S2 HDR DolbyAudio",vitron,65,smart
"Skyworth 43” INCH FHD Android TV,WI-FI, Netflix ,YouTube GOOGLE ASSITANT,YOUTUBE,NETFLIX TELEVISION+6 FREE GIFTS",(0),"KSh 29,990","Skyworth 43 INCH FHD Android TV,WI-FI, Netflix ,YouTube GOOGLE ASSITANT,YOUTUBE,NETFLIX TELEVISION6 FREE GIFTS",vision,43,Unknown Type
LG OLED 2022 | 77 Inch | C2 series| 4k Cinema HDR | AI Sound Pro | Magic Remote | Self-lit | Immersive Surround Sound | WebOS | Smart AI ThinQ,(0),"KSh 530,000",LG OLED 2022  77 Inch  C2 series 4k Cinema HDR  AI Sound Pro  Magic Remote  Self-lit  Immersive Surround Sound  WebOS  Smart AI ThinQ,lg,22,smart
